name	taxonomy_id	taxonomy_lvl	kraken_assigned_reads	added_reads	new_est_reads	fraction_total_reads
Aeromonas simiae	218936	S	34	3	37	0.00000
Aeromonas salmonicida	645	S	32	26	58	0.00000
Aeromonas jandaei	650	S	28	36	64	0.00000
Aeromonas piscicola	600645	S	28	23	51	0.00000
Aeromonas media	651	S	27	23	50	0.00000
Aeromonas popoffii	70856	S	13	4	17	0.00000
Aeromonas caviae	648	S	12	68	80	0.00001
Aeromonas rivuli	648794	S	11	1	12	0.00000
Aeromonas dhakensis	196024	S	11	29	40	0.00000
Aeromonas encheleia	73010	S	10	2	12	0.00000
Aeromonas schubertii	652	S	10	0	10	0.00000
Zobellella taiwanensis	347535	S	47	11	58	0.00000
Zobellella denitrificans	347534	S	22	8	30	0.00000
Oceanimonas pelagia	3028314	S	24	25	49	0.00000
Tolumonas auensis	43948	S	26	0	26	0.00000
Dongshaea marina	2047966	S	15	0	15	0.00000
Pseudaeromonas aegiceratis	3153928	S	13	0	13	0.00000
Succinivibrio dextrinosolvens	83771	S	42	0	42	0.00000
Vibrio mytili	50718	S	24	4	28	0.00000
Vibrio campbellii	680	S	17	98	115	0.00001
Vibrio harveyi	669	S	13	71	84	0.00001
Vibrio parahaemolyticus	670	S	10	21	31	0.00000
Vibrio sp. BS-M-Sm-2	3241167	S	29	49	78	0.00001
Vibrio sp. JC009	2912314	S	28	1	29	0.00000
Vibrio sp. MA40-2	3391828	S	11	0	11	0.00000
Vibrio rarus	413403	S	87	7	94	0.00001
Vibrio penaeicida	104609	S	30	6	36	0.00000
Vibrio breoganii	553239	S	29	5	34	0.00000
Vibrio metschnikovii	28172	S	29	3	32	0.00000
Vibrio iocasae	3098914	S	25	1	26	0.00000
Vibrio chagasii	170679	S	18	9	27	0.00000
Vibrio gazogenes	687	S	17	3	20	0.00000
Vibrio bathopelagicus	2777577	S	13	18	31	0.00000
Vibrio proteolyticus	671	S	12	1	13	0.00000
Vibrio cyclitrophicus	47951	S	12	19	31	0.00000
Vibrio furnissii	29494	S	11	26	37	0.00000
Vibrio vulnificus	672	S	11	2	13	0.00000
Vibrio tapetis	52443	S	10	0	10	0.00000
Photobacterium swingsii	680026	S	68	27	95	0.00001
Photobacterium profundum	74109	S	21	1	22	0.00000
Photobacterium damselae	38293	S	14	5	19	0.00000
Enterovibrio litoreus	3241166	S	19	1	20	0.00000
Ectothiorhodospira shaposhnikovii	1054	S	70	5	75	0.00001
Ectothiorhodospira sp. BSL-9	1442136	S	25	15	40	0.00000
Thioalkalivibrio sulfidiphilus	1033854	S	32	0	32	0.00000
Thioalkalivibrio versutus	106634	S	29	0	29	0.00000
Spiribacter roseus	1855875	S	38	0	38	0.00000
Sediminicurvatus halobius	2182432	S	44	0	44	0.00000
Acidihalobacter aeolianus	2792603	S	25	0	25	0.00000
Acidihalobacter yilgarnensis	2819280	S	10	0	10	0.00000
Alkalilimnicola ehrlichii	351052	S	34	0	34	0.00000
Halorhodospira halochloris	1052	S	14	0	14	0.00000
Thiocapsa bogorovii	521689	S	27	2	29	0.00000
Thermochromatium tepidum	1050	S	26	19	45	0.00000
Caldichromatium japonicum	2699430	S	21	3	24	0.00000
Allochromatium vinosum	1049	S	16	9	25	0.00000
Marichromatium purpuratum	37487	S	17	3	20	0.00000
Thioflavicoccus mobilis	80679	S	16	1	17	0.00000
Candidatus Thiodictyon syntrophicum	1166950	S	14	1	15	0.00000
Thiocystis violascens	73141	S	13	2	15	0.00000
Guyparkeria halophila	47960	S	30	54	84	0.00001
Wenzhouxiangella sp. AB-CW3	2771012	S	44	0	44	0.00000
Wenzhouxiangella marina	1579979	S	11	0	11	0.00000
Sedimenticola thiotaurini	1543721	S	10	1	11	0.00000
Thiolapillus brandeum	1076588	S	10	0	10	0.00000
Halothiobacillus neapolitanus	927	S	30	0	30	0.00000
Halothiobacillus sp. DCM-1	3112558	S	10	0	10	0.00000
Cellvibrio sp. PSBB023	1945512	S	52	2	54	0.00000
Cellvibrio sp. PSBB006	1987723	S	35	0	35	0.00000
Cellvibrio sp. KY-GH-1	2303332	S	19	1	20	0.00000
Cellvibrio japonicus	155077	S	23	0	23	0.00000
Teredinibacter haidensis	2731755	S	39	1	40	0.00000
Teredinibacter turnerae	2426	S	35	0	35	0.00000
Teredinibacter sp. KSP-S5-2	3034506	S	23	0	23	0.00000
Gilvimarinus sp. DA14	2956798	S	42	0	42	0.00000
Gilvimarinus japonicus	1796469	S	14	0	14	0.00000
Maricurvus nonylphenolicus	1008307	S	18	0	18	0.00000
Microbulbifer sp. ARAS458-1	3140242	S	21	7	28	0.00000
Microbulbifer sp. YPW16	2904242	S	19	1	20	0.00000
Microbulbifer sp. SAOS-129_SWC	3145235	S	16	2	18	0.00000
Microbulbifer sp. ALW1	1516059	S	12	2	14	0.00000
Microbulbifer sp. YPW1	2745199	S	10	30	40	0.00000
Microbulbifer agarilyticus	260552	S	40	3	43	0.00000
Microbulbifer spongiae	2944933	S	24	1	25	0.00000
Microbulbifer hydrolyticus	48074	S	10	1	11	0.00000
Kineobactrum salinum	2708301	S	54	0	54	0.00000
Halioglobus sp. Uisw_031	3230977	S	32	0	32	0.00000
Halioglobus maricola	2601894	S	15	0	15	0.00000
Oceanicoccus sagamiensis	716816	S	10	0	10	0.00000
Acinetobacter baumannii	470	S	18	158	176	0.00001
Acinetobacter ursingii	108980	S	20	19	39	0.00000
Acinetobacter lwoffii	28090	S	16	15	31	0.00000
Moraxella bovoculi	386891	S	109	11	120	0.00001
Moraxella catarrhalis	480	S	27	2	29	0.00000
Moraxella nasicaprae	2904122	S	21	0	21	0.00000
Psychrobacter sp. P11G3	1699623	S	15	13	28	0.00000
Psychrobacter sanguinis	861445	S	30	1	31	0.00000
Psychrobacter maritimus	256325	S	15	0	15	0.00000
Psychrobacter pacificensis	112002	S	10	4	14	0.00000
Faucicola atlantae	34059	S	14	0	14	0.00000
Methylomonas sp. LL1	2785785	S	39	17	56	0.00000
Methylomonas sp. DH-1	1727196	S	18	48	66	0.00000
Methylomonas koyamae	702114	S	18	16	34	0.00000
Methylococcus sp. EFPC2	2812648	S	12	9	21	0.00000
Methylococcus geothermalis	2681310	S	21	3	24	0.00000
Methylococcus capsulatus	414	S	11	2	13	0.00000
Methylocaldum sp. MU1018	3468929	S	19	22	41	0.00000
Methylogaea oryzae	1295382	S	20	1	21	0.00000
Candidatus Methylospira mobilis	1808979	S	12	0	12	0.00000
Thiomicrorhabdus sediminis	2580412	S	34	6	40	0.00000
Thiomicrorhabdus lithotrophica	2949997	S	17	3	20	0.00000
Francisella hispaniensis	622488	S	76	3	79	0.00001
Candidatus Francisella endociliophora	653937	S	14	0	14	0.00000
Candidatus Thiothrix anitrata	2823902	S	34	11	45	0.00000
Thiothrix litoralis	2891210	S	16	14	30	0.00000
Legionella spiritensis	452	S	55	0	55	0.00000
Legionella adelaidensis	45056	S	42	0	42	0.00000
Legionella pneumophila	446	S	16	0	16	0.00000
Legionella anisa	28082	S	10	0	10	0.00000
Coxiella burnetii	777	S	21	0	21	0.00000
Coxiella endosymbiont of Amblyomma sculptum	2487929	S	17	0	17	0.00000
Candidatus Coxiella mudrowiae	2054173	S	14	0	14	0.00000
Candidiatus Paracoxiella cheracis	3405120	S	42	0	42	0.00000
Candidatus Rickettsiella viridis	676208	S	16	0	16	0.00000
Aquicella lusitana	254246	S	10	0	10	0.00000
Algiphilus sp.	1872431	S	136	0	136	0.00001
Solimonas sp. K1W22B-7	2303331	S	45	3	48	0.00000
Flagellatimonas centrodinii	2806210	S	18	0	18	0.00000
Nevskia ramosa	64002	S	17	1	18	0.00000
Hydrocarboniphaga effusa	243629	S	10	0	10	0.00000
Cardiobacterium hominis	2718	S	73	1	74	0.00001
Cardiobacterium sp. Marseille-Q4385	2866573	S	12	0	12	0.00000
Suttonella sp. R2A3	2908648	S	10	0	10	0.00000
Ignatzschineria rhizosphaerae	2923279	S	11	0	11	0.00000
Wohlfahrtiimonas chitiniclastica	400946	S	11	0	11	0.00000
Thiohalobacter sp. IOR34	3057176	S	18	80	98	0.00001
Immundisolibacter cernigliae	1810504	S	76	0	76	0.00001
Frischella perrara	1267021	S	22	0	22	0.00000
Gilliamella apis	1970738	S	10	0	10	0.00000
Zophobihabitans entericus	1635327	S	11	0	11	0.00000
Candidatus Spongiihabitans sp.	3101308	S	43	0	43	0.00000
Candidatus Pseudothioglobus singularis	1427364	S	11	5	16	0.00000
Kangiella aquimarina	261965	S	22	0	22	0.00000
endosymbiont of unidentified scaly snail isolate Monju	1248727	S	27	0	27	0.00000
Sulfuricaulis limicola	1620215	S	11	1	12	0.00000
Salinisphaera sp. LB1	2183911	S	22	0	22	0.00000
Steroidobacter denitrificans	465721	S	16	0	16	0.00000
Sulfurivermis fontis	1972068	S	15	0	15	0.00000
Candidatus Foliamicus sp.	3101301	S	14	0	14	0.00000
Woeseia oceani	1548547	S	11	0	11	0.00000
Rhizobium sp. KDH_Rht_773_N	3465510	S	42	31	73	0.00000
Rhizobium sp. Pop5	1223565	S	20	22	42	0.00000
Rhizobium sp. YTU87027	3417741	S	17	9	26	0.00000
Rhizobium sp. BG4	2613770	S	15	70	85	0.00001
Rhizobium sp. TH2	2775403	S	11	3	14	0.00000
Rhizobium sp. Rhizsp82	3243057	S	11	49	60	0.00000
Rhizobium leguminosarum	384	S	172	489	661	0.00004
Rhizobium rhizogenes	359	S	112	116	228	0.00002
Rhizobium sullae	50338	S	46	19	65	0.00000
Rhizobium bangladeshense	1138189	S	39	25	64	0.00000
Rhizobium jaguaris	1312183	S	31	9	40	0.00000
Rhizobium lentis	1138194	S	28	22	50	0.00000
Rhizobium lusitanum	293958	S	24	9	33	0.00000
Rhizobium phaseoli	396	S	20	24	44	0.00000
Rhizobium cremeum	2813827	S	11	6	17	0.00000
Rhizobium binae	1138190	S	11	11	22	0.00000
Agrobacterium tumefaciens	358	S	74	178	252	0.00002
Agrobacterium arsenijevicii	1585697	S	78	77	155	0.00001
Agrobacterium rosae	1972867	S	71	33	104	0.00001
Agrobacterium sp. rho-13.3	3072980	S	15	26	41	0.00000
Agrobacterium vitis	373	S	19	9	28	0.00000
Agrobacterium leguminum	2792015	S	16	21	37	0.00000
Agrobacterium rubi	28099	S	12	13	25	0.00000
Pararhizobium sp. O133	3449278	S	79	54	133	0.00001
Pararhizobium sp. IMCC3301	3067904	S	37	3	40	0.00000
Pararhizobium gei	1395951	S	12	4	16	0.00000
Neorhizobium sp. NCHU2750	1825976	S	17	14	31	0.00000
Neorhizobium sp. CSC1952	2978974	S	11	11	22	0.00000
Neorhizobium galegae	399	S	40	16	56	0.00000
Neorhizobium petrolearium	515361	S	18	7	25	0.00000
Sinorhizobium meliloti	382	S	35	106	141	0.00001
Sinorhizobium sp. BG8	2613773	S	19	6	25	0.00000
Sinorhizobium fredii	380	S	24	29	53	0.00000
Sinorhizobium americanum	194963	S	19	16	35	0.00000
Sinorhizobium alkalisoli	1752398	S	16	12	28	0.00000
Sinorhizobium mexicanum	375549	S	11	6	17	0.00000
Ensifer canadensis	555315	S	99	54	153	0.00001
Ensifer adhaerens	106592	S	30	26	56	0.00000
Ensifer sp. R-19	3404055	S	11	11	22	0.00000
Shinella zoogloeoides	352475	S	144	233	377	0.00003
Shinella sp. PSBB067	2715959	S	61	86	147	0.00001
Shinella sp. HZN7	879274	S	13	22	35	0.00000
Shinella oryzae	2871820	S	12	13	25	0.00000
Hoeflea sp.	1940281	S	39	13	52	0.00000
Hoeflea sp. IMCC20628	1620421	S	10	2	12	0.00000
Hoeflea alexandrii	288436	S	15	6	21	0.00000
Ciceribacter thiooxidans	1969821	S	61	28	89	0.00001
Georhizobium profundi	2341112	S	23	24	47	0.00000
Paenirhizobium daejeonense	240521	S	20	15	35	0.00000
Affinirhizobium rhizoryzae	451876	S	14	4	18	0.00000
Bradyrhizobium sp. Ash2021	2954771	S	85	58	143	0.00001
Bradyrhizobium sp. CIAT3101	439387	S	44	72	116	0.00001
Bradyrhizobium genosp. L	83637	S	29	36	65	0.00000
Bradyrhizobium sp. ORS 278	114615	S	27	24	51	0.00000
Bradyrhizobium sp. RDM12	3450174	S	20	34	54	0.00000
Bradyrhizobium genosp. P	83641	S	19	15	34	0.00000
Bradyrhizobium sp. CCBAU 53421	1325120	S	18	45	63	0.00000
Bradyrhizobium sp. 186	2782654	S	16	28	44	0.00000
Bradyrhizobium sp. 200	2782665	S	16	27	43	0.00000
Bradyrhizobium sp. NDS-1	3080014	S	14	28	42	0.00000
Bradyrhizobium sp. NC92	55395	S	13	136	149	0.00001
Bradyrhizobium sp. CB1717	3039154	S	11	29	40	0.00000
Bradyrhizobium sp. ORS 285	115808	S	11	10	21	0.00000
Bradyrhizobium sp. McL0615	3415673	S	10	10	20	0.00000
Bradyrhizobium erythrophlei	1437360	S	66	17	83	0.00001
Bradyrhizobium sediminis	2840469	S	42	20	62	0.00000
Bradyrhizobium yuanmingense	108015	S	37	163	200	0.00001
Bradyrhizobium symbiodeficiens	1404367	S	30	108	138	0.00001
Bradyrhizobium commune	83627	S	21	16	37	0.00000
Bradyrhizobium cenepequi	2821403	S	20	7	27	0.00000
Bradyrhizobium prioriisuperbiae	2854389	S	19	4	23	0.00000
Bradyrhizobium brasilense	1419277	S	18	39	57	0.00000
Bradyrhizobium oligotrophicum	44255	S	18	8	26	0.00000
Bradyrhizobium arachidis	858423	S	17	54	71	0.00000
Bradyrhizobium guangdongense	1325090	S	17	25	42	0.00000
Bradyrhizobium betae	244734	S	14	47	61	0.00000
Rhodopseudomonas palustris	1076	S	112	53	165	0.00001
Rhodopseudomonas sp. P1	3434357	S	31	40	71	0.00000
Rhodopseudomonas sp. BAL398	3034676	S	17	12	29	0.00000
Tardiphaga sp. 37S4	1404741	S	11	23	34	0.00000
Tardiphaga alba	340268	S	13	4	17	0.00000
Afipia carboxidovorans	40137	S	29	17	46	0.00000
Nitrobacter sp. JJSN	3453033	S	19	5	24	0.00000
Nitrobacter sp. TKz-YC02	3398704	S	11	2	13	0.00000
Rugositalea oryzae	674703	S	34	6	40	0.00000
Mesorhizobium sp. B1-1-8	2589976	S	34	29	63	0.00000
Mesorhizobium sp. AaZ16	3402289	S	32	16	48	0.00000
Mesorhizobium sp. M2A.F.Ca.ET.043.02.1.1	2493670	S	30	178	208	0.00001
Mesorhizobium sp. DCY119	2108445	S	21	12	33	0.00000
Mesorhizobium sp. NZP2077	2483404	S	20	34	54	0.00000
Mesorhizobium sp.	1871066	S	19	15	34	0.00000
Mesorhizobium sp. M9A.F.Ca.ET.002.03.1.2	2493668	S	19	35	54	0.00000
Mesorhizobium sp. AR10	2865839	S	17	19	36	0.00000
Mesorhizobium sp. RIZ17	3132743	S	15	20	35	0.00000
Mesorhizobium sp. B4-1-4	2589888	S	15	15	30	0.00000
Mesorhizobium sp. WSM4083	3446363	S	15	42	57	0.00000
Mesorhizobium sp. PAMC28654	2880934	S	14	11	25	0.00000
Mesorhizobium sp. 8	2584466	S	14	8	22	0.00000
Mesorhizobium sp. M1D.F.Ca.ET.043.01.1.1	2493669	S	13	22	35	0.00000
Mesorhizobium sp. ORM8.1	3453665	S	13	11	24	0.00000
Mesorhizobium sp. B2-8-5	2589903	S	11	13	24	0.00000
Mesorhizobium sp. M7D.F.Ca.US.005.01.1.1	2493678	S	10	19	29	0.00000
Mesorhizobium sp. J8	2777475	S	10	10	20	0.00000
Mesorhizobium koreense	3074855	S	16	6	22	0.00000
Mesorhizobium amorphae	71433	S	10	14	24	0.00000
Phyllobacterium sp. 628	2718938	S	103	37	140	0.00001
Phyllobacterium sp. K27	3680951	S	15	5	20	0.00000
Phyllobacterium zundukense	1867719	S	14	3	17	0.00000
Nitratireductor sp. GISD-1A_MAKvit	3234198	S	32	70	102	0.00001
Nitratireductor thuwali	2267699	S	39	38	77	0.00001
Nitratireductor mangrovi	2599600	S	18	10	28	0.00000
Nitratireductor rhodophyticola	2854036	S	14	21	35	0.00000
Aminobacter niigataensis	83265	S	58	109	167	0.00001
Aquibium microcysteis	675281	S	79	41	120	0.00001
Methylobacterium sp. WL1	2603276	S	15	15	30	0.00000
Methylobacterium brachiatum	269660	S	30	32	62	0.00000
Methylobacterium aquaticum	270351	S	21	25	46	0.00000
Methylobacterium indicum	1775910	S	20	26	46	0.00000
Methylobacterium durans	2202825	S	18	6	24	0.00000
Methylobacterium organophilum	410	S	14	10	24	0.00000
Methylobacterium symbioticum	2584084	S	14	14	28	0.00000
Methylobacterium tardum	374432	S	12	11	23	0.00000
Methylobacterium currus	2051553	S	12	13	25	0.00000
Methylobacterium radiodurans	2202828	S	12	7	19	0.00000
Methylobacterium flocculans	2984843	S	11	4	15	0.00000
Methylobacterium fujisawaense	107400	S	10	75	85	0.00001
Methylobacterium mesophilicum	39956	S	10	7	17	0.00000
Methylorubrum populi	223967	S	32	22	54	0.00000
Methylorubrum extorquens	408	S	23	35	58	0.00000
Microvirga thermotolerans	2651334	S	11	23	34	0.00000
Devosia sp. YIM 151766	3017325	S	69	35	104	0.00001
Devosia sp. XK-2	3126689	S	34	8	42	0.00000
Devosia sp.	1871048	S	17	4	21	0.00000
Devosia sp. A16	1736675	S	16	4	20	0.00000
Devosia algicola	3026418	S	164	17	181	0.00001
Devosia neptuniae	191302	S	46	9	55	0.00000
Devosia rhodophyticola	3026423	S	30	3	33	0.00000
Devosia salina	2860336	S	13	4	17	0.00000
Devosia lacusdianchii	2917991	S	13	3	16	0.00000
Devosia oryziradicis	2801335	S	10	3	13	0.00000
Pelagibacterium sp. 26DY04	2967130	S	11	7	18	0.00000
Pelagibacterium nitratireducens	1046114	S	13	5	18	0.00000
Pelagibacterium halotolerans	531813	S	12	4	16	0.00000
Paradevosia tibetensis	1447062	S	11	10	21	0.00000
Roseibium sp.	1936156	S	119	36	155	0.00001
Roseibium alexandrii	388408	S	18	2	20	0.00000
Roseibium aggregatum	187304	S	15	53	68	0.00000
Roseibium album	311410	S	10	1	11	0.00000
Stappia sp.	1870903	S	103	67	170	0.00001
Stappia indica	538381	S	22	22	44	0.00000
Breoghania sp.	2065378	S	31	10	41	0.00000
Breoghania sp. L-A4	2304600	S	12	4	16	0.00000
Labrenzia sp. VG12	2021862	S	36	23	59	0.00000
Pseudovibrio brasiliensis	1898042	S	17	8	25	0.00000
Methylocystis parvus	134	S	56	16	72	0.00000
Methylocystis iwaonis	2885079	S	38	11	49	0.00000
Methylocystis sp. JAN1	3397211	S	13	4	17	0.00000
Methylocystis sp. SC2	187303	S	10	3	13	0.00000
Methylocystis rosea	173366	S	28	9	37	0.00000
Methylocystis echinoides	29468	S	10	2	12	0.00000
Methylosinus sp. C49	2699395	S	72	34	106	0.00001
Methylosinus sporium	428	S	19	7	26	0.00000
Bosea sp. 685	3080057	S	38	19	57	0.00000
Bosea sp. UC22_33	3350165	S	20	15	35	0.00000
Bosea sp. Tri-49	1867715	S	19	9	28	0.00000
Bosea sp. F3-2	2599640	S	10	5	15	0.00000
Bosea minatitlanensis	128782	S	57	72	129	0.00001
Bosea beijingensis	3068632	S	56	32	88	0.00001
Ancylobacter sp. TS-1	1850374	S	13	15	28	0.00000
Ancylobacter pratisalsi	1745854	S	15	6	21	0.00000
Labrys sp. KNU-23	2789216	S	35	10	45	0.00000
Labrys miyagiensis	346912	S	12	6	18	0.00000
Labrys okinawensis	346911	S	10	3	13	0.00000
Xanthobacter sp. ZOL 2024	3464953	S	24	14	38	0.00000
Xanthobacter dioxanivorans	2528964	S	12	7	19	0.00000
Azorhizobium caulinodans	7	S	27	11	38	0.00000
Pseudolabrys sp. FHR47	2562284	S	15	5	20	0.00000
Aureimonas mangrovi	2758041	S	40	19	59	0.00000
Aureimonas ureilytica	401562	S	35	16	51	0.00000
Aureimonas sp. AU20	1349819	S	11	3	14	0.00000
Aureimonas sp. SA4125	2826993	S	11	4	15	0.00000
Aureimonas phyllosphaerae	1166078	S	12	5	17	0.00000
Martelella endophytica	1486262	S	23	9	32	0.00000
Martelella mediterranea	293089	S	19	17	36	0.00000
Martelella soudanensis	2740297	S	11	5	16	0.00000
Jiella pelagia	2986949	S	14	5	19	0.00000
Antarcticirhabdus aurantiaca	2606717	S	14	6	20	0.00000
Brucella intermedia	94625	S	18	28	46	0.00000
Brucella pituitosa	571256	S	18	54	72	0.00000
Pseudochrobactrum sp. MP213Fo	3022250	S	18	8	26	0.00000
Hyphomicrobium sp. 1Nfss2.1	3413936	S	31	37	68	0.00000
Hyphomicrobium denitrificans	53399	S	10	1	11	0.00000
Rhodomicrobium vannielii	1069	S	15	2	17	0.00000
Methyloceanibacter caenitepidi	1384459	S	12	3	15	0.00000
Methyloligella sp. GL2	2742204	S	10	3	13	0.00000
Enhydrobacter sp.	1894999	S	74	27	101	0.00001
Pseudorhodoplanes sinuspersici	1235591	S	25	6	31	0.00000
Oricola thermophila	2742145	S	58	24	82	0.00001
Oricola indica	2872591	S	11	5	16	0.00000
Roseitalea porphyridii	1852022	S	12	6	18	0.00000
Oceaniradius stylonematis	2184161	S	12	12	24	0.00000
Salaquimonas pukyongi	2712698	S	99	23	122	0.00001
Acuticoccus sp.	1904378	S	44	10	54	0.00000
Acuticoccus sp. MNP-M23	3072793	S	43	11	54	0.00000
Bartonella sp. WD16.2	1933904	S	31	16	47	0.00000
Bartonella sp. B23	3239292	S	13	8	21	0.00000
uncultured Pleomorphomonas sp.	442121	S	46	27	73	0.00000
Pleomorphomonas sp. PLEO	3239306	S	10	2	12	0.00000
Hartmannibacter diazotrophicus	1482074	S	30	16	46	0.00000
Anderseniella sp. Alg231-50	1922226	S	33	4	37	0.00000
Pyruvatibacter mobilis	1712261	S	11	3	14	0.00000
Tepidicaulis sp.	1920809	S	10	8	18	0.00000
Kaustia mangrovi	2593653	S	10	3	13	0.00000
Lichenihabitans sp. PAMC28606	2880932	S	59	13	72	0.00000
Cohaesibacter marisflavi	655353	S	25	2	27	0.00000
Cohaesibacter sp. ES.047	1798205	S	21	2	23	0.00000
uncultured Cohaesibacter sp.	1002546	S	17	1	18	0.00000
Chelatococcus daeguensis	444444	S	31	20	51	0.00000
Chelatococcus sp. CO-6	1702325	S	22	17	39	0.00000
Methylovirgula sp. 4M-Z18	2293567	S	12	3	15	0.00000
Methylocapsa sp. D3K7	3041435	S	12	1	13	0.00000
Phreatobacter stygius	1940610	S	34	12	46	0.00000
Phreatobacter aquaticus	2570229	S	11	4	15	0.00000
Reyranella sp.	1929291	S	39	10	49	0.00000
Alsobacter sp. KACC 23698	3149229	S	30	13	43	0.00000
Aestuariivirga sp.	2650926	S	16	3	19	0.00000
Blastochloris tepida	2233851	S	15	8	23	0.00000
Coralliovum pocilloporae	3066369	S	14	1	15	0.00000
Methyloraptor flagellatus	3162530	S	12	6	18	0.00000
Sphingomonas sp. Y38-1Y	3078265	S	55	25	80	0.00001
Sphingomonas sp. S2-65	2903960	S	24	9	33	0.00000
Sphingomonas sp. MMS24-J13	3238686	S	22	5	27	0.00000
Sphingomonas sp. DBB INV C78	3349434	S	21	7	28	0.00000
Sphingomonas sp. LY29	3095341	S	20	6	26	0.00000
Sphingomonas sp. CV7422	3018036	S	19	13	32	0.00000
Sphingomonas sp. 7/4-4	3018446	S	19	8	27	0.00000
Sphingomonas sp. MMS24-J45	3238806	S	14	5	19	0.00000
Sphingomonas sp. Tas61C01	3458297	S	11	4	15	0.00000
Sphingomonas sp. QA11	2950605	S	11	3	14	0.00000
Sphingomonas psychrotolerans	1327635	S	126	45	171	0.00001
Sphingomonas suaedae	2599297	S	57	24	81	0.00001
Sphingomonas sanguinis	33051	S	53	63	116	0.00001
Sphingomonas koreensis	93064	S	53	46	99	0.00001
Sphingomonas hengshuiensis	1609977	S	40	17	57	0.00000
Sphingomonas melonis	152682	S	36	70	106	0.00001
Sphingomonas sinipercae	2714944	S	29	10	39	0.00000
Sphingomonas flavalba	2559804	S	24	23	47	0.00000
Sphingomonas zeae	1646122	S	20	47	67	0.00000
Sphingomonas cannabina	2899123	S	20	13	33	0.00000
Sphingomonas paucimobilis	13689	S	18	21	39	0.00000
Sphingomonas flavescens	3132797	S	18	4	22	0.00000
Sphingomonas changnyeongensis	2698679	S	15	7	22	0.00000
Sphingomonas aerolata	185951	S	12	5	17	0.00000
Sphingomonas aurantiaca	185949	S	11	7	18	0.00000
Sphingomonas naphthae	1813468	S	11	10	21	0.00000
Sphingomonas sediminicola	386874	S	11	2	13	0.00000
Novosphingobium sp. ES2-1	2780074	S	24	13	37	0.00000
Novosphingobium sp. 9	2025349	S	22	8	30	0.00000
Novosphingobium sp. P6W	1609758	S	21	6	27	0.00000
Novosphingobium sp. KACC 22771	3025670	S	15	6	21	0.00000
Novosphingobium sp. BL-8H	3127640	S	15	8	23	0.00000
Novosphingobium sp. BL-8A	3127639	S	12	8	20	0.00000
Novosphingobium sp. BL-52-GroH	3349877	S	12	4	16	0.00000
Novosphingobium capsulatum	13688	S	53	42	95	0.00001
Novosphingobium decolorationis	2698673	S	31	29	60	0.00000
Novosphingobium resinovorum	158500	S	18	17	35	0.00000
Novosphingobium kaempferiae	2896849	S	12	5	17	0.00000
Novosphingobium olei	2728851	S	11	5	16	0.00000
Citromicrobium sp. JL477	1634516	S	64	38	102	0.00001
Stakelama saccharophila	3075605	S	42	18	60	0.00000
Erythrobacter sp. W53	3425947	S	140	158	298	0.00002
Erythrobacter sp. KY5	2011159	S	63	10	73	0.00000
Erythrobacter sp.	1042	S	15	8	23	0.00000
Erythrobacter sp. JK5	2829500	S	13	4	17	0.00000
Erythrobacter sp. SDW2	2907154	S	13	5	18	0.00000
Porphyrobacter sp. LM 6	1896196	S	21	18	39	0.00000
Porphyrobacter sp. YT40	2547601	S	12	11	23	0.00000
Altererythrobacter sp. BO-6	2604537	S	88	25	113	0.00001
Altererythrobacter sp. B11	2060312	S	33	16	49	0.00000
Altererythrobacter sp. ZODW24	2185142	S	19	2	21	0.00000
Altererythrobacter rubellus	2173831	S	62	7	69	0.00000
Altererythrobacter ishigakiensis	476157	S	37	4	41	0.00000
Qipengyuania sp. DGS2-2	3349631	S	10	26	36	0.00000
Qipengyuania sediminis	1532023	S	33	9	42	0.00000
Qipengyuania aquimaris	255984	S	17	8	25	0.00000
Tsuneonella sp. CC-YZS046	3042152	S	63	30	93	0.00001
Tsuneonella flava	2055955	S	26	9	35	0.00000
Aurantiacibacter gangjinensis	502682	S	48	10	58	0.00000
Croceibacterium aestuarii	3064139	S	17	5	22	0.00000
Pelagerythrobacter marensis	543877	S	24	8	32	0.00000
Sphingobium sp. TKS	1315974	S	44	90	134	0.00001
Sphingobium sp. MI1205	407020	S	21	36	57	0.00000
Sphingobium sp. CR28	3400272	S	16	4	20	0.00000
Sphingobium sp. SYK-6	627192	S	16	9	25	0.00000
Sphingobium sp. AP49	1144307	S	16	9	25	0.00000
Sphingobium yanoikuyae	13690	S	50	161	211	0.00001
Sphingobium wenxiniae	595605	S	25	59	84	0.00001
Sphingobium xenophagum	121428	S	14	20	34	0.00000
Sphingobium naphthae	1886786	S	12	13	25	0.00000
Sphingopyxis sp. NJF-3	3412479	S	89	54	143	0.00001
Sphingopyxis sp. YF1	2482763	S	61	29	90	0.00001
Sphingopyxis sp. USTB-05	2830667	S	13	5	18	0.00000
Sphingopyxis sp. QXT-31	1357916	S	12	6	18	0.00000
Sphingopyxis fribergensis	1515612	S	55	29	84	0.00001
Novosphingopyxis sp.	2709690	S	71	20	91	0.00001
Parasphingorhabdus sp.	2709688	S	20	1	21	0.00000
Parasphingorhabdus cellanae	2806553	S	27	2	29	0.00000
Sphingorhabdus sp. YGSMI21	2077182	S	19	14	33	0.00000
Allosphingosinicella flava	2771430	S	132	47	179	0.00001
Sphingomicrobium flavum	1229164	S	10	2	12	0.00000
Rhizorhabdus phycosphaerae	2711156	S	48	15	63	0.00000
