name	taxonomy_id	taxonomy_lvl	kraken_assigned_reads	added_reads	new_est_reads	fraction_total_reads
Cupriavidus campinensis	151783	S	229	101	330	0.00001
Cupriavidus metallidurans	119219	S	123	42	165	0.00001
Cupriavidus pauculus	82633	S	63	27	90	0.00000
Cupriavidus oxalaticus	96344	S	18	9	27	0.00000
Paraburkholderia sp. FT54	3074437	S	479	307	786	0.00003
Paraburkholderia phymatum	148447	S	412	210	622	0.00003
Paraburkholderia acidisoli	2571748	S	232	129	361	0.00001
Paraburkholderia dokdonensis	2211211	S	193	178	371	0.00002
Paraburkholderia largidicola	3014751	S	56	220	276	0.00001
Paraburkholderia caffeinilytica	1761016	S	13	7	20	0.00000
Paraburkholderia kururiensis	984307	S	10	11	21	0.00000
Burkholderia ubonensis	101571	S	122	190	312	0.00001
Burkholderia pseudomultivorans	1207504	S	107	228	335	0.00001
Burkholderia contaminans	488447	S	52	188	240	0.00001
Burkholderia multivorans	87883	S	27	46	73	0.00000
Burkholderia singularis	1503053	S	115	54	169	0.00001
Burkholderia savannae	1637837	S	51	162	213	0.00001
Burkholderia gladioli	28095	S	75	36	111	0.00000
Burkholderia sp. FERM BP-3421	1494466	S	22	11	33	0.00000
Burkholderia sp. S-53	2906514	S	20	32	52	0.00000
Burkholderia perseverans	2615214	S	14	12	26	0.00000
Ralstonia solanacearum	305	S	424	241	665	0.00003
Ralstonia mannitolilytica	105219	S	376	319	695	0.00003
Ralstonia insidiosa	190721	S	26	18	44	0.00000
Ralstonia sp. UNC404CL21Col	1380362	S	10	6	16	0.00000
Imbroritus primus	3058603	S	544	197	741	0.00003
Pandoraea apista	93218	S	366	83	449	0.00002
Polynucleobacter sp. MWH-P3-07-1	1743173	S	269	10	279	0.00001
Caballeronia sp. Lep1P3	2878150	S	214	158	372	0.00002
Caballeronia sp. TF1N1	2878153	S	44	20	64	0.00000
Limnobacter sp.	2003368	S	168	4	172	0.00001
Mycetohabitans endofungorum	417203	S	35	6	41	0.00000
Rhodoferax lithotrophicus	2798804	S	599	38	637	0.00003
Rhodoferax ferrireducens	192843	S	333	30	363	0.00001
Rhodoferax aquaticus	2527691	S	13	0	13	0.00000
Variovorax paradoxus	34073	S	307	602	909	0.00004
Acidovorax sp. DW039	3095606	S	426	96	522	0.00002
Acidovorax sp. BLS4	3273430	S	87	51	138	0.00001
Alicycliphilus denitrificans	179636	S	360	339	699	0.00003
Diaphorobacter limosus	3036128	S	19	274	293	0.00001
Comamonas aquatica	225991	S	78	38	116	0.00000
Comamonas resistens	3046670	S	18	10	28	0.00000
Comamonas thiooxydans	363952	S	15	51	66	0.00000
Ottowia sp. VDI28	3133968	S	220	29	249	0.00001
Hydrogenophaga taeniospiralis	65656	S	26	11	37	0.00000
Ramlibacter tataouinensis	94132	S	22	6	28	0.00000
Massilia litorea	2769491	S	576	109	685	0.00003
Massilia oculi	945844	S	473	158	631	0.00003
Massilia sp. W12	3126507	S	37	9	46	0.00000
Massilia sp. PAMC28688	2861283	S	25	63	88	0.00000
Massilia sp. NP310	2861282	S	10	56	66	0.00000
Massilia endophytica	2899220	S	106	18	124	0.00001
Massilia varians	457921	S	19	42	61	0.00000
Pseudoduganella chitinolytica	34070	S	79	15	94	0.00000
Pseudoduganella sp. UC29_71	3350174	S	45	16	61	0.00000
Pseudoduganella plicata	321984	S	20	3	23	0.00000
Herbaspirillum huttiense	863372	S	644	144	788	0.00003
Herbaspirillum hiltneri	341045	S	141	30	171	0.00001
Janthinobacterium aestuarii	2985511	S	416	169	585	0.00002
Janthinobacterium sp. 17J80-10	2497863	S	10	1	11	0.00000
Oxalobacter aliiformigenes	2946593	S	33	0	33	0.00000
Herminiimonas arsenitoxidans	1809410	S	12	0	12	0.00000
Noviherbaspirillum sp. ST 5-3	3349878	S	10	1	11	0.00000
Achromobacter deleyi	1353891	S	517	537	1054	0.00004
Achromobacter xylosoxidans	85698	S	251	1155	1406	0.00006
Achromobacter seleniivolatilans	3047478	S	78	18	96	0.00000
Achromobacter denitrificans	32002	S	31	25	56	0.00000
Bordetella genomosp. 13	463040	S	51	235	286	0.00001
Pigmentiphaga sp. H8	2488560	S	171	36	207	0.00001
Pigmentiphaga aceris	1940612	S	53	5	58	0.00000
Alcaligenes faecalis	511	S	96	17	113	0.00000
Orrella dioscoreae	1851544	S	57	26	83	0.00000
Castellaniella ginsengisoli	546114	S	55	16	71	0.00000
Roseateles sp. MS654	3412685	S	573	89	662	0.00003
Caldimonas thermodepolymerans	215580	S	140	436	576	0.00002
Piscinibacter gummiphilus	946333	S	90	120	210	0.00001
Piscinibacter sakaiensis	1547922	S	58	46	104	0.00000
Rubrivivax gelatinosus	28068	S	193	40	233	0.00001
Aquabacterium sp. J223	2898431	S	452	130	582	0.00002
Aquabacterium olei	1296669	S	12	2	14	0.00000
Xylophilus rhododendri	2697032	S	261	70	331	0.00001
Rhizobacter fulvus	363843	S	191	48	239	0.00001
Thiomonas sp. X19	1050370	S	47	4	51	0.00000
Thiomonas intermedia	926	S	40	4	44	0.00000
Chitiniphilus eburneus	2571148	S	501	170	671	0.00003
Chitiniphilus purpureus	2981137	S	37	13	50	0.00000
Chitinibacter mangrovi	3153927	S	151	24	175	0.00001
Chitinibacter sp. S2-10	3373597	S	52	9	61	0.00000
Deefgea tanakiae	2865840	S	68	15	83	0.00000
Aquitalea denitrificans	519081	S	326	13	339	0.00001
Aquitalea aquatilis	1537400	S	186	6	192	0.00001
Chromobacterium vaccinii	1108595	S	323	25	348	0.00001
Chromobacterium sp. CV08	3133274	S	110	8	118	0.00000
Paludibacterium paludis	1225769	S	60	6	66	0.00000
Neisseria meningitidis	487	S	129	95	224	0.00001
Neisseria chenwenguii	1853278	S	106	8	114	0.00000
Snodgrassella alvi	1196083	S	56	1	57	0.00000
Niveibacterium terrae	3373598	S	931	125	1056	0.00004
Azospira inquinata	2785627	S	13	5	18	0.00000
Dechloromonas sp. HYN0024	2231055	S	430	76	506	0.00002
Dechloromonas sp. A34	447588	S	181	37	218	0.00001
Dechloromonas denitrificans	281362	S	39	11	50	0.00000
Azonexus sp. IMCC34839	3133695	S	147	34	181	0.00001
Thauera aminoaromatica	164330	S	52	43	95	0.00000
Thauera aromatica	59405	S	36	27	63	0.00000
Thauera sp. WB-2	2897772	S	24	17	41	0.00000
Azoarcus sp. DN11	356837	S	22	51	73	0.00000
Nitrosospira lacus	1288494	S	125	141	266	0.00001
Nitrosomonas ureae	44577	S	48	0	48	0.00000
Nitrosomonas sp. Is79A3	261292	S	41	0	41	0.00000
Sulfuritalea hydrogenivorans	748811	S	166	10	176	0.00001
Methylophilus sp. TWE2	1662285	S	111	4	115	0.00000
Sulfuritortus calidifontis	1914471	S	63	9	72	0.00000
Thiobacillus sp.	924	S	13	0	13	0.00000
Ferrigenium straubiae	2919506	S	70	3	73	0.00000
Klebsiella grimontii	2058152	S	912	1601	2513	0.00010
Klebsiella pneumoniae	573	S	189	1807	1996	0.00008
Escherichia coli	562	S	486	6212	6698	0.00027
Escherichia marmotae	1499973	S	121	63	184	0.00001
Enterobacter kobei	208224	S	298	501	799	0.00003
Enterobacter cloacae complex sp.	2027919	S	183	127	310	0.00001
Enterobacter cancerogenus	69218	S	49	5	54	0.00000
Enterobacter ludwigii	299767	S	12	10	22	0.00000
Enterobacter sp. ECC-175	3116479	S	36	3	39	0.00000
Franconibacter daqui	2047724	S	310	15	325	0.00001
Cronobacter dublinensis	413497	S	182	62	244	0.00001
Salmonella enterica	28901	S	143	4620	4763	0.00019
Citrobacter farmeri	67824	S	11	27	38	0.00000
Pseudescherichia vulneris	566	S	57	11	68	0.00000
Atlantibacter subterraneus	255519	S	50	17	67	0.00000
Pluralibacter gergoviae	61647	S	24	1	25	0.00000
Serratia marcescens	615	S	293	293	586	0.00002
Serratia surfactantfaciens	2741499	S	241	23	264	0.00001
Serratia rubidaea	61652	S	23	2	25	0.00000
Serratia plymuthica	82996	S	15	1	16	0.00000
Yersinia canariae	2607663	S	56	35	91	0.00000
Rahnella bonaserana	2816248	S	12	1	13	0.00000
Dickeya dadantii	204038	S	152	50	202	0.00001
Dickeya poaceiphila	568768	S	12	0	12	0.00000
Buchnera aphidicola	9	S	65	0	65	0.00000
Erwinia pyrifoliae	79967	S	12	5	17	0.00000
Mixta gaviniae	665914	S	35	1	36	0.00000
Xenorhabdus budapestensis	290110	S	45	2	47	0.00000
Proteus hauseri	183417	S	11	0	11	0.00000
Xanthomonas euvesicatoria	456327	S	3879	112454	116333	0.00475
Xanthomonas campestris	339	S	19	0	19	0.00000
Lysobacter soli	453783	S	184	65	249	0.00001
Lysobacter yananisis	1003114	S	33	396	429	0.00002
Lysobacter capsici	435897	S	26	31	57	0.00000
Luteimonas sp. JM171	1896164	S	140	1	141	0.00001
Luteimonas sp. WGS1318	3366815	S	44	0	44	0.00000
Stenotrophomonas sp. JC08	3445779	S	19	1	20	0.00000
Stenotrophomonas sp. BIO128-Bstrain	3027225	S	12	15	27	0.00000
Stenotrophomonas maltophilia	40324	S	18	27	45	0.00000
Stenotrophomonas bentonitica	1450134	S	12	6	18	0.00000
Thermomonas paludicola	2884874	S	13	2	15	0.00000
Frateuria edaphi	2898793	S	133	3	136	0.00001
Rhodanobacter sp. Col0626	3415679	S	30	20	50	0.00000
Dyella sp. M7H15-1	2501295	S	13	0	13	0.00000
Dyella sp. BiH032	3075430	S	13	0	13	0.00000
Pseudomonas sp. AO-1	2855434	S	78	506	584	0.00002
Pseudomonas sp. MM227	3019968	S	50	13	63	0.00000
Pseudomonas sp. KU26590	2991051	S	30	29	59	0.00000
Pseudomonas sp. MBLB4123	3451557	S	12	13	25	0.00000
Pseudomonas fluorescens	294	S	163	141	304	0.00001
Pseudomonas migulae	78543	S	114	78	192	0.00001
Pseudomonas cedrina	651740	S	29	16	45	0.00000
Pseudomonas tolaasii	29442	S	24	8	32	0.00000
Pseudomonas tructae	2518644	S	243	51	294	0.00001
Pseudomonas segetis	298908	S	136	6	142	0.00001
Pseudomonas helleri	1608996	S	108	12	120	0.00000
Pseudomonas oryzihabitans	47885	S	70	28	98	0.00000
Pseudomonas putida	303	S	13	37	50	0.00000
Pseudomonas aeruginosa	287	S	85	650	735	0.00003
Pseudomonas imrae	2992837	S	50	8	58	0.00000
Pseudomonas shirazensis	2745494	S	46	42	88	0.00000
Pseudomonas alabamensis	3064349	S	25	3	28	0.00000
Halopseudomonas salegens	1434072	S	151	1	152	0.00001
Permianibacter aggregans	1510150	S	151	0	151	0.00001
Azotobacter salinestris	69964	S	43	2	45	0.00000
Stutzerimonas frequens	2968969	S	24	7	31	0.00000
Metapseudomonas otitidis	319939	S	14	1	15	0.00000
Marinobacter salinus	1874317	S	18	44	62	0.00000
Candidatus Carsonella ruddii	114186	S	779	3	782	0.00003
Halomonas piscis	3031727	S	196	171	367	0.00001
Halomonas sp. I5-271120	3061632	S	16	9	25	0.00000
Billgrantia sp. C5P2	3436239	S	42	18	60	0.00000
Vreelandella stevensii	502821	S	25	6	31	0.00000
Chromohalobacter canadensis	141389	S	14	0	14	0.00000
Alcanivorax sp.	1872427	S	68	3	71	0.00000
Psychrobacter sp.	56811	S	697	24	721	0.00003
Acinetobacter lwoffii	28090	S	117	98	215	0.00001
Acinetobacter baumannii	470	S	19	168	187	0.00001
Acinetobacter baylyi	202950	S	41	1	42	0.00000
Acinetobacter johnsonii	40214	S	15	10	25	0.00000
Acinetobacter indicus	756892	S	10	6	16	0.00000
Faucicola osloensis	34062	S	82	2	84	0.00000
Vibrio parahaemolyticus	670	S	415	51	466	0.00002
Vibrio alginolyticus	663	S	119	82	201	0.00001
Vibrio cholerae	666	S	158	38	196	0.00001
Vibrio vulnificus	672	S	45	0	45	0.00000
Vibrio metschnikovii	28172	S	28	0	28	0.00000
Vibrio aquimaris	2587862	S	14	0	14	0.00000
Photobacterium atrarenae	865757	S	11	8	19	0.00000
Thaumasiovibrio subtropicus	1891207	S	30	0	30	0.00000
Acidihalobacter yilgarnensis	2819280	S	388	0	388	0.00002
Ectothiorhodospira shaposhnikovii	1054	S	88	3	91	0.00000
Marichromatium purpuratum	37487	S	368	4	372	0.00002
Halothiobacillus diazotrophicus	1860122	S	123	0	123	0.00001
Haemophilus parainfluenzae	729	S	332	33	365	0.00001
Haemophilus influenzae	727	S	39	20	59	0.00000
Pasteurella dagmatis	754	S	109	4	113	0.00000
Lonepinella koalarum	53417	S	73	1	74	0.00000
Mannheimia bovis	2770636	S	21	16	37	0.00000
Pseudoalteromonas sp. GCY	2003316	S	187	25	212	0.00001
Pseudoalteromonas phenolica	161398	S	12	0	12	0.00000
Lacimicrobium alkaliphilum	1526571	S	66	0	66	0.00000
Alteromonas pelagimontana	1858656	S	45	1	46	0.00000
Agarivorans aestuarii	1563703	S	21	2	23	0.00000
Planctobacterium marinum	1631968	S	23	0	23	0.00000
Shewanella polaris	2588449	S	37	16	53	0.00000
Shewanella sp. KX20019	2803864	S	14	0	14	0.00000
Shewanella algae	38313	S	22	7	29	0.00000
Psychromonas ingrahamii	357794	S	33	0	33	0.00000
Idiomarina loihiensis	135577	S	31	0	31	0.00000
Thalassotalea psychrophila	3065647	S	12	1	13	0.00000
Methylomicrobium lacus	136992	S	298	155	453	0.00002
Methylomonas montana	3058963	S	10	3	13	0.00000
Methylophaga pinxianii	2881052	S	201	15	216	0.00001
Thiomicrorhabdus immobilis	2791037	S	84	107	191	0.00001
Francisella uliginis	573570	S	29	1	30	0.00000
Microbulbifer sp. YPW1	2745199	S	53	178	231	0.00001
Microbulbifer aggregans	1769779	S	102	1	103	0.00000
Sulfuricaulis limicola	1620215	S	297	0	297	0.00001
Aeromonas media	651	S	49	56	105	0.00000
Aeromonas veronii	654	S	20	48	68	0.00000
Oceanimonas pelagia	3028314	S	55	13	68	0.00000
Cardiobacterium hominis	2718	S	109	0	109	0.00000
Cardiobacterium sp. Marseille-Q4385	2866573	S	19	0	19	0.00000
Candidatus Rariloculus sp.	3101265	S	29	0	29	0.00000
Hydrocarboniphaga sp.	2033016	S	11	0	11	0.00000
Bradyrhizobium sp. Ash2021	2954771	S	324	143	467	0.00002
Bradyrhizobium sp. CCBAU 53421	1325120	S	70	119	189	0.00001
Bradyrhizobium sp. WCU1	3457316	S	67	86	153	0.00001
Bradyrhizobium sp. BLXBL-03	3395916	S	59	74	133	0.00001
Bradyrhizobium sp. T-1	3680192	S	52	140	192	0.00001
Bradyrhizobium sp. SK17	2057741	S	34	49	83	0.00000
Bradyrhizobium sp. ORS 285	115808	S	28	19	47	0.00000
Bradyrhizobium sp. 186	2782654	S	25	24	49	0.00000
Rhodopseudomonas sp. BAL398	3034676	S	121	66	187	0.00001
Afipia carboxidovorans	40137	S	15	8	23	0.00000
Nitrobacter sp. JJSN	3453033	S	12	4	16	0.00000
Tardiphaga sp. 768_D3_N2_1	3240783	S	11	4	15	0.00000
Methylobacterium indicum	1775910	S	349	317	666	0.00003
Methylobacterium sp. CM6241	3681381	S	200	154	354	0.00001
Methylorubrum extorquens	408	S	336	220	556	0.00002
Microvirga ossetica	1882682	S	256	59	315	0.00001
Rhizobium sp. BG4	2613770	S	20	35	55	0.00000
Rhizobium leguminosarum	384	S	44	100	144	0.00001
Rhizobium rhizogenes	359	S	41	33	74	0.00000
Rhizobium phaseoli	396	S	16	16	32	0.00000
Agrobacterium tumefaciens	358	S	25	118	143	0.00001
Sinorhizobium alkalisoli	1752398	S	37	243	280	0.00001
Ciceribacter thiooxidans	1969821	S	29	11	40	0.00000
Mesorhizobium sp. 113-1-2	2744515	S	300	198	498	0.00002
