name	taxonomy_id	taxonomy_lvl	kraken_assigned_reads	added_reads	new_est_reads	fraction_total_reads
Mesorhizobium sp. M1B.F.Ca.ET.045.04.1.1	2493673	S	15	7	22	0.00000
Mesorhizobium opportunistum	593909	S	272	146	418	0.00002
Phyllobacterium zundukense	1867719	S	26	5	31	0.00000
Bosea sp. NBC_00550	2969621	S	252	109	361	0.00001
Bosea sp. F3-2	2599640	S	225	92	317	0.00001
Bosea sp. PAMC 26642	1792307	S	169	62	231	0.00001
Paradevosia shaoguanensis	1335043	S	353	254	607	0.00002
Devosia lacusdianchii	2917991	S	133	53	186	0.00001
Devosia sp. SD17-2	2976459	S	35	15	50	0.00000
Aureimonas ureilytica	401562	S	363	167	530	0.00002
Methylocystis iwaonis	2885079	S	200	57	257	0.00001
Methylocystis sp. JAN1	3397211	S	143	46	189	0.00001
Xanthobacter sp. ZOL 2024	3464953	S	97	114	211	0.00001
Labrys miyagiensis	346912	S	82	42	124	0.00001
Roseibium sp. M-1	3569461	S	26	39	65	0.00000
Roseibium sp.	1936156	S	13	79	92	0.00000
Methyloraptor flagellatus	3162530	S	151	86	237	0.00001
uncultured Pleomorphomonas sp.	442121	S	76	40	116	0.00000
Salaquimonas pukyongi	2712698	S	49	12	61	0.00000
Phreatobacter aquaticus	2570229	S	20	8	28	0.00000
Methylovirgula sp. 4M-Z18	2293567	S	20	5	25	0.00000
Terrihabitans soli	708113	S	10	3	13	0.00000
Hyphomicrobium denitrificans	53399	S	13	3	16	0.00000
Reyranella sp.	1929291	S	12	3	15	0.00000
Sphingomonas sp. R1	399176	S	54	62	116	0.00000
Sphingomonas sp. MS122	3412683	S	33	60	93	0.00000
Sphingomonas sp. MMS24-J13	3238686	S	27	11	38	0.00000
Sphingomonas ginsengisoli (ex An et al. 2013)	363835	S	114	124	238	0.00001
Sphingomonas paucimobilis	13689	S	37	187	224	0.00001
Sphingomonas leidyi	68569	S	10	32	42	0.00000
Novosphingobium sp. THN1	1016987	S	127	31	158	0.00001
Sphingobium sp. R-21	3404056	S	479	134	613	0.00003
Sphingobium sp. MI1205	407020	S	253	162	415	0.00002
Sphingobium herbicidovorans	76947	S	20	11	31	0.00000
Qipengyuania profunda	3113984	S	42	28	70	0.00000
Altererythrobacter arenosus	3032592	S	33	10	43	0.00000
Pelagerythrobacter marensis	543877	S	29	9	38	0.00000
Caenibius sp. WL	2872646	S	11	2	13	0.00000
Sphingomicrobium maritimum	3133972	S	125	34	159	0.00001
Parasphingorhabdus cellanae	2806553	S	37	1	38	0.00000
Paracoccus sp. SJTW-4	3078428	S	402	588	990	0.00004
Paracoccus sp. AK26	2589076	S	22	12	34	0.00000
Paracoccus yeei	147645	S	23	48	71	0.00000
Paracoccus actinidiae	3064531	S	11	9	20	0.00000
Frigidibacter mobilis	1335048	S	359	389	748	0.00003
Cereibacter sphaeroides	1063	S	159	115	274	0.00001
Cereibacter changlensis	402884	S	40	27	67	0.00000
Tabrizicola sp. BL-A-41-H6	3421107	S	78	24	102	0.00000
Tabrizicola sp. M-4	3055847	S	51	22	73	0.00000
Fuscovulum ytuae	3042299	S	31	10	41	0.00000
Marinovum sedimenti	3470136	S	95	33	128	0.00001
Algirhabdus cladophorae	3377108	S	42	4	46	0.00000
Celeribacter ethanolicus	1758178	S	13	10	23	0.00000
Ruegeria sp. B32	2867020	S	15	7	22	0.00000
Azospirillum oryzae	286727	S	363	423	786	0.00003
Azospirillum sp. B510	137722	S	54	40	94	0.00000
Azospirillum sp. B2RO_4	3027796	S	36	38	74	0.00000
Indioceanicola profundi	2220096	S	52	21	73	0.00000
Nitrospirillum viridazoti	3144925	S	11	5	16	0.00000
Thalassospira lucentensis	168935	S	118	18	136	0.00001
Brevundimonas bullata	13160	S	229	418	647	0.00003
Brevundimonas albigilva	1312364	S	23	47	70	0.00000
Brevundimonas diminuta	293	S	12	103	115	0.00000
Brevundimonas staleyi	74326	S	10	13	23	0.00000
Caulobacter inopinatus	3161137	S	97	49	146	0.00001
Asticcacaulis excentricus	78587	S	10	2	12	0.00000
Lichenicoccus sp.	2781899	S	160	54	214	0.00001
Kozakia baliensis	153496	S	87	22	109	0.00000
Commensalibacter melissae	2070537	S	21	1	22	0.00000
Oecophyllibacter saccharovorans	2558360	S	12	2	14	0.00000
Roseomonas gilardii	257708	S	14	32	46	0.00000
Gimibacter soli	3024400	S	68	19	87	0.00000
Radicibacter daui	3064829	S	51	25	76	0.00000
Candidatus Pelagibacter communis	198252	S	12	2	14	0.00000
Maricaulis maris	74318	S	24	9	33	0.00000
Hyphococcus sp.	2038636	S	11	2	13	0.00000
Acidithiobacillus caldus	33059	S	154	4	158	0.00001
Acidithiobacillus ferrianus	2678518	S	12	0	12	0.00000
Akkermansia muciniphila	239935	S	37130	1515	38645	0.00158
Oceaniferula spumae	2979115	S	10	6	16	0.00000
Ereboglobus luteus	1796921	S	90	0	90	0.00000
Lotipaludicoccus stagni	3034021	S	36	0	36	0.00000
Adhaeretor mobilis	1930276	S	148	0	148	0.00001
Aeoliella sp. SH292	3454464	S	60	0	60	0.00000
Lacipirellula parvula	2650471	S	11	0	11	0.00000
Stieleria maiorica	2795974	S	77	1	78	0.00000
Stieleria marina	1930275	S	35	0	35	0.00000
Rosistilla carotiformis	2528017	S	22	0	22	0.00000
Blastopirellula sp. J2-11	2943192	S	11	0	11	0.00000
Lacunimicrobium album	3454462	S	205	3	208	0.00001
Gimesia maris	122	S	19	1	20	0.00000
Aquisphaera giovannonii	406548	S	71	1	72	0.00000
Singulisphaera sp. Ch08	3120278	S	54	0	54	0.00000
Tautonia plasticadhaerens	2527974	S	12	0	12	0.00000
Gemmata massiliana	1210884	S	11	0	11	0.00000
Candidatus Uabimicrobium helgolandensis	3095367	S	27	0	27	0.00000
Phycisphaera mikurensis	547188	S	20	3	23	0.00000
Chlamydia psittaci	83554	S	92	4	96	0.00000
Candidatus Protochlamydia naegleriophila	389348	S	33	0	33	0.00000
Campylobacter gracilis	824	S	261	3	264	0.00001
Campylobacter jejuni	197	S	216	1354	1570	0.00006
Campylobacter cuniculorum	374106	S	81	1	82	0.00000
Campylobacter vicugnae	1660076	S	35	2	37	0.00000
Campylobacter coli	195	S	14	5	19	0.00000
Campylobacter showae	204	S	11	0	11	0.00000
Arcobacter ellisii	913109	S	22	5	27	0.00000
Arcobacter sp. 15-2	3374109	S	19	0	19	0.00000
Aliarcobacter butzleri	28197	S	15	3	18	0.00000
Aliarcobacter lanthieri	1355374	S	11	1	12	0.00000
Helicobacter pylori	210	S	19	0	19	0.00000
Helicobacter cinaedi	213	S	13	0	13	0.00000
Candidatus Sulfurimonas baltica	2740404	S	14	1	15	0.00000
Pseudodesulfovibrio aespoeensis	182210	S	245	102	347	0.00001
uncultured Pseudodesulfovibrio sp.	2035858	S	60	13	73	0.00000
Bilophila wadsworthia	35833	S	94	1	95	0.00000
Desulfovibrio piger	901	S	35	15	50	0.00000
Desulfovibrio desulfuricans	876	S	16	12	28	0.00000
Maridesulfovibrio sp.	2795000	S	40	4	44	0.00000
Maridesulfovibrio salexigens	880	S	13	0	13	0.00000
Solidesulfovibrio magneticus	184917	S	33	1	34	0.00000
uncultured Mailhella sp.	1981031	S	26	2	28	0.00000
Desulfomicrobium orale	132132	S	18	2	20	0.00000
Geotalea daltonii	1203471	S	230	1	231	0.00001
Geotalea uraniireducens	351604	S	94	0	94	0.00000
Desulfuromonas versatilis	2802975	S	188	2	190	0.00001
Thermosulfurimonas marina	2047767	S	567	1	568	0.00002
Desulfosarcina alkanivorans	571177	S	19	38	57	0.00000
Desulfobacula toluolica	28223	S	17	0	17	0.00000
Desulfofustis limnaeus	2740163	S	11	0	11	0.00000
Sorangium sp. So ce362	3133303	S	107	360	467	0.00002
Sorangium cellulosum	56	S	45	105	150	0.00001
Chondromyces crocatus	52	S	110	51	161	0.00001
Polyangium aurulentum	2567896	S	10	8	18	0.00000
Labilithrix luteola	1391654	S	27	0	27	0.00000
Sandaracinus amylolyticus	927083	S	10	0	10	0.00000
Haliangium ochraceum	80816	S	237	4	241	0.00001
Myxococcus faecalis	3115646	S	142	12	154	0.00001
Corallococcus exercitus	2316736	S	30	38	68	0.00000
Pseudomyxococcus hansupus	1297742	S	30	2	32	0.00000
Pendulispora brunnea	2905690	S	57	2	59	0.00000
Peredibacter sp. HCB2-198	3383025	S	675	0	675	0.00003
Bdellovibrio bacteriovorus	959	S	203	39	242	0.00001
Bdellovibrio sp. HCB290	3394356	S	16	0	16	0.00000
Micavibrio aeruginosavorus	349221	S	10	0	10	0.00000
Terriglobus roseus	392734	S	194	1	195	0.00001
Terriglobus sp.	1889013	S	44	0	44	0.00000
Terriglobus albidus	1592106	S	12	0	12	0.00000
Telmatobacter sp. DSM 110680	3036704	S	108	0	108	0.00000
Granulicella tundricola	940615	S	54	0	54	0.00000
Edaphobacter albus	2763071	S	13	0	13	0.00000
Silvibacterium acidisoli	2883246	S	15	0	15	0.00000
Candidatus Chloracidobacterium aggregatum	2821541	S	321	2	323	0.00001
Geothrix sp. 21YS21S-2	3068893	S	12	24	36	0.00000
Sulfidibacter corallicola	2818388	S	35	0	35	0.00000
Nitrospira moscoviensis	42253	S	217	0	217	0.00001
Nitrospira sp. M1	3397806	S	207	0	207	0.00001
Treponema pedis	409322	S	22	15	37	0.00000
Treponema brennaborense	81028	S	12	0	12	0.00000
Brucepastera parasyntrophica	2880008	S	16	0	16	0.00000
Borrelia coriaceae	144	S	23	3	26	0.00000
Marispirochaeta aestuarii	1963862	S	30	0	30	0.00000
Gracilinema caldarium	215591	S	20	0	20	0.00000
Zhurongbacter thermophilus	2681877	S	21	0	21	0.00000
Caldisericum exile	693075	S	13	0	13	0.00000
Phascolarctobacterium succinatutens	626940	S	1096045	156007	1252052	0.05111
Phascolarctobacterium sp. Marseille-Q4147	2823317	S	53600	5792	59392	0.00242
Phascolarctobacterium faecium	33025	S	355	1	356	0.00001
Acidaminococcus fermentans	905	S	4447	654	5101	0.00021
Acidaminococcus timonensis	1871002	S	1073	182	1255	0.00005
Acidaminococcus intestini	187327	S	109	3	112	0.00000
Selenomonas sp. TAMA-11512	3095337	S	326	16	342	0.00001
Selenomonas sp.	2053611	S	167	5	172	0.00001
Selenomonas sputigena	69823	S	18	0	18	0.00000
Selenomonas dianae	135079	S	12	2	14	0.00000
Selenomonas ruminantium	971	S	10	0	10	0.00000
Selenomonas timonae	2754044	S	10	4	14	0.00000
Megamonas funiformis	437897	S	152	3	155	0.00001
Megamonas hypermegale	158847	S	22	0	22	0.00000
Mitsuokella multacida	52226	S	113	3	116	0.00000
Sporomusa aerivorans	204936	S	128	2	130	0.00001
Sporomusa rhizae	357999	S	64	1	65	0.00000
Sporomusa malonica	112901	S	21	0	21	0.00000
Sporomusa carbonis	3076075	S	14	0	14	0.00000
Sporomusa sphaeroides	47679	S	13	3	16	0.00000
Anaerosinus gibii	3054208	S	17	0	17	0.00000
Megasphaera elsdenii	907	S	152	8	160	0.00001
Megasphaera hexanoica	1675036	S	101	2	103	0.00000
Dialister hominis	2582419	S	197	21	218	0.00001
Dialister succinatiphilus	487173	S	38	12	50	0.00000
Veillonella parvula	29466	S	40	4	44	0.00000
Veillonella rogosae	423477	S	29	7	36	0.00000
Faecalibacterium sp. I3-3-89	2929493	S	33777	13662	47439	0.00194
Faecalibacterium sp. I4-1-79	2929494	S	544	445	989	0.00004
Faecalibacterium sp. I4-3-84	2929495	S	493	808	1301	0.00005
Faecalibacterium sp. I3-3-33	2929492	S	314	209	523	0.00002
Faecalibacterium sp. IP-3-29	2929489	S	307	580	887	0.00004
Faecalibacterium sp. I2-3-92	2929490	S	258	482	740	0.00003
Faecalibacterium sp. i21-0019-B1	3141184	S	253	614	867	0.00004
Faecalibacterium sp. i25-0019-C1	3141185	S	205	834	1039	0.00004
Faecalibacterium sp. PGM34	3567997	S	184	70	254	0.00001
Faecalibacterium sp. 7	3402017	S	164	256	420	0.00002
Faecalibacterium sp. IP-1-18	2929488	S	93	501	594	0.00002
Faecalibacterium prausnitzii	853	S	9691	5817	15508	0.00063
Faecalibacterium duncaniae	411483	S	327	970	1297	0.00005
Faecalibacterium taiwanense	3030638	S	281	804	1085	0.00004
Faecalibacterium wellingii	2929491	S	213	264	477	0.00002
Faecalibacterium hominis (ex Afrizal et al. 2022)	2881265	S	196	329	525	0.00002
Flavonifractor plautii	292800	S	53629	6216	59845	0.00244
Lawsonibacter asaccharolyticus	2108523	S	10548	643	11191	0.00046
Dysosmobacter welbionis	2093857	S	8259	16280	24539	0.00100
Dysosmobacter sp. Phy	3465159	S	1750	172	1922	0.00008
Pseudoflavonifractor gallinarum	2779352	S	7472	807	8279	0.00034
Ruthenibacterium lactatiformans	1550024	S	2329	223	2552	0.00010
Oscillibacter sp. PEA192	2109687	S	808	6961	7769	0.00032
Oscillibacter hominis	2763056	S	347	43	390	0.00002
Anaerotruncus colihominis	169435	S	996	125	1121	0.00005
Owariibacterium komagatae	3136601	S	990	158	1148	0.00005
Vescimonas coprocola	2714355	S	543	168	711	0.00003
Vescimonas fastidiosa	2714353	S	361	102	463	0.00002
Ruminococcus sp. SR1/5	657323	S	316	3879	4195	0.00017
Ruminococcus sp. JL13D9	3233381	S	45	55	100	0.00000
Ruminococcus sp. JE7B6	3233380	S	25	20	45	0.00000
Ruminococcus bicirculans (ex Wegman et al. 2014)	1160721	S	138	29	167	0.00001
Ruminococcus gauvreauii	438033	S	105	8	113	0.00000
Ruminococcus champanellensis	1161942	S	105	17	122	0.00000
Ruminococcus callidus	40519	S	50	5	55	0.00000
Ruminococcus albus	1264	S	20	0	20	0.00000
Ruminococcus bovis	2564099	S	13	4	17	0.00000
Pusillibacter faecalis	2714358	S	843	133	976	0.00004
Hominenteromicrobium mulieris	2885357	S	464	173	637	0.00003
Subdoligranulum variabile	214851	S	238	60	298	0.00001
uncultured Subdoligranulum sp.	512298	S	115	23	138	0.00001
Solibaculum mannosilyticum	2780922	S	301	36	337	0.00001
Caproicibacterium amylolyticum	2766537	S	66	47	113	0.00000
Acidaminobacterium chupaoyuni	3381350	S	82	1	83	0.00000
Mageeibacillus indolicus	884684	S	46	2	48	0.00000
Ethanoligenens harbinense	253239	S	42	1	43	0.00000
Amygdalobacter nucleatus	3029274	S	30	2	32	0.00000
Bengtsoniella intestinalis	3073143	S	34	0	34	0.00000
Paludihabitans sp. MB14-C6	3070656	S	25	0	25	0.00000
Thermocaproicibacter melissae	2966552	S	12	1	13	0.00000
Clostridium sp. ETTB3	3438650	S	26982	1182	28164	0.00115
Clostridium sp. 10cd*	3373596	S	2396	3435	5831	0.00024
Clostridium sp. M62/1	411486	S	1135	606	1741	0.00007
Clostridium sp. SY8519	1042156	S	46	3	49	0.00000
Clostridium sp. HCS.1	3238594	S	35	0	35	0.00000
Clostridium sp. JNZ J1-5	3475975	S	34	0	34	0.00000
Clostridium sp. JN-9	2507159	S	26	0	26	0.00000
Clostridium sp. C1	1155388	S	25	55	80	0.00000
Clostridium sp. MB40-C1	3070996	S	23	0	23	0.00000
Clostridium sp. LBM24168	3450749	S	20	0	20	0.00000
Clostridium sp. DL-VIII	641107	S	20	0	20	0.00000
Clostridium sp. 001	1970093	S	10	1	11	0.00000
Clostridium sp. MD294	97138	S	10	0	10	0.00000
[Clostridium] innocuum	1522	S	407	172	579	0.00002
Clostridium perfringens	1502	S	183	43	226	0.00001
Clostridium saccharoperbutylacetonicum	36745	S	78	1	79	0.00000
Clostridium culturomicium	1499683	S	76	1	77	0.00000
Clostridium baratii	1561	S	63	1	64	0.00000
Clostridium intestinale	36845	S	55	1	56	0.00000
Clostridium botulinum	1491	S	54	4	58	0.00000
Clostridium argentinense	29341	S	53	0	53	0.00000
Clostridium cellulovorans	1493	S	44	0	44	0.00000
Clostridium septicum	1504	S	42	1	43	0.00000
Clostridium taeniosporum	394958	S	39	0	39	0.00000
Clostridium beijerinckii	1520	S	30	2	32	0.00000
Clostridium chauvoei	46867	S	28	0	28	0.00000
Clostridium cadaveris	1529	S	26	1	27	0.00000
Clostridium estertheticum	238834	S	23	0	23	0.00000
Clostridium butyricum	1492	S	23	3	26	0.00000
Clostridium tyrobutyricum	1519	S	18	0	18	0.00000
Clostridium bornimense	1216932	S	16	1	17	0.00000
Clostridium acetobutylicum	1488	S	16	0	16	0.00000
Clostridium cochlearium	1494	S	12	0	12	0.00000
Clostridium gasigenes	94869	S	10	0	10	0.00000
Lactonifactor longoviformis	341220	S	121	13	134	0.00001
Caloramator sp. E03	2576307	S	47	1	48	0.00000
Crassaminicella profunda	1286698	S	26	0	26	0.00000
Crassaminicella indica	2855394	S	13	0	13	0.00000
Candidatus Arthromitus sp. SFB-rat-Yit	1041504	S	21	17	38	0.00000
Wukongibacter sp. M2B1	3088895	S	18	0	18	0.00000
Wukongibacter baidiensis	1723361	S	14	0	14	0.00000
Haloimpatiens lingqiaonensis	1380675	S	22	3	25	0.00000
Hathewaya histolytica	1498	S	19	0	19	0.00000
Flintibacter sp. KGMB00164	2610895	S	1818	216	2034	0.00008
Intestinimonas butyriciproducens	1297617	S	1756	173	1929	0.00008
Levyella massiliensis	938289	S	20	1	21	0.00000
Eubacterium ventriosum	39496	S	1208	359	1567	0.00006
Eubacterium ramulus	39490	S	891	536	1427	0.00006
Eubacterium callanderi	53442	S	279	36	315	0.00001
Eubacterium limosum	1736	S	139	10	149	0.00001
Eubacterium sp. F2	3381348	S	111	3	114	0.00000
Eubacterium sp. MSJ-33	2841528	S	22	9	31	0.00000
Eubacterium maltosivorans	2041044	S	103	5	108	0.00000
Anaerofustis stercorihominis	214853	S	13	0	13	0.00000
Agathobaculum sp. NTUH-O15-33	3079302	S	364	6	370	0.00002
Agathobaculum massiliense	3014267	S	196	712	908	0.00004
Intestinibacillus sp. NTUH-41-i26	3079303	S	205	824	1029	0.00004
Butyricicoccus porcorum	1945634	S	93	13	106	0.00000
Butyricicoccus sp. GAM44	2109686	S	23	0	23	0.00000
Acutalibacter muris	1796620	S	187	13	200	0.00001
Caproiciproducens sp. LBM24188	3450750	S	56	20	76	0.00000
Caproiciproducens puteiluti	3435000	S	10	69	79	0.00000
Caproicibacter fermentans	2576756	S	12	9	21	0.00000
Candidatus Formimonas warabiya	1761012	S	66	0	66	0.00000
Desulfitobacterium sp. AusDCA	3240383	S	20	3	23	0.00000
Aristaeella hokkaidonensis	3046382	S	25	9	34	0.00000
Aristaeella lactis	3046383	S	16	5	21	0.00000
Thermincola potens	863643	S	27	0	27	0.00000
Caldinitratiruptor microaerophilus	671077	S	17	0	17	0.00000
Heliomicrobium modesticaldum	35701	S	15	1	16	0.00000
Mediterraneibacter gnavus	33038	S	15879	5869	21748	0.00089
[Ruminococcus] torques	33039	S	4132	3424	7556	0.00031
Mediterraneibacter faecis	592978	S	1154	1117	2271	0.00009
Mediterraneibacter glycyrrhizinilyticus	342942	S	1092	257	1349	0.00006
[Ruminococcus] lactaris	46228	S	276	61	337	0.00001
Enterocloster bolteae	208479	S	6306	1577	7883	0.00032
Enterocloster clostridioformis	1531	S	2254	906	3160	0.00013
Enterocloster lavalensis	460384	S	900	410	1310	0.00005
Enterocloster asparagiformis	333367	S	312	101	413	0.00002
Faecalimonas umbilicata	1912855	S	10572	4385	14957	0.00061
Roseburia hominis	301301	S	5735	2404	8139	0.00033
Roseburia intestinalis	166486	S	2298	2463	4761	0.00019
Roseburia faecis	301302	S	1194	447	1641	0.00007
Roseburia sp. 499	1261634	S	168	14	182	0.00001
Roseburia sp. 831b	1261635	S	142	11	153	0.00001
Roseburia rectibacter	2763062	S	207	75	282	0.00001
Blautia wexlerae	418240	S	4044	4267	8311	0.00034
Blautia obeum	40520	S	1306	1014	2320	0.00009
Blautia hydrogenotrophica	53443	S	1040	354	1394	0.00006
Blautia hansenii	1322	S	485	235	720	0.00003
Blautia massiliensis (ex Durand et al. 2017)	1737424	S	357	4160	4517	0.00018
Blautia producta	33035	S	305	54	359	0.00001
Blautia sp. SC05B48	2479767	S	254	914	1168	0.00005
Blautia luti	89014	S	222	137	359	0.00001
Blautia argi	1912897	S	147	49	196	0.00001
Blautia parvula	2877527	S	145	34	179	0.00001
Blautia pseudococcoides	1796616	S	103	10	113	0.00000
Blautia liquoris	2779518	S	91	6	97	0.00000
Dorea longicatena	88431	S	2172	2517	4689	0.00019
Dorea formicigenerans	39486	S	734	417	1151	0.00005
Dorea amylophila	2981789	S	478	1172	1650	0.00007
[Clostridium] symbiosum	1512	S	4355	817	5172	0.00021
Agathobacter rectalis	39491	S	2166	1195	3361	0.00014
Hungatella hathewayi	154046	S	1247	286	1533	0.00006
Hungatella sp. SB206	2937758	S	610	212	822	0.00003
Anaerostipes hadrus	649756	S	1248	264	1512	0.00006
Anaerostipes rhamnosivorans	1229621	S	109	8	117	0.00000
Anaerostipes caccae	105841	S	39	6	45	0.00000
Anaerostipes sp. PC18	3036926	S	10	2	12	0.00000
Lachnospira eligens	39485	S	1005	134	1139	0.00005
Lacrimispora saccharolytica	84030	S	120	82	202	0.00001
Lacrimispora sp. HJ-01	3375704	S	50	75	125	0.00001
Lacrimispora sp. BS-2	3151850	S	48	44	92	0.00000
Lacrimispora sinapis	3111456	S	95	32	127	0.00001
Lacrimispora xylanisolvens	384636	S	93	19	112	0.00000
Lacrimispora xylanolytica	29375	S	83	18	101	0.00000
Lacrimispora sphenoides	29370	S	47	82	129	0.00001
Simiaoa sunii	2763672	S	674	209	883	0.00004
Anaerobutyricum hallii	39488	S	273	358	631	0.00003
[Clostridium] scindens	29347	S	301	48	349	0.00001
[Clostridium] hylemonae	89153	S	123	16	139	0.00001
Lachnoclostridium phytofermentans	66219	S	34	0	34	0.00000
Sellimonas catena	2994035	S	189	63	252	0.00001
Sellimonas intestinalis	1653434	S	129	9	138	0.00001
Sellimonas caecigallum	2592333	S	76	5	81	0.00000
Coprococcus sp. ART55/1	751585	S	248	68	316	0.00001
Coprococcus eutactus	33043	S	91	20	111	0.00000
Allocoprococcus comes	410072	S	342	175	517	0.00002
Eisenbergiella porci	2652274	S	261	55	316	0.00001
Marvinbryantia formatexigens	168384	S	204	9	213	0.00001
Butyrivibrio hungatei	185008	S	90	5	95	0.00000
Butyrivibrio fibrisolvens	831	S	69	2	71	0.00000
Butyrivibrio proteoclasticus	43305	S	19	1	20	0.00000
Butyrivibrio sp. JL13D10	3236815	S	11	0	11	0.00000
Chordicoccus furentiruminis	2709410	S	159	4	163	0.00001
Wujia chipingensis	2763670	S	157	84	241	0.00001
Eshraghiella crossota	45851	S	150	41	191	0.00001
Qiania dongpingensis	2763669	S	142	14	156	0.00001
Anaerocolumna sedimenticola	2696063	S	42	7	49	0.00000
Anaerocolumna sp. MB42-C2	3070997	S	19	3	22	0.00000
Anaerocolumna sp. AGMB13020	3081750	S	19	0	19	0.00000
Anaerocolumna chitinilytica	1727145	S	20	0	20	0.00000
Claveliimonas bilis	3028070	S	121	10	131	0.00001
Wansuia hejianensis	2763667	S	111	6	117	0.00000
Lachnoanaerobaculum gingivalis	2490855	S	31	24	55	0.00000
Lachnoanaerobaculum umeaense	617123	S	23	19	42	0.00000
Jutongia sp. SJQ-6	3445972	S	85	7	92	0.00000
Hominifimenecus sp. rT4P-3	3242979	S	72	0	72	0.00000
Stomatobaculum sp. F0698	3059030	S	68	2	70	0.00000
Pseudobutyrivibrio ruminis	46206	S	42	3	45	0.00000
Pseudobutyrivibrio xylanivorans	185007	S	20	1	21	0.00000
Kineothrix sedimenti	3123317	S	29	1	30	0.00000
Kineothrix sp. MB12-C1	3070215	S	23	1	24	0.00000
Novisyntrophococcus fermenticellae	2068655	S	36	4	40	0.00000
Herbinix luporum	1679721	S	32	4	36	0.00000
Anaeromicropila herbilytica	2785025	S	26	0	26	0.00000
Anaeropeptidivorans aminofermentans	2934315	S	16	0	16	0.00000
Chakrabartyella piscis	2918914	S	13	0	13	0.00000
Vallitalea guaymasensis	1185412	S	12	1	13	0.00000
Anaerotignum sp. MB30-C6	3070814	S	12	3	15	0.00000
Cellulosilyticum sp. WCF-2	2497860	S	11	5	16	0.00000
Clostridioides difficile	1496	S	1608	640	2248	0.00009
Peptacetobacter hiranonis	89152	S	111	69	180	0.00001
Peptacetobacter sp. AB845	3388429	S	14	12	26	0.00000
Paraclostridium ghonii	29358	S	57	11	68	0.00000
Paraclostridium sordellii	1505	S	50	6	56	0.00000
Romboutsia hominis	1507512	S	41	4	45	0.00000
Romboutsia sp. 13368	2708053	S	22	3	25	0.00000
Romboutsia ilealis	1115758	S	11	1	12	0.00000
Terrisporobacter glycolicus	36841	S	44	15	59	0.00000
Terrisporobacter mayombei	1541	S	15	4	19	0.00000
Peptostreptococcus anaerobius	1261	S	20	2	22	0.00000
Intestinibacter bartlettii	261299	S	22	1	23	0.00000
Emergencia timonensis	1776384	S	51	1	52	0.00000
Emergencia sp. JLR.KK010	3114296	S	26	1	27	0.00000
Aminipila butyrica	433296	S	42	0	42	0.00000
Aminipila terrae	2697030	S	22	0	22	0.00000
Aminipila luticellarii	2507160	S	11	1	12	0.00000
Anoxybacterium hadale	3408580	S	11	0	11	0.00000
Filifactor alocis	143361	S	69	5	74	0.00000
Caminicella sporogenes	166485	S	16	0	16	0.00000
Geosporobacter ferrireducens	1424294	S	11	0	11	0.00000
Thermoanaerobacter italicus	108150	S	133	11	144	0.00001
Thermoanaerobacter ethanolicus	1757	S	41	7	48	0.00000
Candidatus Desulforudis audaxviator	471827	S	17	0	17	0.00000
Desulforudis sp. Tu-874	3416276	S	13	0	13	0.00000
Christensenella massiliensis	1805714	S	79	4	83	0.00000
Christensenella sp. MSJ-20	2841518	S	17	0	17	0.00000
Natranaerofaba carboxydovora	2742683	S	60	0	60	0.00000
Halobacteroides halobius	42422	S	41	0	41	0.00000
Neomoorella humiferrea	676965	S	10	5	15	0.00000
Monoglobus pectinilyticus	1981510	S	17	2	19	0.00000
Faecalibacillus intestinalis	1982626	S	11379	927	12306	0.00050
Thomasclavelia ramosa	1547	S	167	6	173	0.00001
Thomasclavelia spiroformis	29348	S	119	4	123	0.00001
Catenibacterium sp. co_0103	2478954	S	102	15	117	0.00000
Holdemania massiliensis	1468449	S	524	26	550	0.00002
Allobaculum mucilyticum	2834459	S	132	2	134	0.00001
Hoskinsella hominis	2764325	S	53	5	58	0.00000
Massilimicrobiota timonensis	1776392	S	51	145	196	0.00001
Longicatena caecimuris	1796635	S	32	3	35	0.00000
Solobacterium moorei	102148	S	26	2	28	0.00000
Amedibacterium intestinale	2583452	S	26	2	28	0.00000
Intestinibaculum porci	2487118	S	15	0	15	0.00000
Turicibacter bilis	2735723	S	11	3	14	0.00000
Streptococcus salivarius	1304	S	530	335	865	0.00004
Streptococcus agalactiae	1311	S	391	1278	1669	0.00007
Streptococcus sp. LPB0220	2610896	S	39	39	78	0.00000
Streptococcus sp. KHUD_012	3229851	S	31	43	74	0.00000
Streptococcus sp. ZY1909104	3233335	S	17	5	22	0.00000
Streptococcus sp. FDAARGOS_192	1839799	S	13	25	38	0.00000
Streptococcus sp. Marseille-Q3533	2759692	S	10	7	17	0.00000
Streptococcus sp. oral taxon 061	712623	S	10	13	23	0.00000
Streptococcus parasanguinis	1318	S	163	57	220	0.00001
Streptococcus suis	1307	S	79	22	101	0.00000
Streptococcus sanguinis	1305	S	54	76	130	0.00001
Streptococcus halichoeri	254785	S	31	1	32	0.00000
Streptococcus oralis	1303	S	27	16	43	0.00000
Streptococcus parasuis	1501662	S	25	3	28	0.00000
Streptococcus thermophilus	1308	S	25	10	35	0.00000
Streptococcus lingualis	3098076	S	21	16	37	0.00000
Streptococcus vestibularis	1343	S	18	4	22	0.00000
Streptococcus pyogenes	1314	S	16	6	22	0.00000
Streptococcus intermedius	1338	S	13	1	14	0.00000
Streptococcus mitis	28037	S	13	6	19	0.00000
