name	taxonomy_id	taxonomy_lvl	kraken_assigned_reads	added_reads	new_est_reads	fraction_total_reads
Streptococcus ratti	1341	S	15	0	15	0.00000
Streptococcus oriscaviae	2781599	S	15	0	15	0.00000
Streptococcus urinalis	149016	S	15	1	16	0.00000
Streptococcus respiraculi	2021971	S	13	0	13	0.00000
Streptococcus hillyeri	2282420	S	10	0	10	0.00000
Streptococcus parauberis	1348	S	10	0	10	0.00000
Lactococcus lactis	1358	S	2331	289	2620	0.00009
Lactococcus cremoris	1359	S	1706	1215	2921	0.00010
Lactococcus formosensis	1281486	S	68	1	69	0.00000
Lactococcus petauri	1940789	S	37	16	53	0.00000
Lactococcus allomyrinae	2419773	S	11	0	11	0.00000
Pseudolactococcus raffinolactis	1366	S	128	15	143	0.00000
Floricoccus penangensis	1859475	S	61	0	61	0.00000
Enterococcus saigonensis	1805431	S	11646	776	12422	0.00041
Enterococcus faecium	1352	S	823	1878	2701	0.00009
Enterococcus cecorum	44008	S	206	3	209	0.00001
Enterococcus durans	53345	S	138	3	141	0.00000
Enterococcus faecalis	1351	S	131	207	338	0.00001
Enterococcus dispar	44009	S	94	2	96	0.00000
Enterococcus sp. DIV1939	2774903	S	16	54	70	0.00000
Enterococcus mundtii	53346	S	41	6	47	0.00000
Enterococcus gallinarum	1353	S	31	20	51	0.00000
Enterococcus gilvus	160453	S	29	0	29	0.00000
Candidatus Enterococcus clewellii	1834193	S	17	0	17	0.00000
Enterococcus raffinosus	71452	S	13	0	13	0.00000
Enterococcus avium	33945	S	12	0	12	0.00000
Enterococcus casseliflavus	37734	S	11	4	15	0.00000
Enterococcus lactis	357441	S	10	20	30	0.00000
Enterococcus wangshanyuanii	2005703	S	10	0	10	0.00000
Vagococcus fluvialis	2738	S	34	12	46	0.00000
Vagococcus xieshaowenii	2562451	S	33	18	51	0.00000
Leuconostoc mesenteroides	1245	S	148	53	201	0.00001
Leuconostoc carnosum	1252	S	144	15	159	0.00001
Leuconostoc gelidum	1244	S	91	15	106	0.00000
Leuconostoc gasicomitatum	115778	S	14	3	17	0.00000
Leuconostoc lactis	1246	S	91	39	130	0.00000
Leuconostoc citreum	33964	S	25	42	67	0.00000
Leuconostoc falkenbergense	2766470	S	12	2	14	0.00000
Ligilactobacillus ruminis	1623	S	404	13	417	0.00001
Ligilactobacillus salivarius	1624	S	120	25	145	0.00000
Ligilactobacillus murinus	1622	S	20	19	39	0.00000
Ligilactobacillus agilis	1601	S	18	1	19	0.00000
Ligilactobacillus acidipiscis	89059	S	12	0	12	0.00000
Lactobacillus sp. PV012	2594494	S	110	14	124	0.00000
Lactobacillus sp. IBH004	2879107	S	15	0	15	0.00000
Lactobacillus sp. PV034	2594495	S	10	0	10	0.00000
Lactobacillus iners	147802	S	97	2	99	0.00000
Lactobacillus panisapium	2012495	S	59	0	59	0.00000
Lactobacillus delbrueckii	1584	S	48	4	52	0.00000
Lactobacillus amylolyticus	83683	S	18	1	19	0.00000
Lactobacillus paragasseri	2107999	S	18	52	70	0.00000
Lactobacillus amylovorus	1604	S	17	3	20	0.00000
Lactobacillus johnsonii	33959	S	14	1	15	0.00000
Lactobacillus mulieris	2508708	S	13	0	13	0.00000
Lactobacillus apis	303541	S	12	0	12	0.00000
Lactobacillus crispatus	47770	S	11	0	11	0.00000
Limosilactobacillus mucosae	97478	S	264	60	324	0.00001
Limosilactobacillus fermentum	1613	S	122	10	132	0.00000
Limosilactobacillus reuteri	1598	S	24	1	25	0.00000
Limosilactobacillus gastricus	227942	S	14	0	14	0.00000
Weissella confusa	1583	S	401	31	432	0.00001
Weissella soli	155866	S	37	0	37	0.00000
Weissella cibaria	137591	S	16	1	17	0.00000
Lacticaseibacillus paracasei	1597	S	203	223	426	0.00001
Lacticaseibacillus rhamnosus	47715	S	30	0	30	0.00000
Lacticaseibacillus manihotivorans	88233	S	14	0	14	0.00000
Lacticaseibacillus pabuli	3025672	S	14	0	14	0.00000
Lacticaseibacillus pantheris	171523	S	13	0	13	0.00000
Lactiplantibacillus plantarum	1590	S	80	77	157	0.00001
Lactiplantibacillus pentosus	1589	S	13	1	14	0.00000
Companilactobacillus paralimentarius	83526	S	32	2	34	0.00000
Companilactobacillus farciminis	1612	S	24	4	28	0.00000
Companilactobacillus sp. DQM5	3463359	S	14	0	14	0.00000
Companilactobacillus allii	1847728	S	12	0	12	0.00000
Fructilactobacillus sanfranciscensis	1625	S	65	4	69	0.00000
Pediococcus argentinicus	480391	S	15	2	17	0.00000
Pediococcus parvulus	54062	S	13	5	18	0.00000
Levilactobacillus namurensis	380393	S	25	1	26	0.00000
Levilactobacillus brevis	1580	S	17	1	18	0.00000
Liquorilactobacillus mali	1618	S	22	3	25	0.00000
Loigolactobacillus bifermentans	1607	S	22	1	23	0.00000
Lentilactobacillus parabuchneri	152331	S	13	0	13	0.00000
Apilactobacillus apisilvae	2923364	S	25	0	25	0.00000
Paucilactobacillus hokkaidonensis	1193095	S	13	1	14	0.00000
Schleiferilactobacillus harbinensis	304207	S	14	0	14	0.00000
Latilactobacillus sakei	1599	S	10	0	10	0.00000
Oenococcus alcoholitolerans	931074	S	11	0	11	0.00000
Granulicatella adiacens	46124	S	2262	93	2355	0.00008
Granulicatella elegans	137732	S	74	5	79	0.00000
Carnobacterium sp. TMP28	3397060	S	21	2	23	0.00000
Carnobacterium sp. 17-4	208596	S	12	27	39	0.00000
Carnobacterium maltaromaticum	2751	S	28	4	32	0.00000
Jeotgalibaca sp. MA1X17-3	2908211	S	21	0	21	0.00000
Jeotgalibaca ciconiae	2496265	S	22	1	23	0.00000
Jeotgalibaca arthritidis	1868794	S	10	10	20	0.00000
Alloiococcus sp. CFN-8	3416081	S	30	0	30	0.00000
Dolosigranulum pigrum	29394	S	19	3	22	0.00000
Trichococcus shcherbakoviae	2094020	S	16	2	18	0.00000
Globicatella sanguinis	13076	S	56	31	87	0.00000
Abiotrophia defectiva	46125	S	89	1	90	0.00000
Ignavigranum ruoffiae	89093	S	72	0	72	0.00000
Aerococcus sanguinicola	119206	S	14	12	26	0.00000
Aerococcus urinaehominis	128944	S	10	2	12	0.00000
Fundicoccus culcitae	2969821	S	12	0	12	0.00000
Bacillus sp. Cs-700	2589818	S	116	42	158	0.00001
Bacillus sp. AK128	2937821	S	29	0	29	0.00000
Bacillus sp. FJAT-22090	1581038	S	25	2	27	0.00000
Bacillus sp. YBsi01	3139388	S	12	2	14	0.00000
Bacillus sp. FJAT-18017	1705566	S	11	0	11	0.00000
Bacillus sp. DTU_2020_1000418_1_SI_GHA_SEK_038	3077585	S	10	0	10	0.00000
Bacillus thuringiensis	1428	S	54	24	78	0.00000
Bacillus cereus	1396	S	50	1495	1545	0.00005
Bacillus mycoides	1405	S	31	4	35	0.00000
Bacillus pseudomycoides	64104	S	14	0	14	0.00000
Bacillus tropicus	2026188	S	12	4	16	0.00000
Bacillus velezensis	492670	S	22	35	57	0.00000
Bacillus amyloliquefaciens	1390	S	15	98	113	0.00000
Bacillus paralicheniformis	1648923	S	32	26	58	0.00000
Bacillus atrophaeus	1452	S	17	0	17	0.00000
Bacillus licheniformis	1402	S	16	37	53	0.00000
Bacillus halotolerans	260554	S	11	3	14	0.00000
Bacillus safensis	561879	S	29	11	40	0.00000
Bacillus pumilus	1408	S	22	3	25	0.00000
Bacillus altitudinis	293387	S	21	8	29	0.00000
Bacillus infantis	324767	S	17	0	17	0.00000
Bacillus methanolicus	1471	S	11	0	11	0.00000
Bacillus weihaiensis	1547283	S	10	0	10	0.00000
Bacillus glycinifermentans	1664069	S	10	0	10	0.00000
Neobacillus sp. OS1-33	3070683	S	89	7	96	0.00000
Neobacillus sp. PS3-40	3070679	S	45	2	47	0.00000
Neobacillus sp. SuZ13	3047875	S	15	1	16	0.00000
Neobacillus sp. C211	3450747	S	14	1	15	0.00000
Neobacillus sp. OS1-32	3070682	S	13	0	13	0.00000
Neobacillus oceani	3115292	S	12	0	12	0.00000
Neobacillus phoenicis	3132265	S	11	4	15	0.00000
Oceanobacillus sp. FSL H7-0719	2954507	S	74	10	84	0.00000
Oceanobacillus jeddahense	1462527	S	25	24	49	0.00000
Oceanobacillus zhaokaii	2052660	S	22	2	24	0.00000
Niallia sp. Kr1	3064703	S	86	3	89	0.00000
Niallia sp. RD1	2962858	S	18	6	24	0.00000
Niallia sp. Man26	2912824	S	14	6	20	0.00000
Niallia taxi	2499688	S	23	5	28	0.00000
Lysinibacillus sp. LZ02	3420668	S	18	11	29	0.00000
Lysinibacillus sp. 2017	2169540	S	13	12	25	0.00000
Lysinibacillus pakistanensis	759811	S	30	28	58	0.00000
Peribacillus frigoritolerans	450367	S	52	43	95	0.00000
Peribacillus sp. B-H-3	3400420	S	24	1	25	0.00000
Peribacillus asahii	228899	S	12	0	12	0.00000
Peribacillus muralis	264697	S	10	0	10	0.00000
Priestia megaterium	1404	S	46	26	72	0.00000
Priestia filamentosa	1402861	S	32	0	32	0.00000
Priestia aryabhattai	412384	S	19	23	42	0.00000
Halobacillus andaensis	1176239	S	32	0	32	0.00000
Halobacillus sp. SY10	3381356	S	25	1	26	0.00000
Halobacillus halophilus	1570	S	21	0	21	0.00000
Halobacillus litoralis	45668	S	12	0	12	0.00000
Halobacillus naozhouensis	554880	S	12	0	12	0.00000
Sutcliffiella horikoshii	79883	S	66	29	95	0.00000
Metabacillus sediminilitoris	2567941	S	18	9	27	0.00000
Metabacillus halosaccharovorans	930124	S	13	8	21	0.00000
Virgibacillus halodenitrificans	1482	S	10	31	41	0.00000
Rossellomorea marisflavi	189381	S	36	1	37	0.00000
Rossellomorea sp. FM04394	3243076	S	12	5	17	0.00000
Heyndrickxia oleronia	38875	S	17	34	51	0.00000
Cytobacillus dafuensis	1742359	S	10	10	20	0.00000
Mesobacillus jeotgali	129985	S	20	3	23	0.00000
Mesobacillus subterraneus	285983	S	12	2	14	0.00000
Lentibacillus sp. CBA3610	2518176	S	24	0	24	0.00000
Lentibacillus daqui	2911514	S	17	0	17	0.00000
Pontibacillus chungwhensis	265426	S	23	0	23	0.00000
Pontibacillus sp. HMF3514	2692425	S	17	0	17	0.00000
Salimicrobium jeotgali	1230341	S	26	0	26	0.00000
Salimicrobium sp. PL1-032A	3095364	S	10	0	10	0.00000
Alkalihalophilus sp. As8PL	3237103	S	23	0	23	0.00000
Alkalihalophilus pseudofirmus	79885	S	12	0	12	0.00000
Caldalkalibacillus thermarum	296745	S	34	4	38	0.00000
Alkalihalobacillus sp. LMS6	2924034	S	14	0	14	0.00000
Alkalihalobacillus phoenicis	3132260	S	10	0	10	0.00000
Schinkia sp. CFF1	3401146	S	31	1	32	0.00000
Amphibacillus xylanus	1449	S	15	0	15	0.00000
Amphibacillus sp. Q70	3453416	S	15	0	15	0.00000
Salisediminibacterium beveridgei	632773	S	16	0	16	0.00000
Salisediminibacterium selenitireducens	85683	S	10	0	10	0.00000
Sediminibacillus dalangtanensis	2729421	S	25	0	25	0.00000
Alkalibacillus sp. S2W	3386553	S	17	0	17	0.00000
Radiobacillus kanasensis	2844358	S	12	0	12	0.00000
Paraliobacillus zengyii	2213194	S	15	0	15	0.00000
Terribacillus saccharophilus	361277	S	11	0	11	0.00000
Pradoshia sp. D12	2651284	S	14	0	14	0.00000
Tepidibacillus marianensis	3131995	S	14	0	14	0.00000
Aciduricibacillus chroicocephali	3054939	S	13	0	13	0.00000
Paenibacillus sp. DYY-L-2	3447013	S	86	21	107	0.00000
Paenibacillus sp. S-38	3416710	S	71	9	80	0.00000
Paenibacillus sp. JNUCC31	2777983	S	63	25	88	0.00000
Paenibacillus sp. FSL R7-0273	1536772	S	53	18	71	0.00000
Paenibacillus sp. N3/727	2925845	S	40	31	71	0.00000
Paenibacillus sp. SYP-B4298	2996034	S	35	1	36	0.00000
Paenibacillus sp. FSL H3-0469	2954506	S	33	54	87	0.00000
Paenibacillus sp. FSL R7-0216	2921677	S	31	2	33	0.00000
Paenibacillus sp. FSL W8-0186	2921709	S	30	17	47	0.00000
Paenibacillus sp. FSL W7-1088	2921695	S	27	411	438	0.00001
Paenibacillus sp. PK3_47	2072642	S	25	2	27	0.00000
Paenibacillus sp. JDR-2	324057	S	21	4	25	0.00000
Paenibacillus sp. HWE-109	1306526	S	21	1	22	0.00000
Paenibacillus sp. Z6-24	2937871	S	20	1	21	0.00000
Paenibacillus sp. FSL H7-0940	2921443	S	18	192	210	0.00001
Paenibacillus sp. BIHB 4019	1870819	S	16	4	20	0.00000
Paenibacillus sp. FSL K6-1217	2921466	S	15	11	26	0.00000
Paenibacillus sp. FSL R10-2782	2954661	S	15	18	33	0.00000
Paenibacillus sp. 19GGS1-52	2758563	S	14	1	15	0.00000
Paenibacillus sp. 481	2835869	S	13	0	13	0.00000
Paenibacillus sp. D2_2	3073092	S	12	1	13	0.00000
Paenibacillus sp. FSL R7-0345	2954535	S	12	3	15	0.00000
Paenibacillus sp. IHBB 10380	1566358	S	10	1	11	0.00000
Paenibacillus sp. FSL K6-1096	2921460	S	10	1	11	0.00000
Paenibacillus sp. sptzw28	715179	S	10	0	10	0.00000
Paenibacillus lycopersici	2704462	S	290	20	310	0.00001
Paenibacillus donghaensis	414771	S	95	7	102	0.00000
Paenibacillus amylolyticus	1451	S	51	106	157	0.00001
Paenibacillus silvisoli	3110539	S	43	2	45	0.00000
Paenibacillus macerans	44252	S	38	1	39	0.00000
Paenibacillus marchantiae	3026433	S	37	45	82	0.00000
Paenibacillus elgii	189691	S	32	2	34	0.00000
Paenibacillus durus	44251	S	30	5	35	0.00000
Paenibacillus naphthalenovorans	162209	S	29	2	31	0.00000
Paenibacillus hexagrammi	2908839	S	25	1	26	0.00000
Paenibacillus rhizovicinus	2704463	S	25	1	26	0.00000
Paenibacillus cellulositrophicus	562959	S	24	30	54	0.00000
Paenibacillus albicereus	2726185	S	23	5	28	0.00000
Paenibacillus dendritiformis	130049	S	22	9	31	0.00000
Paenibacillus chitinolyticus	79263	S	21	1	22	0.00000
Paenibacillus glycanilyticus	126569	S	21	4	25	0.00000
Paenibacillus azoreducens	116718	S	21	1	22	0.00000
Paenibacillus crassostreae	1763538	S	18	1	19	0.00000
Paenibacillus tritici	1873425	S	17	4	21	0.00000
Paenibacillus polymyxa	1406	S	16	181	197	0.00001
Paenibacillus brasilensis	128574	S	15	5	20	0.00000
Paenibacillus yonginensis	1462996	S	15	4	19	0.00000
Paenibacillus tundrae	528187	S	13	3	16	0.00000
Paenibacillus larvae	1464	S	12	2	14	0.00000
Paenibacillus guangzhouensis	1473112	S	11	0	11	0.00000
Paenibacillus psychroresistens	1778678	S	11	0	11	0.00000
Paenibacillus stellifer	169760	S	11	1	12	0.00000
Paenibacillus hunanensis	539262	S	10	0	10	0.00000
Paenibacillus konkukensis	2020716	S	10	0	10	0.00000
Paenibacillus urinalis	521520	S	10	0	10	0.00000
Paenibacillus thiaminolyticus	49283	S	10	3	13	0.00000
Paenibacillus alvei	44250	S	10	0	10	0.00000
Brevibacillus humidisoli	2895522	S	47	15	62	0.00000
Brevibacillus marinus	2496837	S	17	3	20	0.00000
Brevibacillus choshinensis	54911	S	12	9	21	0.00000
Brevibacillus brevis	1393	S	11	87	98	0.00000
Aneurinibacillus sp. Ricciae_BoGa-3	3022697	S	25	4	29	0.00000
Aneurinibacillus uraniidurans	2966586	S	11	44	55	0.00000
Cohnella candida	2674991	S	21	2	23	0.00000
Cohnella sp. LGH	1619153	S	19	9	28	0.00000
Saccharibacillus brassicae	2583377	S	25	3	28	0.00000
Thermobacillus composti	377615	S	17	4	21	0.00000
Gemella sanguinis	84135	S	1405	74	1479	0.00005
Gemella haemolysans	1379	S	348	14	362	0.00001
Gemella morbillorum	29391	S	190	12	202	0.00001
Gemella sp. oral taxon 928	1785995	S	11	28	39	0.00000
Staphylococcus aureus	1280	S	104	402	506	0.00002
Staphylococcus pseudoxylosus	2282419	S	62	19	81	0.00000
Staphylococcus pseudintermedius	283734	S	48	3	51	0.00000
Staphylococcus simulans	1286	S	49	2	51	0.00000
Staphylococcus debuckii	2044912	S	48	6	54	0.00000
Staphylococcus haemolyticus	1283	S	37	3	40	0.00000
Staphylococcus lugdunensis	28035	S	32	1	33	0.00000
Staphylococcus gallinarum	1293	S	32	1	33	0.00000
Staphylococcus chromogenes	46126	S	26	1	27	0.00000
Staphylococcus capitis	29388	S	21	2	23	0.00000
Staphylococcus arlettae	29378	S	20	1	21	0.00000
Staphylococcus sp. 17KM0847	2583989	S	13	4	17	0.00000
Staphylococcus auricularis	29379	S	17	0	17	0.00000
Staphylococcus equorum	246432	S	14	17	31	0.00000
Staphylococcus saprophyticus	29385	S	13	60	73	0.00000
Staphylococcus epidermidis	1282	S	10	1	11	0.00000
Macrococcus equi	3395462	S	53	3	56	0.00000
Macrococcus animalis	3395467	S	25	1	26	0.00000
Macrococcus armenti	2875764	S	11	1	12	0.00000
Mammaliicoccus sciuri	1296	S	45	5	50	0.00000
Macrococcoides caseolyticum	69966	S	19	7	26	0.00000
Macrococcoides canis	1855823	S	13	1	14	0.00000
Sporosarcina sp. UB5	3047463	S	466	38	504	0.00002
Sporosarcina sp. P37	1930546	S	23	9	32	0.00000
Sporosarcina sp. ANT_H38	2597358	S	23	3	26	0.00000
Sporosarcina sp. FSL K6-1522	2921554	S	15	0	15	0.00000
Sporosarcina sp. PTS2304	2283194	S	11	0	11	0.00000
Sporosarcina ureae	1571	S	30	2	32	0.00000
Sporosarcina jeotgali	3020056	S	11	1	12	0.00000
Planococcus liqunii	3058394	S	93	6	99	0.00000
Planococcus shixiaomingii	3058393	S	22	0	22	0.00000
Planococcus shenhongbingii	3058398	S	15	0	15	0.00000
Jeotgalibacillus malaysiensis	1508404	S	56	3	59	0.00000
Ureibacillus sp. FSL K6-8385	2954684	S	18	10	28	0.00000
Ureibacillus thermophilus	367743	S	10	7	17	0.00000
Viridibacillus arvi	263475	S	39	4	43	0.00000
Kurthia zopfii	1650	S	10	17	27	0.00000
Paenisporosarcina sp. FSL H8-0542	2921401	S	19	2	21	0.00000
Rummeliibacillus pycnus	101070	S	15	4	19	0.00000
Chryseomicrobium sp. FSL W7-1435	2921704	S	10	0	10	0.00000
Geobacillus subterraneus	129338	S	12	145	157	0.00001
Anoxybacillus flavithermus	33934	S	60	25	85	0.00000
Alicyclobacillus acidoterrestris	1450	S	33	0	33	0.00000
Alicyclobacillus fastidiosus	392011	S	33	0	33	0.00000
Tumebacillus avium	1903704	S	81	3	84	0.00000
Fodinisporobacter ferrooxydans	2901836	S	11	0	11	0.00000
Listeria monocytogenes	1639	S	48	11	59	0.00000
Listeria seeligeri	1640	S	13	0	13	0.00000
Listeria sp. PSOL-1	1844999	S	13	0	13	0.00000
Brochothrix thermosphacta	2756	S	12	3	15	0.00000
Pseudalkalibacillus sp. A8	3382641	S	41	2	43	0.00000
Pseudalkalibacillus nanhaiensis	3115291	S	22	0	22	0.00000
Staphylospora marina	2490858	S	36	0	36	0.00000
Kroppenstedtia eburnea	714067	S	12	0	12	0.00000
Polycladomyces abyssicola	1125966	S	11	0	11	0.00000
Sporolactobacillus terrae	269673	S	20	0	20	0.00000
Sporolactobacillus sp. Y61	3160863	S	11	0	11	0.00000
Pullulanibacillus sp. KACC 23026	3028315	S	15	0	15	0.00000
Faecalibacillus intestinalis	1982626	S	265880	11642	277522	0.00909
Thomasclavelia ramosa	1547	S	6287	173	6460	0.00021
Erysipelatoclostridium sp. An173	1965571	S	435	13	448	0.00001
Thomasclavelia spiroformis	29348	S	145	5	150	0.00000
Catenibacterium mitsuokai	100886	S	3160	216	3376	0.00011
Catenibacterium sp. co_0103	2478954	S	996	90	1086	0.00004
Tannockella kyphosi	2899121	S	170	1	171	0.00001
Turicibacter sanguinis	154288	S	2691	54	2745	0.00009
Turicibacter bilis	2735723	S	1412	1876	3288	0.00011
Turicibacter sp. H121	1712675	S	193	744	937	0.00003
Turicibacter sp. TJ11	2806443	S	104	6	110	0.00000
Turicibacter sp. KK003	3114695	S	31	95	126	0.00000
Turicibacter faecis	2963365	S	60	188	248	0.00001
Holdemania massiliensis	1468449	S	2516	72	2588	0.00008
Longicatena caecimuris	1796635	S	1126	70	1196	0.00004
Solobacterium moorei	102148	S	887	56	943	0.00003
Hoskinsella hominis	2764325	S	655	36	691	0.00002
Intestinibaculum porci	2487118	S	633	4	637	0.00002
Amedibacterium intestinale	2583452	S	515	25	540	0.00002
Massilimicrobiota timonensis	1776392	S	274	461	735	0.00002
Allocoprobacillus halotolerans	2944914	S	162	3	165	0.00001
Erysipelothrix sp. HDW6B	2714929	S	25	11	36	0.00000
Erysipelothrix sp. HDW6A	2714928	S	20	5	25	0.00000
Erysipelothrix sp. HDW6C	2714930	S	10	3	13	0.00000
Erysipelothrix larvae	1514105	S	28	7	35	0.00000
Erysipelothrix inopinata	225084	S	12	7	19	0.00000
Allobaculum mucilyticum	2834459	S	50	4	54	0.00000
Allobaculum sp. Allo2	2853432	S	49	2	51	0.00000
Faecalibaculum rodentium	1702221	S	92	0	92	0.00000
Veillonella parvula	29466	S	977	94	1071	0.00004
Veillonella atypica	39777	S	249	17	266	0.00001
Veillonella rogosae	423477	S	246	53	299	0.00001
Veillonella nakazawae	2682456	S	153	136	289	0.00001
Veillonella orientalis	2682455	S	66	54	120	0.00000
Veillonella dispar	39778	S	50	22	72	0.00000
Veillonella rodentium	248315	S	21	1	22	0.00000
Dialister hominis	2582419	S	108	37	145	0.00000
Dialister succinatiphilus	487173	S	74	103	177	0.00001
Dialister pneumosintes	39950	S	55	4	59	0.00000
Dialister sp.	1955814	S	53	35	88	0.00000
Megasphaera stantonii	2144175	S	59	3	62	0.00000
Megasphaera massiliensis	1232428	S	49	4	53	0.00000
Megasphaera elsdenii	907	S	35	24	59	0.00000
Megasphaera coli	1852379	S	34	1	35	0.00000
Megasphaera hexanoica	1675036	S	21	2	23	0.00000
Phascolarctobacterium succinatutens	626940	S	1614	91	1705	0.00006
Phascolarctobacterium sp. Marseille-Q4147	2823317	S	781	22	803	0.00003
Phascolarctobacterium faecium	33025	S	76	0	76	0.00000
Acidaminococcus intestini	187327	S	77	1	78	0.00000
Acidaminococcus timonensis	1871002	S	47	10	57	0.00000
Selenomonas sputigena	69823	S	192	27	219	0.00001
Selenomonas sp.	2053611	S	30	17	47	0.00000
Selenomonas sp. oral taxon 126	712528	S	14	17	31	0.00000
Selenomonas sp. oral taxon 920	1884263	S	13	19	32	0.00000
Selenomonas ruminantium	971	S	88	14	102	0.00000
Selenomonas timonae	2754044	S	21	11	32	0.00000
Mitsuokella multacida	52226	S	349	272	621	0.00002
Megamonas hypermegale	158847	S	251	16	267	0.00001
Megamonas funiformis	437897	S	39	4	43	0.00000
Sporomusa ovata	2378	S	34	34	68	0.00000
Sporomusa termitida	2377	S	12	1	13	0.00000
Anaerosinus gibii	3054208	S	36	1	37	0.00000
Parvimonas micra	33033	S	1632	223	1855	0.00006
Parvimonas sp. G1604	3388845	S	182	12	194	0.00001
Parvimonas sp. G1425	3387694	S	35	9	44	0.00000
Parvimonas parva	2769485	S	16	1	17	0.00000
Murdochiella vaginalis	1852373	S	681	37	718	0.00002
Peptoniphilus equinus	3016343	S	95	2	97	0.00000
Peptoniphilus lacrimalis	33031	S	39	5	44	0.00000
Peptoniphilus genitalis	3036303	S	34	15	49	0.00000
Peptoniphilus harei	54005	S	21	8	29	0.00000
Helcococcus kunzii	40091	S	55	1	56	0.00000
Helcococcus ovis	72026	S	34	1	35	0.00000
Finegoldia magna	1260	S	83	7	90	0.00000
Anaerococcus cruorum	3115617	S	14	23	37	0.00000
Anaerococcus prevotii	33034	S	10	5	15	0.00000
Aedoeadaptatus ivorii	54006	S	20	0	20	0.00000
Microaceticoccus formicicus	3118105	S	20	0	20	0.00000
Miniphocaeibacter halophilus	2931922	S	17	0	17	0.00000
Tissierella sp. Yu-01	3035694	S	34	0	34	0.00000
Tissierella sp. MB52-C2	3070999	S	29	1	30	0.00000
Tissierella carlieri	689904	S	21	0	21	0.00000
Gudongella oleilytica	1582259	S	19	0	19	0.00000
Keratinibaculum paraultunense	1278232	S	34	0	34	0.00000
Caloranaerobacter azorensis	116090	S	36	0	36	0.00000
Gottschalkia acidurici	1556	S	19	0	19	0.00000
Sporanaerobacter sp.	2010183	S	13	0	13	0.00000
Sedimentibacter sp. zth1	2816908	S	21	11	32	0.00000
Sedimentibacter sp. MB31-C6	3109366	S	19	23	42	0.00000
Ezakiella coagulans	46507	S	11	1	12	0.00000
Caldicellulosiruptor obsidiansis	717609	S	51	45	96	0.00000
Caldicellulosiruptor acetigenus	301953	S	20	18	38	0.00000
Anaerocellum diazotrophicum	2806205	S	10	8	18	0.00000
Anaerocellum danielii	1387557	S	12	17	29	0.00000
endosymbiont 'TC1' of Trimyema compressum	243899	S	10	0	10	0.00000
Bifidobacterium longum	216816	S	504956	235541	740497	0.02425
Bifidobacterium adolescentis	1680	S	124330	48325	172655	0.00565
Bifidobacterium pseudocatenulatum	28026	S	89633	19876	109509	0.00359
Bifidobacterium catenulatum	1686	S	3282	909	4191	0.00014
Bifidobacterium breve	1685	S	2248	605	2853	0.00009
Bifidobacterium bifidum	1681	S	768	723	1491	0.00005
Bifidobacterium pullorum	78448	S	655	21	676	0.00002
Bifidobacterium dentium	1689	S	576	13	589	0.00002
Bifidobacterium angulatum	1683	S	552	31	583	0.00002
Bifidobacterium thermophilum	33905	S	141	1	142	0.00000
Bifidobacterium sp. ESL0775	2983230	S	32	22	54	0.00000
Bifidobacterium sp. ESL0790	2983233	S	13	4	17	0.00000
Bifidobacterium scardovii	158787	S	34	0	34	0.00000
Bifidobacterium pseudolongum	1694	S	28	0	28	0.00000
Bifidobacterium saguini	762210	S	27	4	31	0.00000
Bifidobacterium crudilactis	327277	S	20	0	20	0.00000
Bifidobacterium lemurum	1603886	S	18	1	19	0.00000
Bifidobacterium choerinum	35760	S	17	0	17	0.00000
Bifidobacterium subtile	77635	S	16	0	16	0.00000
Bifidobacterium actinocoloniiforme	638619	S	16	0	16	0.00000
Bifidobacterium imperatoris	2020965	S	13	2	15	0.00000
Bifidobacterium aquikefiricola	3059038	S	12	0	12	0.00000
Bifidobacterium coryneforme	1687	S	10	0	10	0.00000
Bifidobacterium eulemuris	1765219	S	10	0	10	0.00000
Scardovia wiggsiae	230143	S	172	0	172	0.00001
Scardovia inopinata	78259	S	11	0	11	0.00000
Parascardovia denticolens	78258	S	53	0	53	0.00000
Schaalia odontolytica	1660	S	10695	1012	11707	0.00038
Schaalia sp. HMT-172	3059028	S	2383	455	2838	0.00009
Schaalia sp. 19OD2882	2794089	S	27	0	27	0.00000
Schaalia meyeri	52773	S	204	14	218	0.00001
Schaalia radingae	131110	S	56	1	57	0.00000
Schaalia turicensis	131111	S	53	5	58	0.00000
Schaalia cardiffensis	181487	S	33	0	33	0.00000
Actinomyces sp. oral taxon 414	712122	S	1972	82	2054	0.00007
Actinomyces sp. oral taxon 171	706438	S	505	101	606	0.00002
Actinomyces sp. HMT 175	2789425	S	342	501	843	0.00003
Actinomyces sp. oral taxon 169	712116	S	280	160	440	0.00001
Actinomyces sp. oral taxon 897	2081702	S	192	261	453	0.00001
Actinomyces sp. HMT897	2789424	S	178	236	414	0.00001
Actinomyces sp. Chiba101	1851395	S	36	5	41	0.00000
Actinomyces sp. 432	2057798	S	34	2	36	0.00000
Actinomyces oris	544580	S	1768	2750	4518	0.00015
Actinomyces massiliensis	461393	S	994	37	1031	0.00003
Actinomyces naeslundii	1655	S	599	71	670	0.00002
Actinomyces israelii	1659	S	184	7	191	0.00001
Actinomyces viscosus	1656	S	69	65	134	0.00000
Actinomyces wuliandei	2057743	S	32	2	34	0.00000
Actinomyces procaprae	2560010	S	22	2	24	0.00000
Actinomyces respiraculi	2744574	S	18	0	18	0.00000
