name	taxonomy_id	taxonomy_lvl	kraken_assigned_reads	added_reads	new_est_reads	fraction_total_reads
Marinifilum fragile	570161	S	13	1	14	0.00000
Xiashengella succiniciproducens	2949635	S	21	0	21	0.00000
Flavobacterium sp. N1719	2885633	S	187	32	219	0.00001
Flavobacterium sp. JP2137	3414510	S	13	2	15	0.00000
Flavobacterium adiutor	3400345	S	34	51	85	0.00000
Flavobacterium sediminis	2201181	S	23	32	55	0.00000
Flavobacterium flavipigmentatum	2893884	S	10	7	17	0.00000
Cellulophaga sp. L1A9	2686362	S	308	53	361	0.00001
Polaribacter vadi	1774273	S	49	11	60	0.00000
Polaribacter sp. Q13	2806551	S	33	11	44	0.00000
Flagellimonas oceani	2698672	S	42	9	51	0.00000
Flagellimonas sp.	2058762	S	30	4	34	0.00000
Zunongwangia sp. SCSIO 43204	2779359	S	88	22	110	0.00000
Tenacibaculum sp. nBUS_03	3395320	S	11	22	33	0.00000
Christiangramia fulva	2126553	S	27	1	28	0.00000
Christiangramia salexigens	1913577	S	12	0	12	0.00000
Formosa sp. Hel3_A1_48	1336795	S	20	7	27	0.00000
Aureibaculum algae	2584122	S	26	2	28	0.00000
Nonlabens dokdonensis	328515	S	11	1	12	0.00000
Paenimyroides ceti	395087	S	11	2	13	0.00000
Sediminicola sp. YIK13	1453352	S	11	0	11	0.00000
Chryseobacterium indologenes	253	S	11	38	49	0.00000
Chryseobacterium joostei	112234	S	10	43	53	0.00000
Elizabethkingia meningoseptica	238	S	10	9	19	0.00000
Cruoricaptor ignavus	1118202	S	15	13	28	0.00000
Blattabacterium cuenoti	1653831	S	74	26	100	0.00000
Hymenobacter sp. PAMC 26628	1484118	S	28	7	35	0.00000
Hymenobacter sp. 5317J-9	2932250	S	19	5	24	0.00000
Hymenobacter weizhouensis	2987689	S	29	5	34	0.00000
Hymenobacter sedentarius	1411621	S	20	3	23	0.00000
Hymenobacter qilianensis	1385715	S	15	2	17	0.00000
Hymenobacter sublimis	2933777	S	11	33	44	0.00000
Hymenobacter tibetensis	497967	S	10	1	11	0.00000
Hymenobacter cellulosilyticus	2932248	S	10	2	12	0.00000
Pontibacter sp. SGAir0037	2571030	S	19	1	20	0.00000
Pontibacter sp. G13	3074898	S	12	0	12	0.00000
Pontibacter kalidii	2592049	S	15	1	16	0.00000
Adhaeribacter radiodurans	2745197	S	17	1	18	0.00000
Dyadobacter pollutisoli	2910158	S	10	0	10	0.00000
Larkinella sp.	2034517	S	17	3	20	0.00000
Larkinella bombi	2907205	S	13	2	15	0.00000
Larkinella roseola	2674997	S	10	2	12	0.00000
Spirosoma sp. KNUC1025	2894082	S	15	1	16	0.00000
Spirosoma rhododendri	2728024	S	13	2	15	0.00000
Spirosoma foliorum	2710596	S	12	1	13	0.00000
Spirosoma rigui	564064	S	11	1	12	0.00000
Spirosoma montaniterrae	1178516	S	11	1	12	0.00000
Echinicola marina	2859768	S	14	4	18	0.00000
Algoriphagus sanaruensis	1727163	S	10	5	15	0.00000
Emticicia sp. 21SJ11W-3	2916755	S	14	4	18	0.00000
Leadbetterella byssophila	316068	S	10	0	10	0.00000
Roseivirga pacifica	1267423	S	11	13	24	0.00000
Ekhidna algicida	3395267	S	14	0	14	0.00000
Ekhidna sp.	2608089	S	10	1	11	0.00000
Mucilaginibacter sp. cycad4	3342096	S	325	14	339	0.00001
Mucilaginibacter sp.	1882438	S	13	0	13	0.00000
Sphingobacterium sp. Lzh-3	3382150	S	16	32	48	0.00000
Sphingobacterium sp. SRCM116780	2907623	S	13	0	13	0.00000
Sphingobacterium sp. LZ7M1	2961941	S	10	1	11	0.00000
Sphingobacterium detergens	1145106	S	58	20	78	0.00000
Sphingobacterium spiritivorum	258	S	10	0	10	0.00000
Pedobacter sp. P26	3423956	S	15	5	20	0.00000
Pedobacter sp. MW01-1-1	3383027	S	14	0	14	0.00000
Pedobacter endophyticus	2789740	S	10	0	10	0.00000
Chitinophaga pinensis	79329	S	13	0	13	0.00000
Chitinophaga caseinilytica	2267521	S	11	0	11	0.00000
Lacibacter sediminis	2760713	S	37	1	38	0.00000
Niabella insulamsoli	3144874	S	13	0	13	0.00000
Niabella soli	446683	S	10	0	10	0.00000
Flavisolibacter tropicus	1492898	S	27	1	28	0.00000
Pseudocnuella soli	2502779	S	12	0	12	0.00000
Filimonas lacunae	477680	S	11	0	11	0.00000
Phaeodactylibacter xiamenensis	1524460	S	28	0	28	0.00000
Prosthecochloris sp. HL-130-GSB	1974213	S	26	1	27	0.00000
Prosthecochloris sp. SCSIO W1101	2992242	S	11	0	11	0.00000
Pelodictyon phaeoclathratiforme	34090	S	15	0	15	0.00000
Gracilimonas sp.	1974203	S	10	5	15	0.00000
Fibrobacter succinogenes	833	S	76	0	76	0.00000
Klebsiella variicola	244366	S	28463	222728	251191	0.01024
Klebsiella pneumoniae	573	S	3014	56201	59215	0.00241
Klebsiella quasipneumoniae	1463165	S	648	3318	3966	0.00016
Klebsiella quasivariicola	2026240	S	109	93	202	0.00001
Klebsiella grimontii	2058152	S	280	2170	2450	0.00010
Klebsiella aerogenes	548	S	158	50	208	0.00001
Klebsiella sp. P1CD1	2267618	S	38	540	578	0.00002
Klebsiella sp. I138	2755385	S	18	2	20	0.00000
Klebsiella sp. WOUb02	3161071	S	15	4	19	0.00000
Klebsiella sp. HC6	2923366	S	11	10	21	0.00000
Klebsiella michiganensis	1134687	S	91	236	327	0.00001
Klebsiella africana	2489010	S	71	49	120	0.00000
Klebsiella oxytoca	571	S	57	15	72	0.00000
Klebsiella ornithinolytica	54291	S	36	259	295	0.00001
Klebsiella terrigena	577	S	18	24	42	0.00000
Klebsiella electrica	1259973	S	10	2	12	0.00000
Escherichia albertii	208962	S	3524	946	4470	0.00018
Escherichia coli	562	S	358	2222	2580	0.00011
Enterobacter cloacae	550	S	1072	1664	2736	0.00011
Enterobacter cloacae complex sp. R_G8	2969431	S	50	568	618	0.00003
Enterobacter hormaechei	158836	S	32	329	361	0.00001
Enterobacter chuandaensis	2497875	S	25	10	35	0.00000
Enterobacter asburiae	61645	S	24	54	78	0.00000
Enterobacter ludwigii	299767	S	18	48	66	0.00000
Enterobacter roggenkampii	1812935	S	11	15	26	0.00000
Citrobacter freundii	546	S	29	169	198	0.00001
Citrobacter braakii	57706	S	10	61	71	0.00000
Blochmannia endosymbiont of Colobopsis nipponica	2681987	S	25	0	25	0.00000
Candidatus Blochmanniella vafra	251535	S	11	1	12	0.00000
Symbiopectobacterium purcellii	2871826	S	21	0	21	0.00000
Salmonella enterica	28901	S	42	832	874	0.00004
Salmonella bongori	54736	S	24	0	24	0.00000
Leclercia pneumoniae	2815358	S	24	28	52	0.00000
Cronobacter turicensis	413502	S	19	20	39	0.00000
Kosakonia sacchari	1158459	S	20	4	24	0.00000
Kosakonia cowanii	208223	S	14	1	15	0.00000
[Enterobacter] lignolyticus	1334193	S	32	2	34	0.00000
Pluralibacter gergoviae	61647	S	12	0	12	0.00000
Kluyvera cryocrescens	580	S	10	1	11	0.00000
Kluyvera intermedia	61648	S	10	1	11	0.00000
Kluyvera sichuanensis	2725494	S	10	2	12	0.00000
Scandinavium goeteborgense	1851514	S	24	0	24	0.00000
Cedecea neteri	158822	S	16	0	16	0.00000
Franconibacter helveticus	357240	S	15	0	15	0.00000
Pseudescherichia vulneris	566	S	11	0	11	0.00000
Hafnia alvei	569	S	364	431	795	0.00003
Pantoea sp. MBD-2R	3141540	S	14	19	33	0.00000
Pantoea cypripedii	55209	S	40	5	45	0.00000
Pantoea vagans	470934	S	20	23	43	0.00000
Pantoea agglomerans	549	S	15	42	57	0.00000
Erwinia pyri	3062598	S	24	4	28	0.00000
Erwinia rhapontici	55212	S	21	4	25	0.00000
Erwinia sp. E602	2675378	S	12	1	13	0.00000
Candidatus Erwinia haradaeae	1922217	S	14	0	14	0.00000
Erwinia amylovora	552	S	13	4	17	0.00000
Buchnera aphidicola	9	S	44	0	44	0.00000
Yersinia enterocolitica	630	S	73	67	140	0.00001
Dickeya zeae	204042	S	122	22	144	0.00001
Pectobacterium cacticida	69221	S	16	17	33	0.00000
Brenneria izadpanahii	2722756	S	10	4	14	0.00000
Lonsdalea britannica	1082704	S	18	1	19	0.00000
Providencia rettgeri	587	S	10	51	61	0.00000
Morganella morganii	582	S	39	0	39	0.00000
Proteus mirabilis	584	S	10	6	16	0.00000
Gallaecimonas kandeliae	3029055	S	15	0	15	0.00000
Gallaecimonas aegicerasi	3131926	S	10	0	10	0.00000
Leminorella richardii	158841	S	14	0	14	0.00000
Haemophilus parainfluenzae	729	S	25468	1587	27055	0.00110
Haemophilus pittmaniae	249188	S	253	11	264	0.00001
Haemophilus influenzae	727	S	216	214	430	0.00002
Haemophilus haemolyticus	726	S	134	44	178	0.00001
Haemophilus parahaemolyticus	735	S	18	0	18	0.00000
Haemophilus sp. oral taxon 036	712310	S	13	5	18	0.00000
Aggregatibacter aphrophilus	732	S	327	23	350	0.00001
Aggregatibacter sp. HMT-949	3235088	S	18	0	18	0.00000
Aggregatibacter sp. 2125159857	2820817	S	15	1	16	0.00000
Aggregatibacter sp. oral taxon 513	712150	S	11	2	13	0.00000
Aggregatibacter actinomycetemcomitans	714	S	12	0	12	0.00000
Aggregatibacter segnis	739	S	12	1	13	0.00000
Pasteurella multocida	747	S	68	5	73	0.00000
Actinobacillus equuli	718	S	16	12	28	0.00000
Gallibacterium salpingitidis	505341	S	28	0	28	0.00000
Avibacterium paragallinarum	728	S	18	0	18	0.00000
Xanthomonas euvesicatoria	456327	S	1139	41156	42295	0.00172
Xanthomonas oryzae	347	S	51	0	51	0.00000
Xanthomonas sacchari	56458	S	27	0	27	0.00000
Xanthomonas campestris	339	S	11	0	11	0.00000
Xanthomonas tesorieronis	3160839	S	10	0	10	0.00000
Stenotrophomonas maltophilia	40324	S	24	71	95	0.00000
Stenotrophomonas rhizophila	216778	S	25	7	32	0.00000
Lysobacter sp. TY2-98	2290922	S	41	2	43	0.00000
Lysobacter sp. FW306-1B-D06B	3140250	S	16	2	18	0.00000
Lysobacter enzymogenes	69	S	19	10	29	0.00000
Pseudoxanthomonas mexicana	128785	S	14	21	35	0.00000
Luteimonas granuli	1176533	S	12	0	12	0.00000
Xylella fastidiosa	2371	S	10	0	10	0.00000
Rhodanobacter thiooxydans	416169	S	32	13	45	0.00000
Rhodanobacter glycinis	582702	S	16	1	17	0.00000
Luteibacter aegosomatis	2911537	S	14	2	16	0.00000
Luteibacter rhizovicinus	242606	S	10	1	11	0.00000
Ahniella affigens	2021234	S	24	0	24	0.00000
Pseudomonas sp. gcc21	2726989	S	27	39	66	0.00000
Pseudomonas sp. L7	3388343	S	19	49	68	0.00000
Pseudomonas fluorescens	294	S	34	34	68	0.00000
Pseudomonas rhodesiae	76760	S	13	3	16	0.00000
Pseudomonas putida	303	S	34	110	144	0.00001
Pseudomonas oryzihabitans	47885	S	10	3	13	0.00000
Pseudomonas aeruginosa	287	S	50	313	363	0.00001
Pseudomonas segetis	298908	S	34	1	35	0.00000
Pseudomonas piscis	2614538	S	14	15	29	0.00000
Pseudomonas protegens	380021	S	11	26	37	0.00000
Pseudomonas shirazensis	2745494	S	26	21	47	0.00000
Pseudomonas sediminis	1691904	S	20	9	29	0.00000
Pseudomonas luteola	47886	S	18	29	47	0.00000
Pseudomonas serbica	2965074	S	14	9	23	0.00000
Pseudomonas thivervalensis	86265	S	14	7	21	0.00000
Stutzerimonas stutzeri	316	S	12	8	20	0.00000
Halopseudomonas litoralis	797277	S	15	1	16	0.00000
Ectopseudomonas oleovorans	301	S	19	17	36	0.00000
Marinobacter salinisoli	2769486	S	18	9	27	0.00000
Marinobacter salinus	1874317	S	17	17	34	0.00000
Candidatus Njordibacter sp. Uisw_039	3230972	S	15	0	15	0.00000
Candidatus Carsonella ruddii	114186	S	251	1	252	0.00001
Halomonas sp. CKK8	3036127	S	26	9	35	0.00000
Halomonas sp. 3H	2952527	S	12	6	18	0.00000
Halomonas sp. JS92-SW72	2306583	S	10	15	25	0.00000
Vreelandella zhaodongensis	1176240	S	24	13	37	0.00000
Cobetia marina	28258	S	17	10	27	0.00000
Kushneria sp. Sum13	3459196	S	19	1	20	0.00000
Amphritea japonica	452627	S	13	17	30	0.00000
Endozoicomonas sp. GU-1	3009078	S	71	7	78	0.00000
Endozoicomonas euniceicola	1234143	S	10	0	10	0.00000
Gynuella sunshinyii	1445505	S	21	0	21	0.00000
Shewanella sp. NFH-SH190041	2950245	S	16	0	16	0.00000
Shewanella sp. HL-SH4	3436240	S	10	1	11	0.00000
Shewanella amazonensis	60478	S	39	1	40	0.00000
Shewanella rhizosphaerae	2864207	S	28	7	35	0.00000
Shewanella algae	38313	S	13	5	18	0.00000
Shewanella glacialimarina	2590884	S	13	2	15	0.00000
Shewanella basaltis	472183	S	12	0	12	0.00000
Salinimonas marina	2785918	S	13	0	13	0.00000
Saliniradius amylolyticus	2183582	S	28	0	28	0.00000
Neptunicella plasticusilytica	3117012	S	13	0	13	0.00000
Thalassomonas viridans	137584	S	51	0	51	0.00000
Thalassomonas haliotis	485448	S	33	0	33	0.00000
Thalassotalea agarivorans	349064	S	10	0	10	0.00000
Pseudoalteromonas ruthenica	151081	S	28	10	38	0.00000
Pseudoalteromonas ulvae	107327	S	10	0	10	0.00000
Vibrio parahaemolyticus	670	S	29	83	112	0.00000
Vibrio rumoiensis	76258	S	46	4	50	0.00000
Vibrio tubiashii	29498	S	27	4	31	0.00000
Vibrio pelagius	28169	S	27	7	34	0.00000
Vibrio proteolyticus	671	S	22	2	24	0.00000
Vibrio vulnificus	672	S	15	2	17	0.00000
Photobacterium damselae	38293	S	14	18	32	0.00000
Acinetobacter baumannii	470	S	143	123	266	0.00001
Acinetobacter indicus	756892	S	45	7	52	0.00000
Acinetobacter sp. ASP199	2773709	S	10	4	14	0.00000
Acinetobacter towneri	202956	S	26	6	32	0.00000
Aeromonas jandaei	650	S	47	26	73	0.00000
Aeromonas hydrophila	644	S	41	40	81	0.00000
Aeromonas veronii	654	S	18	18	36	0.00000
Aeromonas caviae	648	S	15	37	52	0.00000
Aeromonas allosaccharophila	656	S	14	9	23	0.00000
Oceanimonas smirnovii	264574	S	37	15	52	0.00000
Tolumonas auensis	43948	S	10	0	10	0.00000
Pseudaeromonas aegiceratis	3153928	S	10	0	10	0.00000
Succinivibrio dextrinosolvens	83771	S	39	0	39	0.00000
Microbulbifer sp. ALW1	1516059	S	27	12	39	0.00000
Microbulbifer sp. TRSA002	3243382	S	23	56	79	0.00000
Microbulbifer sp. YPW1	2745199	S	13	8	21	0.00000
Microbulbifer agarilyticus	260552	S	12	4	16	0.00000
Cellvibrio sp. KY-GH-1	2303332	S	32	0	32	0.00000
Cellvibrio sp. PSBB006	1987723	S	16	0	16	0.00000
Cellvibrio japonicus	155077	S	14	0	14	0.00000
Teredinibacter sp. KSP-S5-2	3034506	S	21	0	21	0.00000
Alkalilimnicola ehrlichii	351052	S	16	2	18	0.00000
Candidatus Thiodictyon syntrophicum	1166950	S	11	3	14	0.00000
Wenzhouxiangella sp. AB-CW3	2771012	S	15	0	15	0.00000
Thiomicrorhabdus xiamenensis	2739063	S	15	2	17	0.00000
Francisella hispaniensis	622488	S	16	7	23	0.00000
Candidatus Francisella endociliophora	653937	S	10	3	13	0.00000
Methylomonas paludis	1173101	S	15	21	36	0.00000
Methylogaea oryzae	1295382	S	17	0	17	0.00000
Legionella antarctica	2708020	S	15	1	16	0.00000
Legionella clemsonensis	1867846	S	12	4	16	0.00000
Aquicella lusitana	254246	S	20	1	21	0.00000
Cardiobacterium hominis	2718	S	47	0	47	0.00000
Ignatzschineria rhizosphaerae	2923279	S	31	0	31	0.00000
Woeseia oceani	1548547	S	15	0	15	0.00000
Candidatus Spongiihabitans sp.	3101308	S	12	0	12	0.00000
Sutterella wadsworthensis	40545	S	123134	967	124101	0.00506
Sutterella faecalis	2584944	S	23	0	23	0.00000
Duodenibacillus massiliensis	1852381	S	77	0	77	0.00000
Turicimonas muris	1796652	S	45	0	45	0.00000
Variovorax sp. RKNM96	2681552	S	11	43	54	0.00000
Variovorax paradoxus	34073	S	17	180	197	0.00001
Hydrogenophaga sp. ANAO-22	3166645	S	28	31	59	0.00000
Acidovorax sp. BLS4	3273430	S	17	16	33	0.00000
Acidovorax sp. DW039	3095606	S	10	6	16	0.00000
Comamonas thiooxydans	363952	S	25	19	44	0.00000
Limnohabitans sp. 103DPR2	1678129	S	40	2	42	0.00000
Limnohabitans sp. YIMB22184	3374104	S	11	1	12	0.00000
Rhodoferax sp. PAMC 29310	2822760	S	21	1	22	0.00000
Rhodoferax sp. BAB1	2741720	S	12	2	14	0.00000
Ottowia sp. VDI28	3133968	S	18	1	19	0.00000
Paracidovorax cattleyae	80868	S	16	16	32	0.00000
Alicycliphilus denitrificans	179636	S	12	12	24	0.00000
Burkholderia pseudomallei	28450	S	12	64	76	0.00000
Burkholderia sp. NLJ2	3090699	S	20	42	62	0.00000
Burkholderia perseverans	2615214	S	18	11	29	0.00000
Burkholderia gladioli	28095	S	12	1	13	0.00000
Cupriavidus sp. WKF15	3032282	S	14	4	18	0.00000
Cupriavidus sp. EM10	2839983	S	11	7	18	0.00000
Cupriavidus taiwanensis	164546	S	21	34	55	0.00000
Cupriavidus metallidurans	119219	S	17	4	21	0.00000
Cupriavidus pauculus	82633	S	12	7	19	0.00000
Paraburkholderia tropica	92647	S	24	5	29	0.00000
Paraburkholderia terrae	311230	S	12	19	31	0.00000
Ralstonia sp. UNC404CL21Col	1380362	S	39	9	48	0.00000
Ralstonia mannitolilytica	105219	S	12	2	14	0.00000
Polynucleobacter necessarius	576610	S	10	6	16	0.00000
Caballeronia sp. DA-9	3436237	S	17	16	33	0.00000
Pandoraea thiooxydans	445709	S	15	0	15	0.00000
Limnobacter thiooxidans	131080	S	13	0	13	0.00000
Limnobacter profundi	2732163	S	11	0	11	0.00000
Trinickia violacea	2571746	S	10	1	11	0.00000
Duganella zoogloeoides	75659	S	200	16	216	0.00001
Massilia sp. H6	2970464	S	12	6	18	0.00000
Massilia forsythiae	2728020	S	10	7	17	0.00000
Pseudoduganella sp. HUAS MS19	3469873	S	13	2	15	0.00000
Pseudoduganella flava	871742	S	24	2	26	0.00000
Pseudoduganella umbonata	864828	S	14	1	15	0.00000
Herbaspirillum hiltneri	341045	S	30	3	33	0.00000
Herbaspirillum robiniae	2014887	S	13	4	17	0.00000
Herbaspirillum seropedicae	964	S	12	4	16	0.00000
Janthinobacterium sp. J1-1	3065910	S	16	1	17	0.00000
Janthinobacterium sp. NFX145	3415602	S	14	18	32	0.00000
Oxalobacter aliiformigenes	2946593	S	15	1	16	0.00000
Achromobacter sp. AONIH1	1758194	S	58	26	84	0.00000
Achromobacter deleyi	1353891	S	36	33	69	0.00000
Achromobacter denitrificans	32002	S	13	7	20	0.00000
Castellaniella caeni	266123	S	45	2	47	0.00000
Kerstersia gyiorum	206506	S	51	2	53	0.00000
Pigmentiphaga sp. H8	2488560	S	17	2	19	0.00000
Pigmentiphaga sp. CHJ604	3081984	S	11	1	12	0.00000
Pusillimonas sp. T7-7	1007105	S	26	1	27	0.00000
Oligella urethralis	90245	S	10	0	10	0.00000
Paucibacter sp. KCTC 42545	1768242	S	20	24	44	0.00000
Piscinibacter sp. XHJ-5	3037797	S	20	1	21	0.00000
Sphaerotilus sulfidivorans	639200	S	11	11	22	0.00000
Methylibium petroleiphilum	105560	S	11	5	16	0.00000
Aquincola tertiaricarbonis	391953	S	14	2	16	0.00000
Xylophilus rhododendri	2697032	S	33	2	35	0.00000
Thiomonas sp. X19	1050370	S	28	1	29	0.00000
Neisseria sp. Ec49-e6-T10	3140744	S	32	0	32	0.00000
Neisseria sp. DTU_2021_1001991_1_SI_NGA_ILE_055	3077590	S	28	61	89	0.00000
Neisseria elongata	495	S	27	8	35	0.00000
Neisseria subflava	28449	S	15	25	40	0.00000
Snodgrassella alvi	1196083	S	105	1	106	0.00000
Chromobacterium sp. CV08	3133274	S	15	12	27	0.00000
Aquitalea denitrificans	519081	S	19	1	20	0.00000
Paludibacterium paludis	1225769	S	10	0	10	0.00000
Chitinirhabdus sediminis	3456123	S	32	0	32	0.00000
Chitinibacter fontanus	1737446	S	16	1	17	0.00000
Nitrogeniibacter aestuarii	2815343	S	41	1	42	0.00000
Thauera chlorobenzoica	96773	S	13	1	14	0.00000
Pseudazoarcus pumilus	2067960	S	18	0	18	0.00000
Aromatoleum petrolei	76116	S	28	14	42	0.00000
Aromatoleum aromaticum	551760	S	10	1	11	0.00000
Quatrionicoccus australiensis	138118	S	12	2	14	0.00000
