name	taxonomy_id	taxonomy_lvl	kraken_assigned_reads	added_reads	new_est_reads	fraction_total_reads
Candidatus Methylopumilus universalis	2588536	S	12	6	18	0.00000
Denitratisoma oestradiolicum	311182	S	13	0	13	0.00000
Thiobacillus sp.	924	S	11	0	11	0.00000
Rhizobium sp. AB2/73	2795216	S	12	20	32	0.00000
Rhizobium leguminosarum	384	S	31	86	117	0.00000
Rhizobium cremeum	2813827	S	16	6	22	0.00000
Agrobacterium tumefaciens	358	S	30	64	94	0.00000
Agrobacterium rosae	1972867	S	24	9	33	0.00000
Agrobacterium vitis	373	S	10	5	15	0.00000
Neorhizobium petrolearium	515361	S	31	11	42	0.00000
Sinorhizobium fredii	380	S	47	34	81	0.00000
Sinorhizobium americanum	194963	S	37	18	55	0.00000
Ensifer canadensis	555315	S	10	6	16	0.00000
Shinella zoogloeoides	352475	S	29	41	70	0.00000
Ciceribacter thiooxidans	1969821	S	17	5	22	0.00000
Bradyrhizobium sp. WCU1	3457316	S	139	131	270	0.00001
Bradyrhizobium sp. Ash2021	2954771	S	13	4	17	0.00000
Bradyrhizobium sp. LMG 9283	592064	S	11	11	22	0.00000
Bradyrhizobium guangzhouense	1325095	S	37	49	86	0.00000
Bradyrhizobium guangxiense	1325115	S	36	62	98	0.00000
Bradyrhizobium guangdongense	1325090	S	10	12	22	0.00000
Rhodopseudomonas palustris	1076	S	16	8	24	0.00000
Rugositalea oryzae	674703	S	13	2	15	0.00000
Mesorhizobium sp. 8	2584466	S	19	12	31	0.00000
Mesorhizobium sp. M1D.F.Ca.ET.043.01.1.1	2493669	S	16	37	53	0.00000
Mesorhizobium sp. M9A.F.Ca.ET.002.03.1.2	2493668	S	14	25	39	0.00000
Mesorhizobium sp. AR07	2865838	S	10	14	24	0.00000
Mesorhizobium australicum	536018	S	14	17	31	0.00000
Mesorhizobium loti	381	S	13	16	29	0.00000
Mesorhizobium koreense	3074855	S	11	4	15	0.00000
Phyllobacterium sp. 628	2718938	S	11	8	19	0.00000
Phyllobacterium pellucidum	2740464	S	18	5	23	0.00000
Terribium terrae	2725666	S	17	14	31	0.00000
Aquibium microcysteis	675281	S	12	6	18	0.00000
Methylobacterium sp. 391_Methyba4	3038924	S	33	65	98	0.00000
Methylobacterium durans	2202825	S	19	5	24	0.00000
Methylobacterium nodulans	114616	S	14	3	17	0.00000
Methylorubrum populi	223967	S	15	11	26	0.00000
Devosia sp. XK-2	3126689	S	15	4	19	0.00000
Devosia neptuniae	191302	S	12	3	15	0.00000
Pelagibacterium nitratireducens	1046114	S	19	5	24	0.00000
Roseibium sp.	1936156	S	27	24	51	0.00000
Roseibium album	311410	S	23	5	28	0.00000
Xanthobacter sp. ZOL 2024	3464953	S	36	28	64	0.00000
Pseudolabrys sp. FHR47	2562284	S	30	11	41	0.00000
Bosea sp. 685	3080057	S	32	15	47	0.00000
Bosea beijingensis	3068632	S	31	16	47	0.00000
Bosea minatitlanensis	128782	S	16	19	35	0.00000
Aureimonas mangrovi	2758041	S	17	13	30	0.00000
Martelella mediterranea	293089	S	16	16	32	0.00000
Martelella endophytica	1486262	S	10	4	14	0.00000
Brucella haematophila	419474	S	11	29	40	0.00000
Methylocystis sp. MJC1	2654282	S	17	6	23	0.00000
Tepidicaulis sp.	1920809	S	26	21	47	0.00000
Candidatus Phaeomarinibacter ectocarpi	1458461	S	11	1	12	0.00000
Oricola thermophila	2742145	S	30	12	42	0.00000
Oricola sp.	1979950	S	11	4	15	0.00000
Hyphomicrobium sp. ghe19	2682968	S	14	5	19	0.00000
Pseudorhodoplanes sinuspersici	1235591	S	24	5	29	0.00000
Phreatobacter stygius	1940610	S	20	7	27	0.00000
Bauldia sp.	2575872	S	10	1	11	0.00000
Chenggangzhangella methanolivorans	1437009	S	18	6	24	0.00000
Alsobacter sp. KACC 23698	3149229	S	12	5	17	0.00000
Reyranella sp.	1929291	S	11	2	13	0.00000
Methyloraptor flagellatus	3162530	S	11	5	16	0.00000
Roseobacter ponti	1891787	S	84	18	102	0.00000
Sulfitobacter sp. SK012	1389005	S	12	3	15	0.00000
Sulfitobacter albidus	2829501	S	25	15	40	0.00000
Pseudosulfitobacter pseudonitzschiae	1402135	S	36	44	80	0.00000
Leisingera aquaemixtae	1396826	S	14	14	28	0.00000
Jannaschia sp. W003	2867012	S	12	5	17	0.00000
Tropicibacter oceani	3058420	S	13	7	20	0.00000
Paracoccus zhejiangensis	1077935	S	52	57	109	0.00000
Paracoccus tegillarcae	1529068	S	36	17	53	0.00000
Frigidibacter mobilis	1335048	S	28	39	67	0.00000
Yoonia rhodophyticola	3137370	S	24	4	28	0.00000
Pseudooceanicola atlanticus	1461694	S	11	6	17	0.00000
Thioclava sp. GXIMD4216	3131929	S	10	15	25	0.00000
Paroceanicella profunda	2579971	S	16	14	30	0.00000
Vannielia sp. SX4	3463852	S	14	6	20	0.00000
Tritonibacter mobilis	379347	S	13	20	33	0.00000
Sphingomonas sp. NY01	2968057	S	33	27	60	0.00000
Sphingomonas sp. C3-2	3062169	S	11	2	13	0.00000
Sphingomonas sp. NIBR02145	3014784	S	10	3	13	0.00000
Sphingomonas nostoxanthinifaciens	2872652	S	29	8	37	0.00000
Sphingomonas panacisoli	1813879	S	24	5	29	0.00000
Sphingomonas glaciei	2938948	S	19	5	24	0.00000
Sphingomonas morindae	1541170	S	13	4	17	0.00000
Sphingomonas piscis	2714943	S	10	1	11	0.00000
Novosphingobium sp. P6W	1609758	S	36	5	41	0.00000
Novosphingobium sp. 9	2025349	S	25	5	30	0.00000
Novosphingobium pentaromativorans	205844	S	59	32	91	0.00000
Novosphingobium capsulatum	13688	S	11	4	15	0.00000
Stakelama saccharophila	3075605	S	10	2	12	0.00000
Erythrobacter sp.	1042	S	29	38	67	0.00000
Sphingobium wenxiniae	595605	S	32	44	76	0.00000
Sphingobium yanoikuyae	13690	S	10	19	29	0.00000
Sphingorhabdus sp. YGSMI21	2077182	S	14	2	16	0.00000
Sphingorhabdus sp. SMR4y	2584094	S	14	2	16	0.00000
Sphingopyxis fribergensis	1515612	S	17	6	23	0.00000
Allosphingosinicella indica	941907	S	23	6	29	0.00000
Zymomonas mobilis	542	S	13	2	15	0.00000
Komagataeibacter oboediens	65958	S	282	98	380	0.00002
Komagataeibacter saccharivorans	265959	S	10	2	12	0.00000
Acetobacter orientalis	146474	S	13	8	21	0.00000
Commensalibacter melissae	2070537	S	26	1	27	0.00000
Aristophania vespae	2697033	S	13	0	13	0.00000
Teichococcus cervicalis	204525	S	30	24	54	0.00000
Elioraea tepida	2843330	S	10	2	12	0.00000
Azospirillum brasilense	192	S	13	36	49	0.00000
Pelagibius sp.	1931238	S	124	29	153	0.00001
Hypericibacter adhaerens	2602016	S	122	51	173	0.00001
Magnetospira sp. QH-2	1288970	S	14	1	15	0.00000
Magnetospirillum gryphiswaldense	55518	S	14	3	17	0.00000
Varunaivibrio sulfuroxidans	1773489	S	22	3	25	0.00000
Hwanghaeella sp.	2605943	S	12	2	14	0.00000
Brevundimonas sp.	1871086	S	45	52	97	0.00000
Brevundimonas subvibrioides	74313	S	14	11	25	0.00000
Asticcacaulis sp. AND118	2840468	S	36	9	45	0.00000
Caulobacter vibrioides	155892	S	15	8	23	0.00000
Phenylobacterium sp. NIBR 498073	3015177	S	13	6	19	0.00000
Wolbachia endosymbiont (group A) of Epistrophe grossularia	2954008	S	37	69	106	0.00000
Pseudemcibacter aquimaris	2857064	S	56	2	58	0.00000
Luteithermobacter gelatinilyticus	2582913	S	10	1	11	0.00000
Candidatus Pelagibacter sp. Uisw_137	3230992	S	21	5	26	0.00000
Candidatus Pelagibacter bacterium nBUS_30	3374191	S	11	12	23	0.00000
Candidatus Puniceispirillum marinum	767892	S	61	4	65	0.00000
Hyphomonas sp. KY3	2016196	S	27	10	37	0.00000
Hyphomonas sp.	87	S	15	5	20	0.00000
Tistrella bauzanensis	657419	S	23	11	34	0.00000
Tistrella mobilis	171437	S	14	8	22	0.00000
Marinivivus vitaminiproducens	3035935	S	10	3	13	0.00000
Hyphobacterium sp.	2004662	S	12	4	16	0.00000
Sneathiella aquimaris	2599305	S	11	0	11	0.00000
Radicibacter daui	3064829	S	13	4	17	0.00000
Desulfovibrio piger	901	S	23705	316	24021	0.00098
Desulfovibrio mangrovi	2976983	S	36	0	36	0.00000
Desulfovibrio fairfieldensis	44742	S	21	0	21	0.00000
Desulfovibrio desulfuricans	876	S	17	0	17	0.00000
Candidatus Desulfovibrio trichonymphae	1725232	S	17	0	17	0.00000
Desulfovibrio subterraneus	2718620	S	13	0	13	0.00000
Bilophila wadsworthia	35833	S	4582	14	4596	0.00019
Pseudodesulfovibrio tunisiensis	463192	S	12	4	16	0.00000
Pseudodesulfovibrio profundus	57320	S	10	12	22	0.00000
Maridesulfovibrio sp.	2795000	S	45	13	58	0.00000
Maridesulfovibrio salexigens	880	S	10	2	12	0.00000
uncultured Mailhella sp.	1981031	S	46	0	46	0.00000
Salidesulfovibrio onnuriiensis	2583823	S	41	0	41	0.00000
Solidesulfovibrio magneticus	184917	S	32	3	35	0.00000
Oceanidesulfovibrio marinus	370038	S	34	0	34	0.00000
Taurinivorans muris	2787751	S	17	0	17	0.00000
Megalodesulfovibrio gigas	879	S	11	0	11	0.00000
Desulfocurvibacter africanus	873	S	10	0	10	0.00000
Desulfomicrobium orale	132132	S	11	11	22	0.00000
Geobacter sp. FeAm09	2597769	S	13	13	26	0.00000
Trichlorobacter lovleyi	313985	S	22	1	23	0.00000
Citrifermentans bemidjiense	225194	S	11	1	12	0.00000
Citrifermentans bremense	60035	S	10	1	11	0.00000
Geotalea daltonii	1203471	S	10	0	10	0.00000
Desulfuromonas sp. DDH964	1823759	S	11	0	11	0.00000
Desulfuromonas thiophila	57664	S	12	0	12	0.00000
Syntrophotalea carbinolica	19	S	20	0	20	0.00000
Desulfonema magnum	45655	S	18	6	24	0.00000
Desulfofustis limnaeus	2740163	S	16	2	18	0.00000
Desulfarculus baarsii	453230	S	15	0	15	0.00000
Akkermansia muciniphila	239935	S	770	6	776	0.00003
Akkermansia sp. AE01SA01	3115151	S	42	9	51	0.00000
Akkermansia sp. N21116	3040764	S	23	0	23	0.00000
Akkermansia sp. JRP_AM1	3414159	S	16	36	52	0.00000
Luteolibacter sp. LG18	2819286	S	19	4	23	0.00000
Horticoccus sp. 23ND18S-11	3391832	S	32	0	32	0.00000
Horticoccus luteus	2862869	S	13	0	13	0.00000
Opitutus terrae	107709	S	29	0	29	0.00000
Opitutus sp. GAS368	1882749	S	11	0	11	0.00000
Ereboglobus luteus	1796921	S	21	0	21	0.00000
Actomonas aquatica	2866162	S	15	0	15	0.00000
Gimesia alba	2527973	S	13	0	13	0.00000
Gimesia aquarii	2527964	S	10	0	10	0.00000
Gimesia chilikensis	2605989	S	10	0	10	0.00000
Planctomyces sp. SH-PL14	1632864	S	25	1	26	0.00000
Planctomicrobium limosum	3448123	S	11	1	12	0.00000
Planctomicrobium stercoris	3448124	S	10	0	10	0.00000
Planctopirus ephydatiae	2528019	S	17	1	18	0.00000
Maioricimonas rarisocia	2528026	S	16	0	16	0.00000
Calycomorphotria hydatis	2528027	S	15	0	15	0.00000
Bremerella volcania	2527984	S	15	0	15	0.00000
Bremerella sp. P1	3026424	S	10	1	11	0.00000
Gemmata obscuriglobus	114	S	13	0	13	0.00000
Gemmata sp. SH-PL17	1630693	S	11	4	15	0.00000
Limnoglobus roseus	2598579	S	24	0	24	0.00000
Frigoriglobus tundricola	2774151	S	14	0	14	0.00000
Paludisphaera borealis	1387353	S	21	2	23	0.00000
Tundrisphaera macrotermitis	3435775	S	20	2	22	0.00000
Aquisphaera giovannonii	406548	S	12	1	13	0.00000
Rohdeia mirabilis	2528008	S	52	0	52	0.00000
Fontivita pretiosa	2989684	S	18	0	18	0.00000
Chlamydia psittaci	83554	S	31	4	35	0.00000
Kiritimatiella glycovorans	1307763	S	22	0	22	0.00000
Campylobacter coli	195	S	597	33	630	0.00003
Campylobacter concisus	199	S	33	0	33	0.00000
Campylobacter pinnipediorum	1965231	S	17	0	17	0.00000
Campylobacter iguaniorum	1244531	S	16	0	16	0.00000
Campylobacter californiensis	1032243	S	15	0	15	0.00000
Campylobacter hominis	76517	S	12	0	12	0.00000
Campylobacter jejuni	197	S	12	16	28	0.00000
Aliarcobacter vitoriensis	2011099	S	26	5	31	0.00000
Aliarcobacter butzleri	28197	S	13	5	18	0.00000
Halarcobacter anaerophilus	877500	S	12	0	12	0.00000
Halarcobacter sp.	2321133	S	10	1	11	0.00000
Sulfurimonas autotrophica	202747	S	15	19	34	0.00000
Helicobacter enhydrae	222136	S	27	0	27	0.00000
Helicobacter pylori	210	S	17	3	20	0.00000
Sulfurovum mangrovi	2893889	S	17	5	22	0.00000
Nitratiruptor sp. SB155-2	387092	S	85	1	86	0.00000
Treponema sp. OMZ 788	2563664	S	22	13	35	0.00000
Treponema sp. OMZ 855	1643512	S	10	20	30	0.00000
Treponema medium	58231	S	49	37	86	0.00000
Treponema denticola	158	S	44	59	103	0.00000
Treponema bryantii	163	S	43	0	43	0.00000
Treponema ruminis	744515	S	43	0	43	0.00000
Treponema vincentii	69710	S	43	40	83	0.00000
Treponema peruense	2787628	S	23	0	23	0.00000
Treponema primitia	88058	S	20	0	20	0.00000
Treponema brennaborense	81028	S	18	0	18	0.00000
Treponema saccharophilum	165	S	15	0	15	0.00000
Marispirochaeta aestuarii	1963862	S	69	1	70	0.00000
Candidatus Haliotispira prima	3034016	S	20	0	20	0.00000
Sediminispirochaeta smaragdinae	55206	S	12	0	12	0.00000
Salinispira pacifica	1307761	S	10	0	10	0.00000
Borrelia miyamotoi	47466	S	13	28	41	0.00000
Sphaerochaeta pleomorpha	1131707	S	11	8	19	0.00000
Parasphaerochaeta coccoides	273376	S	13	0	13	0.00000
Breznakiella homolactica	2798577	S	16	0	16	0.00000
Brachyspira pilosicoli	52584	S	25	15	40	0.00000
Brachyspira intermedia	84377	S	11	13	24	0.00000
Myxococcus landrumensis	2813577	S	12	9	21	0.00000
Corallococcus macrosporus	35	S	10	16	26	0.00000
Pyxidicoccus parkwayensis	2813578	S	26	2	28	0.00000
Archangium violaceum	83451	S	30	12	42	0.00000
Archangium gephyra	48	S	10	2	12	0.00000
Cystobacter fuscus	43	S	27	3	30	0.00000
Stigmatella aurantiaca	41	S	13	1	14	0.00000
Anaeromyxobacter oryzae	2918170	S	10	8	18	0.00000
Pendulispora brunnea	2905690	S	15	1	16	0.00000
Pendulispora albinea	2741071	S	11	0	11	0.00000
Sandaracinus amylolyticus	927083	S	17	0	17	0.00000
Nannocystis pusilla	889268	S	39	3	42	0.00000
Terriglobus saanensis	870903	S	26	2	28	0.00000
Terriglobus sp.	1889013	S	14	1	15	0.00000
Alloacidobacterium dinghuense	2763107	S	17	1	18	0.00000
Geothrix sp.	1962974	S	23	3	26	0.00000
Geothrix sp. 21YS21S-2	3068893	S	20	17	37	0.00000
Geothrix sp. 21YS21S-4	3068889	S	17	1	18	0.00000
Geothrix oryzae	2927975	S	10	1	11	0.00000
Mesoterricola sediminis	2927980	S	10	3	13	0.00000
Luteitalea pratensis	1855912	S	18	1	19	0.00000
Pseudobdellovibrio exovorus	453816	S	54	0	54	0.00000
Bdellovibrio bacteriovorus	959	S	37	3	40	0.00000
Nitrospira sp. Kam-Ns4a	3397801	S	18	0	18	0.00000
Nitrospira moscoviensis	42253	S	12	1	13	0.00000
Candidatus Nitrospira inopinata	1715989	S	12	1	13	0.00000
Nitrospira tepida	2973512	S	10	0	10	0.00000
Thermodesulfovibrio obliviosus	3118332	S	22	0	22	0.00000
Mucispirillum schaedleri	248039	S	49	0	49	0.00000
Flexistipes sinusarabici	2352	S	14	0	14	0.00000
Aquifex aeolicus	63363	S	38	0	38	0.00000
Elusimicrobium minutum	423605	S	10	10	20	0.00000
Agathobacter rectalis	39491	S	1606075	344570	1950645	0.07948
Roseburia faecis	301302	S	883168	138055	1021223	0.04161
Roseburia intestinalis	166486	S	29835	21208	51043	0.00208
Roseburia hominis	301301	S	21444	3705	25149	0.00102
Roseburia sp. 831b	1261635	S	3557	156	3713	0.00015
Roseburia sp. 499	1261634	S	1489	64	1553	0.00006
Roseburia rectibacter	2763062	S	3849	1114	4963	0.00020
Blautia wexlerae	418240	S	134888	73571	208459	0.00849
Blautia obeum	40520	S	47162	15695	62857	0.00256
Blautia luti	89014	S	17857	6384	24241	0.00099
Blautia massiliensis (ex Durand et al. 2017)	1737424	S	13760	74072	87832	0.00358
Blautia sp. SC05B48	2479767	S	12027	19359	31386	0.00128
Blautia producta	33035	S	2012	222	2234	0.00009
Blautia hansenii	1322	S	1386	318	1704	0.00007
Blautia argi	1912897	S	885	139	1024	0.00004
Blautia pseudococcoides	1796616	S	736	65	801	0.00003
Blautia hydrogenotrophica	53443	S	417	16	433	0.00002
Blautia liquoris	2779518	S	372	9	381	0.00002
Blautia parvula	2877527	S	356	64	420	0.00002
Dorea longicatena	88431	S	125896	57806	183702	0.00749
Dorea formicigenerans	39486	S	58496	13789	72285	0.00295
Dorea amylophila	2981789	S	6012	5851	11863	0.00048
Anaerostipes hadrus	649756	S	202622	18744	221366	0.00902
Anaerostipes caccae	105841	S	442	69	511	0.00002
Anaerostipes rhamnosivorans	1229621	S	217	16	233	0.00001
Anaerostipes sp. PC18	3036926	S	197	47	244	0.00001
Mediterraneibacter gnavus	33038	S	38803	11084	49887	0.00203
[Ruminococcus] torques	33039	S	28822	22789	51611	0.00210
Mediterraneibacter faecis	592978	S	16358	12196	28554	0.00116
[Ruminococcus] lactaris	46228	S	3439	336	3775	0.00015
Mediterraneibacter glycyrrhizinilyticus	342942	S	1201	145	1346	0.00005
Lachnospira eligens	39485	S	107562	6300	113862	0.00464
Allocoprococcus comes	410072	S	74713	16118	90831	0.00370
Anaerobutyricum hallii	39488	S	51624	29111	80735	0.00329
Simiaoa sunii	2763672	S	64397	7991	72388	0.00295
Coprococcus eutactus	33043	S	7561	16125	23686	0.00097
Coprococcus sp. ART55/1	751585	S	6333	679	7012	0.00029
Sellimonas catena	2994035	S	8400	1274	9674	0.00039
Sellimonas intestinalis	1653434	S	1040	44	1084	0.00004
Sellimonas caecigallum	2592333	S	1001	35	1036	0.00004
Enterocloster clostridioformis	1531	S	3761	711	4472	0.00018
Enterocloster asparagiformis	333367	S	2865	484	3349	0.00014
Enterocloster bolteae	208479	S	1293	148	1441	0.00006
Enterocloster lavalensis	460384	S	482	108	590	0.00002
Wujia chipingensis	2763670	S	7041	1460	8501	0.00035
Eshraghiella crossota	45851	S	6136	671	6807	0.00028
[Clostridium] scindens	29347	S	2773	179	2952	0.00012
[Clostridium] hylemonae	89153	S	503	25	528	0.00002
Lachnoclostridium phytofermentans	66219	S	309	2	311	0.00001
Hungatella sp. SB206	2937758	S	1701	303	2004	0.00008
Hungatella hathewayi	154046	S	1578	182	1760	0.00007
Jutongia sp. SJQ-6	3445972	S	3020	127	3147	0.00013
Butyrivibrio fibrisolvens	831	S	720	63	783	0.00003
Butyrivibrio sp. JL13D10	3236815	S	616	95	711	0.00003
Butyrivibrio proteoclasticus	43305	S	506	96	602	0.00002
Butyrivibrio hungatei	185008	S	238	39	277	0.00001
Lacrimispora sp. HJ-01	3375704	S	306	139	445	0.00002
Lacrimispora sp. BS-2	3151850	S	161	45	206	0.00001
Lacrimispora xylanisolvens	384636	S	386	24	410	0.00002
Lacrimispora saccharolytica	84030	S	385	79	464	0.00002
Lacrimispora sinapis	3111456	S	308	31	339	0.00001
Lacrimispora xylanolytica	29375	S	251	17	268	0.00001
Lacrimispora sphenoides	29370	S	99	50	149	0.00001
Wansuia hejianensis	2763667	S	2131	60	2191	0.00009
Eisenbergiella porci	2652274	S	1900	158	2058	0.00008
Anaerocolumna sp. AGMB13020	3081750	S	259	23	282	0.00001
Anaerocolumna sp. MB42-C2	3070997	S	233	115	348	0.00001
Anaerocolumna sp. AGMB13025	3039116	S	173	18	191	0.00001
Anaerocolumna sedimenticola	2696063	S	248	155	403	0.00002
Anaerocolumna cellulosilytica	433286	S	218	20	238	0.00001
Anaerocolumna chitinilytica	1727145	S	142	14	156	0.00001
Marvinbryantia formatexigens	168384	S	1297	42	1339	0.00005
Claveliimonas bilis	3028070	S	1120	53	1173	0.00005
Pseudobutyrivibrio ruminis	46206	S	595	34	629	0.00003
Pseudobutyrivibrio xylanivorans	185007	S	468	18	486	0.00002
Faecalimonas umbilicata	1912855	S	993	172	1165	0.00005
Qiania dongpingensis	2763669	S	947	43	990	0.00004
Novisyntrophococcus fermenticellae	2068655	S	635	26	661	0.00003
Lachnoanaerobaculum gingivalis	2490855	S	276	85	361	0.00001
Lachnoanaerobaculum umeaense	617123	S	179	56	235	0.00001
Hominifimenecus sp. rT4P-3	3242979	S	521	2	523	0.00002
[Clostridium] symbiosum	1512	S	484	34	518	0.00002
Kineothrix sp. MB12-C1	3070215	S	254	11	265	0.00001
Kineothrix sedimenti	3123317	S	173	8	181	0.00001
Chordicoccus furentiruminis	2709410	S	387	4	391	0.00002
Anaeromicropila herbilytica	2785025	S	352	3	355	0.00001
Stomatobaculum sp. F0698	3059030	S	277	4	281	0.00001
[Clostridium] colinum	36835	S	125	1	126	0.00001
Herbinix luporum	1679721	S	113	6	119	0.00000
Anaeropeptidivorans aminofermentans	2934315	S	81	0	81	0.00000
Chakrabartyella piscis	2918914	S	66	0	66	0.00000
Anaerotignum propionicum	28446	S	171	33	204	0.00001
Anaerotignum sp. MB30-C6	3070814	S	74	16	90	0.00000
Vallitalea guaymasensis	1185412	S	159	2	161	0.00001
Vallitalea pronyensis	1348613	S	86	1	87	0.00000
Petrocella atlantisensis	2173034	S	24	0	24	0.00000
Cellulosilyticum sp. WCF-2	2497860	S	19	142	161	0.00001
Defluviitalea saccharophila	879970	S	60	3	63	0.00000
Faecalibacterium prausnitzii	853	S	933907	627746	1561653	0.06363
Faecalibacterium sp. IP-3-29	2929489	S	53501	130048	183549	0.00748
Faecalibacterium sp. i21-0019-B1	3141184	S	25515	77749	103264	0.00421
Faecalibacterium sp. I3-3-89	2929493	S	22069	8859	30928	0.00126
Faecalibacterium sp. I4-3-84	2929495	S	20182	39223	59405	0.00242
Faecalibacterium sp. I4-1-79	2929494	S	16807	17412	34219	0.00139
Faecalibacterium sp. PGM34	3567997	S	15304	10298	25602	0.00104
Faecalibacterium sp. I2-3-92	2929490	S	12269	31182	43451	0.00177
Faecalibacterium sp. I3-3-33	2929492	S	11199	10532	21731	0.00089
Faecalibacterium sp. i25-0019-C1	3141185	S	9521	46300	55821	0.00227
Faecalibacterium sp. IP-1-18	2929488	S	8735	58794	67529	0.00275
Faecalibacterium sp. 7	3402017	S	8415	16903	25318	0.00103
Faecalibacterium duncaniae	411483	S	28961	74450	103411	0.00421
Faecalibacterium taiwanense	3030638	S	21206	75495	96701	0.00394
Faecalibacterium hominis (ex Afrizal et al. 2022)	2881265	S	16325	34483	50808	0.00207
Faecalibacterium wellingii	2929491	S	10223	13951	24174	0.00098
Ruminococcus bicirculans (ex Wegman et al. 2014)	1160721	S	66415	3279	69694	0.00284
Ruminococcus sp. SR1/5	657323	S	10905	46944	57849	0.00236
Ruminococcus sp. JL13D9	3233381	S	1806	8370	10176	0.00041
Ruminococcus sp. JE7B6	3233380	S	1406	5011	6417	0.00026
Ruminococcus callidus	40519	S	22971	659	23630	0.00096
Ruminococcus bovis	2564099	S	1322	64	1386	0.00006
Ruminococcus champanellensis	1161942	S	1104	28	1132	0.00005
Ruminococcus gauvreauii	438033	S	540	24	564	0.00002
Ruminococcus albus	1264	S	513	2	515	0.00002
Dysosmobacter welbionis	2093857	S	43898	95862	139760	0.00569
Dysosmobacter sp. Phy	3465159	S	2195	153	2348	0.00010
Subdoligranulum variabile	214851	S	7780	5085	12865	0.00052
uncultured Subdoligranulum sp.	512298	S	6847	4655	11502	0.00047
Vescimonas coprocola	2714355	S	13475	2825	16300	0.00066
Vescimonas fastidiosa	2714353	S	6027	1144	7171	0.00029
Hominenteromicrobium mulieris	2885357	S	20083	3864	23947	0.00098
Flavonifractor plautii	292800	S	9067	646	9713	0.00040
Ruthenibacterium lactatiformans	1550024	S	8392	424	8816	0.00036
Pusillibacter faecalis	2714358	S	5521	462	5983	0.00024
Lawsonibacter asaccharolyticus	2108523	S	3333	166	3499	0.00014
Oscillibacter hominis	2763056	S	1866	155	2021	0.00008
Oscillibacter sp. PEA192	2109687	S	1258	11798	13056	0.00053
Owariibacterium komagatae	3136601	S	2786	295	3081	0.00013
Anaerotruncus colihominis	169435	S	2131	189	2320	0.00009
Solibaculum mannosilyticum	2780922	S	1981	159	2140	0.00009
Ethanoligenens harbinense	253239	S	1877	56	1933	0.00008
Pseudoflavonifractor gallinarum	2779352	S	1830	113	1943	0.00008
Caproicibacterium lactatifermentans	2666138	S	544	792	1336	0.00005
Caproicibacterium sp. XB1	3396405	S	130	418	548	0.00002
Caproicibacterium sp. BJN0003	2994078	S	103	14	117	0.00000
Caproicibacterium sp. NSD3	3457503	S	40	3	43	0.00000
Caproicibacterium amylolyticum	2766537	S	220	17	237	0.00001
Acidaminobacterium chupaoyuni	3381350	S	213	1	214	0.00001
Ruminiclostridium herbifermentans	2488810	S	113	5	118	0.00000
Ruminiclostridium cellulolyticum	1521	S	63	5	68	0.00000
Ruminiclostridium papyrosolvens	29362	S	25	2	27	0.00000
Fastidiosipila sanguinis	236753	S	138	9	147	0.00001
Bengtsoniella intestinalis	3073143	S	110	0	110	0.00000
Amygdalobacter indicium	3029272	S	26	20	46	0.00000
Amygdalobacter nucleatus	3029274	S	24	23	47	0.00000
Mageeibacillus indolicus	884684	S	92	4	96	0.00000
Paludihabitans sp. MB14-C6	3070656	S	71	0	71	0.00000
Thermocaproicibacter melissae	2966552	S	66	4	70	0.00000
Petroclostridium sp. X23	3045146	S	51	0	51	0.00000
Thermoclostridium stercorarium	1510	S	27	1	28	0.00000
Eubacterium ramulus	39490	S	10755	2399	13154	0.00054
Eubacterium sp. F2	3381348	S	7307	158	7465	0.00030
Eubacterium sp. MSJ-33	2841528	S	2832	437	3269	0.00013
Eubacterium ventriosum	39496	S	7758	941	8699	0.00035
Eubacterium callanderi	53442	S	1256	183	1439	0.00006
Eubacterium maltosivorans	2041044	S	176	9	185	0.00001
Eubacterium limosum	1736	S	101	8	109	0.00000
Acetobacterium wieringae	52694	S	35	12	47	0.00000
Acetobacterium malicum	52692	S	23	15	38	0.00000
Pseudoramibacter alactolyticus	113287	S	79	1	80	0.00000
Alkalibacter rhizosphaerae	2815577	S	33	0	33	0.00000
Anaerofustis stercorihominis	214853	S	26	0	26	0.00000
Clostridium sp. ETTB3	3438650	S	13620	530	14150	0.00058
Clostridium sp. M62/1	411486	S	3633	845	4478	0.00018
Clostridium sp. SY8519	1042156	S	345	14	359	0.00001
Clostridium sp. C1	1155388	S	111	294	405	0.00002
Clostridium sp. HCS.1	3238594	S	71	1	72	0.00000
Clostridium sp. OS1-26	3070681	S	66	1	67	0.00000
Clostridium sp. BJN0001	2930219	S	55	1	56	0.00000
Clostridium sp. MD294	97138	S	54	0	54	0.00000
Clostridium sp. MB05	3376682	S	50	1	51	0.00000
Clostridium sp. BJN0013	3236840	S	48	2	50	0.00000
Clostridium sp. BNL1100	755731	S	35	5	40	0.00000
Clostridium sp. JN-9	2507159	S	35	0	35	0.00000
Clostridium sp. 'deep sea'	2779445	S	34	0	34	0.00000
Clostridium sp. DL-VIII	641107	S	33	0	33	0.00000
Clostridium sp. LBM24168	3450749	S	25	0	25	0.00000
Clostridium sp.	1506	S	22	1	23	0.00000
Clostridium sp. JNZ J1-5	3475975	S	21	0	21	0.00000
Clostridium sp. JN-1	2483110	S	15	0	15	0.00000
Clostridium sp. JNZ X4-2	3470764	S	13	0	13	0.00000
