name	taxonomy_id	taxonomy_lvl	kraken_assigned_reads	added_reads	new_est_reads	fraction_total_reads
Xiashengella succiniciproducens	2949635	S	153	4	157	0.00001
Hymenobacter sp. NBH84	2596915	S	215	64	279	0.00002
Hymenobacter sp. PAMC 26628	1484118	S	113	45	158	0.00001
Hymenobacter sp. DG25A	1385663	S	72	25	97	0.00001
Hymenobacter sp. BRD128	2675878	S	58	11	69	0.00000
Hymenobacter sp. BT18	2835648	S	21	5	26	0.00000
Hymenobacter sp. GOD-10R	3093922	S	19	2	21	0.00000
Hymenobacter sp. 102	3403152	S	14	7	21	0.00000
Hymenobacter sp. DG25B	1385664	S	12	4	16	0.00000
Hymenobacter sp. 5317J-9	2932250	S	10	4	14	0.00000
Hymenobacter radiodurans	2496028	S	392	1217	1609	0.00009
Hymenobacter weizhouensis	2987689	S	264	83	347	0.00002
Hymenobacter nivis	1850093	S	137	63	200	0.00001
Hymenobacter tibetensis	497967	S	73	15	88	0.00001
Hymenobacter baengnokdamensis	2615203	S	57	68	125	0.00001
Hymenobacter busanensis	2607656	S	48	12	60	0.00000
Hymenobacter volaticus	2932254	S	45	9	54	0.00000
Hymenobacter oligotrophus	2319843	S	39	16	55	0.00000
Hymenobacter cellulosivorans	2932249	S	32	12	44	0.00000
Hymenobacter aerilatus	2932251	S	15	4	19	0.00000
Hymenobacter jejuensis	2502781	S	14	2	16	0.00000
Hymenobacter sedentarius	1411621	S	13	3	16	0.00000
Hymenobacter qilianensis	1385715	S	12	3	15	0.00000
Hymenobacter swuensis	1446467	S	11	5	16	0.00000
Pontibacter actiniarum	323450	S	293	46	339	0.00002
Pontibacter kalidii	2592049	S	124	20	144	0.00001
Pontibacter russatus	2694929	S	42	5	47	0.00000
Pontibacter sp. G13	3074898	S	20	0	20	0.00000
Pontibacter akesuensis	388950	S	23	2	25	0.00000
Adhaeribacter radiodurans	2745197	S	146	15	161	0.00001
Dyadobacter pollutisoli	2910158	S	95	16	111	0.00001
Dyadobacter endophyticus	1749036	S	19	5	24	0.00000
Dyadobacter sp. 32	538966	S	13	1	14	0.00000
Dyadobacter chenhuakuii	2909339	S	14	6	20	0.00000
Larkinella roseola	2674997	S	128	44	172	0.00001
Larkinella sp.	2034517	S	36	9	45	0.00000
Spirosoma sp. KCTC 42546	2520506	S	27	18	45	0.00000
Spirosoma sp. KUDC1026	2745947	S	16	7	23	0.00000
Spirosoma sp. SC4-14	3128900	S	16	7	23	0.00000
Spirosoma sp. KNUC1025	2894082	S	11	5	16	0.00000
Spirosoma taeanense	2735870	S	61	37	98	0.00001
Spirosoma oryzicola	2898794	S	21	9	30	0.00000
Spirosoma montaniterrae	1178516	S	20	9	29	0.00000
Spirosoma pollinicola	2057025	S	18	10	28	0.00000
Cytophaga hutchinsonii	985	S	23	2	25	0.00000
Emticicia sp. 21SJ11W-3	2916755	S	100	12	112	0.00001
Jiulongibacter sp. NS-SX5	3463854	S	31	7	38	0.00000
Algoriphagus halophytocola	2991499	S	15	22	37	0.00000
Algoriphagus sp. Y33	2772483	S	10	8	18	0.00000
Echinicola strongylocentroti	1795355	S	22	2	24	0.00000
Echinicola rosea	1807691	S	12	2	14	0.00000
Flammeovirga pectinis	2494373	S	73	10	83	0.00000
Rhodocytophaga rosea	2704465	S	66	5	71	0.00000
Ekhidna sp.	2608089	S	32	5	37	0.00000
Reichenbachiella agarivorans	2979464	S	19	3	22	0.00000
Roseivirga spongicola	333140	S	16	4	20	0.00000
Chryseolinea soli	2321403	S	19	1	20	0.00000
Flavobacterium sp. N1719	2885633	S	68	8	76	0.00000
Flavobacterium sp. KACC 22758	3025667	S	67	209	276	0.00002
Flavobacterium sp. 25HG05S-40	3458682	S	56	9	65	0.00000
Flavobacterium sp. KBS0721	1179672	S	15	12	27	0.00000
Flavobacterium sp. N2820	2986834	S	11	5	16	0.00000
Flavobacterium sp. N2270	2986831	S	10	7	17	0.00000
Flavobacterium acetivorans	2893883	S	225	60	285	0.00002
Flavobacterium flavipigmentatum	2893884	S	56	16	72	0.00000
Flavobacterium gilvum	1492737	S	33	6	39	0.00000
Flavobacterium album	2175091	S	23	1	24	0.00000
Flavobacterium inviolabile	2748320	S	23	3	26	0.00000
Flavobacterium crassostreae	1763534	S	10	2	12	0.00000
Capnocytophaga sp. oral taxon 878	1316596	S	62	17	79	0.00000
Capnocytophaga sp. ARDL2	3238809	S	19	4	23	0.00000
Capnocytophaga gingivalis	1017	S	70	6	76	0.00000
Aquimarina sp. BL5	1714860	S	39	85	124	0.00001
Aquimarina sp. ERC-38	2949996	S	15	1	16	0.00000
Aquimarina besae	3342247	S	25	3	28	0.00000
Flagellimonas sp.	2058762	S	46	71	117	0.00001
Muriicola soli	2507538	S	87	5	92	0.00001
Aequorivita ciconiae	2494375	S	53	9	62	0.00000
Aequorivita marisscotiae	3040348	S	12	10	22	0.00000
Gramella sp. MAR_2010_147	1250205	S	55	9	64	0.00000
Christiangramia forsetii	411153	S	11	2	13	0.00000
Robiginitalea biformata	252307	S	68	2	70	0.00000
Leeuwenhoekiella palythoae	573501	S	10	5	15	0.00000
Polaribacter sp. KT 15	1896175	S	11	18	29	0.00000
Polaribacter haliotis	1888915	S	12	4	16	0.00000
Maribacter sp. R86514	3093854	S	15	2	17	0.00000
Myroides sp. JBRI-B21084	3119977	S	24	15	39	0.00000
Mariniflexile fucanivorans	264023	S	22	7	29	0.00000
Cellulophaga omnivescoria	1888890	S	10	7	17	0.00000
Candidatus Arcticimaribacter forsetii	2820661	S	23	4	27	0.00000
Croceiramulus getboli	3038202	S	22	1	23	0.00000
Changchengzhania lutea	2049305	S	21	5	26	0.00000
Salegentibacter salegens	143223	S	12	2	14	0.00000
Ornithobacterium rhinotracheale	28251	S	662	85	747	0.00004
Chryseobacterium sp. T16E-39	2015076	S	27	6	33	0.00000
Chryseobacterium sp. S-02	3404064	S	23	9	32	0.00000
Chryseobacterium sp. G0162	2487063	S	11	12	23	0.00000
Chryseobacterium sp. JJR-5R	3093923	S	10	1	11	0.00000
Chryseobacterium oryzae	2929799	S	88	35	123	0.00001
Chryseobacterium arthrosphaerae	651561	S	63	30	93	0.00001
Chryseobacterium indoltheticum	254	S	36	16	52	0.00000
Chryseobacterium camelliae	1265445	S	32	8	40	0.00000
Chryseobacterium indologenes	253	S	28	10	38	0.00000
Chryseobacterium oranimense	421058	S	11	2	13	0.00000
Kaistella jeonii	266749	S	62	9	71	0.00000
Candidatus Kaistella beijingensis	2820270	S	13	4	17	0.00000
Epilithonimonas sp. UC225_85	3350167	S	34	5	39	0.00000
Elizabethkingia anophelis	1117645	S	121	121	242	0.00001
Weeksella virosa	1014	S	43	32	75	0.00000
Riemerella anatipestifer	34085	S	28	5	33	0.00000
Cruoricaptor ignavus	1118202	S	16	1	17	0.00000
Blattabacterium cuenoti	1653831	S	64	23	87	0.00000
Candidatus Karelsulcia muelleri	336810	S	11	3	14	0.00000
Pedobacter sp. AW1-32	3383026	S	115	270	385	0.00002
Pedobacter sp. AW31-3R	3445781	S	34	54	88	0.00001
Pedobacter sp. NJ-S-72	3476222	S	14	143	157	0.00001
Pedobacter sp. SL55	2995161	S	12	14	26	0.00000
Pedobacter suwonensis	332999	S	29	641	670	0.00004
Pedobacter endophyticus	2789740	S	18	73	91	0.00001
Mucilaginibacter sp. CSA2-8R	3141542	S	75	5	80	0.00000
Mucilaginibacter sp.	1882438	S	50	2	52	0.00000
Mucilaginibacter sp. 5C4	3048589	S	27	3	30	0.00000
Mucilaginibacter sp. 14171R-50	2703789	S	20	1	21	0.00000
Mucilaginibacter sp. SMC90	2929803	S	15	6	21	0.00000
Mucilaginibacter sp. 21P	2778902	S	11	0	11	0.00000
Mucilaginibacter yixingensis	1295612	S	102	5	107	0.00001
Mucilaginibacter paludis	423351	S	79	3	82	0.00000
Mucilaginibacter ginsenosidivorax	862126	S	47	3	50	0.00000
Mucilaginibacter rubeus	2027860	S	11	40	51	0.00000
Sphingobacterium sp. BN32	3058432	S	14	29	43	0.00000
Sphingobacterium sp. WOUb80	3234028	S	10	123	133	0.00001
Sphingobacterium sp. LZ7M1	2961941	S	10	23	33	0.00000
Sphingobacterium spiritivorum	258	S	28	9	37	0.00000
Sphingobacterium daejeonense	371142	S	20	6	26	0.00000
Chitinophaga oryzae	2725414	S	64	68	132	0.00001
Chitinophaga sp. XS-30	2604421	S	17	9	26	0.00000
Chitinophaga sp. MM2321	3137178	S	10	13	23	0.00000
Chitinophaga caseinilytica	2267521	S	12	17	29	0.00000
Niabella soli	446683	S	88	2	90	0.00001
Niabella insulamsoli	3144874	S	28	0	28	0.00000
Niabella ginsenosidivorans	1176587	S	18	0	18	0.00000
Lacibacter sediminis	2760713	S	67	2	69	0.00000
Lacibacter sp. MH-610	3020883	S	18	0	18	0.00000
Phnomibacter ginsenosidimutans	2676868	S	84	2	86	0.00000
Puia sp. P3	3423952	S	48	0	48	0.00000
Pseudobacter ginsenosidimutans	661488	S	29	1	30	0.00000
Arachidicoccus terrestris	2875539	S	17	0	17	0.00000
Mycovorax composti	2962693	S	17	1	18	0.00000
Flavihumibacter rivuli	2838156	S	14	0	14	0.00000
Pseudocnuella soli	2502779	S	12	0	12	0.00000
Phaeodactylibacter xiamenensis	1524460	S	561	2	563	0.00003
Aureispira sp. CCB-E	3051121	S	78	22	100	0.00001
Candidatus Sulfidibacterium hydrothermale	2875962	S	60	0	60	0.00000
Pelodictyon phaeoclathratiforme	34090	S	129	0	129	0.00001
Chlorobium limicola	1092	S	42	0	42	0.00000
Chlorobaculum tepidum	1097	S	70	1	71	0.00000
Chlorobaculum parvum	274539	S	66	0	66	0.00000
Chlorobaculum limnaeum	274537	S	25	0	25	0.00000
Prosthecochloris sp. GSB1	281093	S	30	0	30	0.00000
Prosthecochloris sp. CIB 2401	1868325	S	21	0	21	0.00000
Prosthecochloris aestuarii	1102	S	33	0	33	0.00000
Chloroherpeton thalassium	100716	S	30	0	30	0.00000
Rubrivirga sp.	1885344	S	307	3	310	0.00002
Rubrivirga aquatilis	3391575	S	24	0	24	0.00000
Rhodothermus marinus	29549	S	35	0	35	0.00000
Rhodocaloribacter litoris	2558931	S	20	0	20	0.00000
Salinibacter ruber	146919	S	25	0	25	0.00000
Gracilimonas sp.	1974203	S	19	5	24	0.00000
Pseudogemmatithrix spongiicola	3062599	S	10	73	83	0.00000
Candidatus Palauibacter sp.	3101350	S	49	1	50	0.00000
Candidatus Palauibacter irciniicola	3056733	S	11	0	11	0.00000
Fibrobacter succinogenes	833	S	126	0	126	0.00001
Klebsiella grimontii	2058152	S	558	876	1434	0.00008
Klebsiella pneumoniae	573	S	100	770	870	0.00005
Klebsiella variicola	244366	S	62	91	153	0.00001
Klebsiella quasipneumoniae	1463165	S	10	9	19	0.00000
Klebsiella electrica	1259973	S	64	7	71	0.00000
Klebsiella sp. WOUb02	3161071	S	23	2	25	0.00000
Klebsiella sp. HC6	2923366	S	14	3	17	0.00000
Klebsiella michiganensis	1134687	S	20	12	32	0.00000
Klebsiella aerogenes	548	S	14	1	15	0.00000
Escherichia coli	562	S	279	2981	3260	0.00019
Escherichia albertii	208962	S	17	6	23	0.00000
Escherichia fergusonii	564	S	15	11	26	0.00000
Escherichia marmotae	1499973	S	14	4	18	0.00000
Enterobacter kobei	208224	S	116	223	339	0.00002
Enterobacter asburiae	61645	S	15	19	34	0.00000
Enterobacter hormaechei	158836	S	14	44	58	0.00000
Enterobacter roggenkampii	1812935	S	13	12	25	0.00000
Enterobacter ludwigii	299767	S	12	14	26	0.00000
Enterobacter sp. SA187	1914861	S	13	3	16	0.00000
Enterobacter sp. C2	2870346	S	10	1	11	0.00000
Enterobacter mori	539813	S	14	4	18	0.00000
Citrobacter braakii	57706	S	26	260	286	0.00002
Citrobacter farmeri	67824	S	25	7	32	0.00000
Citrobacter meridianamericanus	2894201	S	22	13	35	0.00000
Cronobacter sakazakii	28141	S	101	81	182	0.00001
Cronobacter dublinensis	413497	S	21	8	29	0.00000
Cronobacter condimenti	1163710	S	10	2	12	0.00000
Kosakonia sp. CCTCC M2018092	2492396	S	83	9	92	0.00001
Kosakonia sacchari	1158459	S	57	16	73	0.00000
Kosakonia cowanii	208223	S	44	3	47	0.00000
Siccibacter turicensis	357233	S	71	3	74	0.00000
Salmonella enterica	28901	S	37	367	404	0.00002
Salmonella bongori	54736	S	33	1	34	0.00000
Pseudescherichia vulneris	566	S	56	8	64	0.00000
Pseudocitrobacter corydidari	2891570	S	42	9	51	0.00000
Scandinavium goeteborgense	1851514	S	49	2	51	0.00000
Kluyvera sichuanensis	2725494	S	13	7	20	0.00000
Lelliottia amnigena	61646	S	21	3	24	0.00000
Pluralibacter gergoviae	61647	S	20	1	21	0.00000
Atlantibacter subterraneus	255519	S	13	3	16	0.00000
Atlantibacter hermannii	565	S	10	0	10	0.00000
Enterobacteriaceae endosymbiont of Neohaemonia nigricornis	2675792	S	10	2	12	0.00000
Phytobacter ursingii	1972431	S	10	2	12	0.00000
Pantoea sp. GABEPS69	3028805	S	439	176	615	0.00004
Pantoea sp. Z09	2886821	S	18	5	23	0.00000
Pantoea sp. SO10	2575375	S	11	48	59	0.00000
Pantoea agglomerans	549	S	138	311	449	0.00003
Pantoea ananatis	553	S	40	41	81	0.00000
Pantoea vagans	470934	S	29	27	56	0.00000
Pantoea piersonii	2364647	S	24	4	28	0.00000
Erwinia sp. E602	2675378	S	41	8	49	0.00000
Erwinia sp. HDF1-3R	3141543	S	17	4	21	0.00000
Candidatus Erwinia haradaeae	1922217	S	18	0	18	0.00000
Erwinia rhapontici	55212	S	14	5	19	0.00000
Erwinia persicina	55211	S	13	4	17	0.00000
Erwinia pyrifoliae	79967	S	11	8	19	0.00000
Buchnera aphidicola	9	S	108	1	109	0.00001
Duffyella gerundensis	1619313	S	39	7	46	0.00000
Tatumella ptyseos	82987	S	21	0	21	0.00000
Serratia marcescens	615	S	99	259	358	0.00002
Serratia inhibens	2338073	S	33	7	40	0.00000
Serratia plymuthica	82996	S	20	5	25	0.00000
Serratia aquatilis	1737515	S	11	0	11	0.00000
Rahnella aceris	2703885	S	11	72	83	0.00000
Nissabacter sp. SGAir0207	2126321	S	13	0	13	0.00000
Proteus vulgaris	585	S	150	31	181	0.00001
Xenorhabdus stockiae	351614	S	95	5	100	0.00001
Xenorhabdus bovienii	40576	S	15	1	16	0.00000
Providencia sp. R33	2828763	S	26	36	62	0.00000
Morganella morganii	582	S	13	0	13	0.00000
Dickeya lacustris	2259638	S	11	94	105	0.00001
Pectobacterium parmentieri	1905730	S	18	79	97	0.00001
Brenneria goodwinii	1109412	S	15	21	36	0.00000
Musicola paradisiaca	69223	S	40	0	40	0.00000
Hafnia paralvei	546367	S	159	19	178	0.00001
Hafnia alvei	569	S	34	15	49	0.00000
Edwardsiella piscicida	1263550	S	22	4	26	0.00000
Edwardsiella ictaluri	67780	S	11	1	12	0.00000
Leminorella richardii	158841	S	18	0	18	0.00000
Leminorella grimontii	82981	S	12	0	12	0.00000
Xanthomonas euvesicatoria	456327	S	2392	99366	101758	0.00583
Xanthomonas translucens	343	S	59	1	60	0.00000
Xanthomonas boreopolis	86183	S	20	0	20	0.00000
Xanthomonas axonopodis	53413	S	19	0	19	0.00000
Xanthomonas theicola	56464	S	13	0	13	0.00000
Stenotrophomonas maltophilia	40324	S	34	194	228	0.00001
Stenotrophomonas sp. ESTM1D_MKCIP4_1	2072414	S	22	44	66	0.00000
Stenotrophomonas lacuserhaii	2760084	S	97	11	108	0.00001
Stenotrophomonas sp. JC08	3445779	S	42	8	50	0.00000
Stenotrophomonas rhizophila	216778	S	34	25	59	0.00000
Pseudoxanthomonas sp. SL93	2995142	S	341	7	348	0.00002
Pseudoxanthomonas mexicana	128785	S	88	7	95	0.00001
Pseudoxanthomonas beigongshangi	2782537	S	54	0	54	0.00000
Pseudoxanthomonas japonensis	69284	S	18	1	19	0.00000
Pseudoxanthomonas daejeonensis	266062	S	11	0	11	0.00000
Lysobacter sp. CW239	2762611	S	51	1	52	0.00000
Lysobacter sp. FW306-1B-D06B	3140250	S	27	2	29	0.00000
Lysobacter sp. K5869	2820808	S	23	6	29	0.00000
Lysobacter sp. KIS68-7	2904252	S	23	0	23	0.00000
Lysobacter sp. TY2-98	2290922	S	11	0	11	0.00000
Lysobacter soli	453783	S	73	9	82	0.00000
Lysobacter soyae	2764185	S	33	0	33	0.00000
Lysobacter antibioticus	84531	S	11	4	15	0.00000
Luteimonas sp. R10	3108176	S	24	11	35	0.00000
Thermomonas carbonis	1463158	S	15	1	16	0.00000
Thermomonas brevis	215691	S	10	2	12	0.00000
Pseudoluteimonas lycopersici	1324796	S	30	0	30	0.00000
Dyella sp. Tek66A03	3458298	S	43	2	45	0.00000
Dyella sp. M7H15-1	2501295	S	21	0	21	0.00000
Dyella sp. GSA-30	2994496	S	11	0	11	0.00000
Dyella halodurans	1920171	S	70	4	74	0.00000
Dyella thailandensis	3422216	S	24	1	25	0.00000
Dyella caseinilytica	1849581	S	21	0	21	0.00000
Dyella japonica	231455	S	20	1	21	0.00000
Dyella aluminiiresistens	3069105	S	17	0	17	0.00000
Dyella terrae	522259	S	10	0	10	0.00000
Luteibacter jiangsuensis	637577	S	96	7	103	0.00001
Luteibacter anthropi	564369	S	14	0	14	0.00000
Aerosticca soli	2010829	S	91	5	96	0.00001
Rhodanobacter glycinis	582702	S	38	1	39	0.00000
Rhodanobacter thiooxydans	416169	S	15	0	15	0.00000
Frateuria soli	1542730	S	12	0	12	0.00000
Tahibacter amnicola	2976241	S	10	0	10	0.00000
Pseudomonas sp. MM227	3019968	S	52	7	59	0.00000
Pseudomonas sp. gcc21	2726989	S	52	5	57	0.00000
Pseudomonas sp. SC11	326927	S	36	60	96	0.00001
Pseudomonas sp. NyZ201	3409857	S	30	4	34	0.00000
Pseudomonas sp. App30	3068990	S	29	4	33	0.00000
Pseudomonas sp. S2_H10	3233489	S	24	15	39	0.00000
Pseudomonas sp. TUM22785	3019098	S	18	30	48	0.00000
Pseudomonas sp. S2_H01	3233487	S	14	2	16	0.00000
Pseudomonas sp. R2-37-08W	1173273	S	12	81	93	0.00001
Pseudomonas sp. KnCO4	3381355	S	10	11	21	0.00000
Pseudomonas sp. L7	3388343	S	10	4	14	0.00000
Pseudomonas sp. MH10	3048627	S	10	71	81	0.00000
Pseudomonas putida	303	S	200	550	750	0.00004
Pseudomonas oryzihabitans	47885	S	21	7	28	0.00000
Pseudomonas fulva	47880	S	15	10	25	0.00000
Pseudomonas plecoglossicida	70775	S	10	3	13	0.00000
Pseudomonas orientalis	76758	S	103	39	142	0.00001
Pseudomonas fluorescens	294	S	63	67	130	0.00001
Pseudomonas rhodesiae	76760	S	18	6	24	0.00000
Pseudomonas brenneri	129817	S	17	6	23	0.00000
Pseudomonas purpurea	3136737	S	142	25	167	0.00001
Pseudomonas avellanae	46257	S	21	40	61	0.00000
Pseudomonas syringae	317	S	20	22	42	0.00000
