name	taxonomy_id	taxonomy_lvl	kraken_assigned_reads	added_reads	new_est_reads	fraction_total_reads
Pseudomonas donghuensis	1163398	S	91	237	328	0.00002
Pseudomonas aeruginosa	287	S	51	329	380	0.00002
Pseudomonas citronellolis	53408	S	20	36	56	0.00000
Pseudomonas nitroreducens	46680	S	11	13	24	0.00000
Pseudomonas sediminis	1691904	S	76	58	134	0.00001
Pseudomonas chlororaphis	587753	S	19	25	44	0.00000
Pseudomonas wenzhouensis	2906062	S	21	14	35	0.00000
Pseudomonas leptonychotis	2448482	S	20	1	21	0.00000
Pseudomonas abieticivorans	2931382	S	18	1	19	0.00000
Pseudomonas xanthosomatis	2842356	S	17	6	23	0.00000
Pseudomonas phoenicis	3132207	S	16	2	18	0.00000
Pseudomonas juntendi	2666183	S	16	69	85	0.00000
Pseudomonas entomophila	312306	S	15	3	18	0.00000
Pseudomonas marincola	437900	S	12	0	12	0.00000
Pseudomonas palleroniana	191390	S	12	2	14	0.00000
Pseudomonas knackmussii	65741	S	11	10	21	0.00000
Halopseudomonas nanhaiensis	2830842	S	42	2	44	0.00000
Halopseudomonas litoralis	797277	S	29	2	31	0.00000
Halopseudomonas sp. SMJS2	3041098	S	11	0	11	0.00000
Stutzerimonas stutzeri	316	S	38	33	71	0.00000
Stutzerimonas zhaodongensis	1176257	S	15	12	27	0.00000
Ectopseudomonas mendocina	300	S	35	20	55	0.00000
Metapseudomonas otitidis	319939	S	21	6	27	0.00000
Metapseudomonas lalkuanensis	2604832	S	10	2	12	0.00000
Thiopseudomonas denitrificans	1501432	S	27	1	28	0.00000
Aquipseudomonas alcaligenes	43263	S	16	6	22	0.00000
Azotobacter chroococcum	353	S	14	2	16	0.00000
Entomomonas sp. E2T0	2930213	S	10	0	10	0.00000
Geopseudomonas guangdongensis	1245526	S	11	3	14	0.00000
Marinobacter nanhaiticus	1305740	S	26	1	27	0.00000
Marinobacter adhaerens	1033846	S	17	70	87	0.00000
Candidatus Njordibacter sp. Uisw_039	3230972	S	12	0	12	0.00000
Halomonas sp. 3H	2952527	S	178	44	222	0.00001
Halomonas sp. JS92-SW72	2306583	S	70	73	143	0.00001
Halomonas sp. BM-2019	2811227	S	58	10	68	0.00000
Halomonas sp. M4R1S46	2982692	S	26	3	29	0.00000
Halomonas sp. I5-271120	3061632	S	16	1	17	0.00000
Halomonas sp. A40-4	2785909	S	14	2	16	0.00000
Halomonas sp. M1	3035470	S	12	1	13	0.00000
Halomonas sp. 7T	2893469	S	10	4	14	0.00000
Halomonas aestuarii	1897729	S	47	5	52	0.00000
Halomonas piscis	3031727	S	34	1	35	0.00000
Halomonas elongata	2746	S	12	0	12	0.00000
Candidatus Carsonella ruddii	114186	S	509	3	512	0.00003
Vreelandella aquamarina	77097	S	116	24	140	0.00001
Vreelandella subglaciescola	29571	S	12	0	12	0.00000
Kushneria marisflavi	157779	S	76	5	81	0.00000
Kushneria sp. Sum13	3459196	S	18	5	23	0.00000
Salinicola endophyticus	1949083	S	13	33	46	0.00000
Billgrantia tianxiuensis	2497861	S	37	6	43	0.00000
Cobetia marina	28258	S	15	4	19	0.00000
Cobetia sp. UIB-001	2717697	S	12	2	14	0.00000
Bisbaumannia salifodinae	438745	S	32	8	40	0.00000
Chromohalobacter canadensis	141389	S	13	0	13	0.00000
Pistricoccus aurantiacus	1883414	S	18	0	18	0.00000
Halotalea alkalilenta	376489	S	10	0	10	0.00000
Thalassolituus hydrocarboniclasticus	2742796	S	18	5	23	0.00000
Aliamphritea hakodatensis	2895352	S	14	0	14	0.00000
Aliamphritea ceti	1524258	S	10	0	10	0.00000
Neptuniibacter halophilus	651666	S	16	0	16	0.00000
Endozoicomonas sp. Mp262	2919499	S	69	21	90	0.00001
Alcanivorax sp.	1872427	S	24	63	87	0.00000
Pokkaliibacter plantistimulans	1635171	S	79	0	79	0.00000
Allohahella sp. A8	3141461	S	13	0	13	0.00000
Oleiphilus messinensis	141451	S	14	0	14	0.00000
Haemophilus parainfluenzae	729	S	1209	102	1311	0.00008
Haemophilus influenzae	727	S	20	20	40	0.00000
Gallibacterium salpingitidis	505341	S	67	1	68	0.00000
Aggregatibacter actinomycetemcomitans	714	S	19	1	20	0.00000
Rodentibacter caecimuris	1796644	S	14	0	14	0.00000
Pasteurella testudinis	761	S	15	1	16	0.00000
Shewanella sp. SNU WT4	2590015	S	40	11	51	0.00000
Shewanella rhizosphaerae	2864207	S	31	68	99	0.00001
Shewanella khirikhana	1965282	S	23	3	26	0.00000
Shewanella denitrificans	192073	S	23	2	25	0.00000
Shewanella glacialimarina	2590884	S	12	17	29	0.00000
Shewanella benthica	43661	S	10	3	13	0.00000
Pseudoalteromonas viridis	339617	S	66	28	94	0.00001
Pseudoalteromonas rubra	43658	S	12	3	15	0.00000
Pseudoalteromonas aliena	247523	S	10	13	23	0.00000
Thalassomonas haliotis	485448	S	36	4	40	0.00000
Idiomarina loihiensis	135577	S	77	28	105	0.00001
Ferrimonas balearica	44012	S	45	4	49	0.00000
Ferrimonas sp. YFM	3028878	S	23	2	25	0.00000
Ferrimonas sp. SCSIO 43195	2822844	S	10	1	11	0.00000
Psychromonas ingrahamii	357794	S	27	3	30	0.00000
Psychromonas sp. MME1	3231032	S	12	5	17	0.00000
Thioalkalivibrio sulfidiphilus	1033854	S	311	16	327	0.00002
Thioalkalivibrio sp. K90mix	396595	S	32	0	32	0.00000
Thioalkalivibrio versutus	106634	S	11	0	11	0.00000
Ectothiorhodospira shaposhnikovii	1054	S	14	34	48	0.00000
Alkalilimnicola ehrlichii	351052	S	28	1	29	0.00000
Spiribacter roseus	1855875	S	16	0	16	0.00000
Aquisalimonas sp. 2447	2740807	S	10	0	10	0.00000
Thioflavicoccus mobilis	80679	S	131	14	145	0.00001
Allochromatium vinosum	1049	S	23	14	37	0.00000
Thiocapsa bogorovii	521689	S	16	1	17	0.00000
Wenzhouxiangella marina	1579979	S	38	0	38	0.00000
Magnetovirga frankeli	947516	S	16	0	16	0.00000
Sedimenticola thiotaurini	1543721	S	11	0	11	0.00000
Guyparkeria halophila	47960	S	11	3	14	0.00000
Aeromonas caviae	648	S	58	159	217	0.00001
Aeromonas encheleia	73010	S	52	6	58	0.00000
Aeromonas jandaei	650	S	40	24	64	0.00000
Aeromonas media	651	S	34	14	48	0.00000
Aeromonas allosaccharophila	656	S	23	16	39	0.00000
Aeromonas salmonicida	645	S	19	2	21	0.00000
Aeromonas enteropelogenes	29489	S	19	16	35	0.00000
Aeromonas veronii	654	S	18	16	34	0.00000
Aeromonas hydrophila	644	S	18	19	37	0.00000
Aeromonas rivuli	648794	S	14	0	14	0.00000
Aeromonas simiae	218936	S	12	0	12	0.00000
Oceanimonas pelagia	3028314	S	49	28	77	0.00000
Oceanimonas sp. GK1	511062	S	27	19	46	0.00000
Zobellella sp. DQSA1	3342386	S	11	51	62	0.00000
Oceanisphaera sp. IT1-181	3081199	S	13	41	54	0.00000
Pseudaeromonas aegiceratis	3153928	S	23	0	23	0.00000
Succinivibrio dextrinosolvens	83771	S	21	0	21	0.00000
Acinetobacter sp. WZC-1	3459034	S	15	85	100	0.00001
Acinetobacter lwoffii	28090	S	63	161	224	0.00001
Acinetobacter johnsonii	40214	S	22	45	67	0.00000
Acinetobacter soli	487316	S	22	4	26	0.00000
Psychrobacter sp. P11G3	1699623	S	22	27	49	0.00000
Faucicola osloensis	34062	S	65	17	82	0.00000
Moraxella bovoculi	386891	S	17	2	19	0.00000
Moraxella veridica	3344666	S	15	3	18	0.00000
Vibrio penaeicida	104609	S	61	7	68	0.00000
Vibrio sp. J383	2942997	S	11	48	59	0.00000
Vibrio scophthalmi	45658	S	46	4	50	0.00000
Vibrio splendidus	29497	S	30	62	92	0.00001
Vibrio azureus	512649	S	11	0	11	0.00000
Vibrio mimicus	674	S	23	9	32	0.00000
Vibrio quintilis	1117707	S	17	0	17	0.00000
Vibrio cincinnatiensis	675	S	15	1	16	0.00000
Vibrio gazogenes	687	S	13	2	15	0.00000
Vibrio mangrovi	474394	S	11	0	11	0.00000
Photobacterium damselae	38293	S	51	3	54	0.00000
Photobacterium sp. CCB-ST2H9	2912855	S	10	7	17	0.00000
Photobacterium profundum	74109	S	19	0	19	0.00000
Photobacterium atrarenae	865757	S	19	0	19	0.00000
Parasalinivibrio latis	2952610	S	17	0	17	0.00000
Enterovibrio litoreus	3241166	S	10	0	10	0.00000
Grimontia kaedaensis	2872157	S	12	0	12	0.00000
Methylocaldum sp. MU1018	3468929	S	180	20	200	0.00001
Methylomonas sp. MED-D	3418768	S	15	47	62	0.00000
Methylococcus geothermalis	2681310	S	11	4	15	0.00000
Methylomicrobium lacus	136992	S	15	0	15	0.00000
Cellvibrio sp. KY-GH-1	2303332	S	31	0	31	0.00000
Cellvibrio sp. PSBB006	1987723	S	19	0	19	0.00000
Cellvibrio japonicus	155077	S	31	0	31	0.00000
Teredinibacter sp. KSP-S5-2	3034506	S	14	0	14	0.00000
Microbulbifer sp. ARAS458-1	3140242	S	11	27	38	0.00000
Kineobactrum salinum	2708301	S	29	0	29	0.00000
Halioglobus japonicus	930805	S	11	0	11	0.00000
Spongiibacter nanhainus	2794344	S	16	0	16	0.00000
Allofrancisella frigidaquae	1085644	S	94	13	107	0.00001
Thiomicrorhabdus xiamenensis	2739063	S	31	0	31	0.00000
Thiomicrorhabdus lithotrophica	2949997	S	12	0	12	0.00000
Cardiobacterium hominis	2718	S	50	13	63	0.00000
Cardiobacterium sp. Marseille-Q4385	2866573	S	12	4	16	0.00000
Wohlfahrtiimonas chitiniclastica	400946	S	39	0	39	0.00000
Legionella oakridgensis	29423	S	29	0	29	0.00000
Legionella pneumophila	446	S	16	0	16	0.00000
Coxiella-like endosymbiont	1592897	S	10	0	10	0.00000
Solimonas sp. K1W22B-7	2303331	S	34	2	36	0.00000
Nevskia ramosa	64002	S	19	1	20	0.00000
Hydrocarboniphaga sp.	2033016	S	11	1	12	0.00000
Thiohalobacter sp. COW1	2795687	S	38	13	51	0.00000
Thiohalobacter sp. IOR34	3057176	S	21	0	21	0.00000
Immundisolibacter cernigliae	1810504	S	60	0	60	0.00000
Gilliamella apis	1970738	S	29	0	29	0.00000
Utexia brackfieldae	3074108	S	10	0	10	0.00000
Candidatus Vondammii sp. HM_W22	2687299	S	23	0	23	0.00000
Acidiferrobacter sp. SPIII_3	1281578	S	15	3	18	0.00000
Salinisphaera sp. LB1	2183911	S	14	0	14	0.00000
Kangiella sediminilitoris	1144748	S	10	0	10	0.00000
Candidatus Foliamicus sp.	3101301	S	12	0	12	0.00000
Sulfurivermis fontis	1972068	S	12	0	12	0.00000
Bradyrhizobium sp. CCBAU 53421	1325120	S	610	976	1586	0.00009
Bradyrhizobium sp. Ash2021	2954771	S	108	53	161	0.00001
Bradyrhizobium sp. WCU1	3457316	S	83	112	195	0.00001
Bradyrhizobium genosp. P	83641	S	24	13	37	0.00000
Bradyrhizobium sp. 186	2782654	S	18	20	38	0.00000
Bradyrhizobium sp. STM 3557	578920	S	18	7	25	0.00000
Bradyrhizobium genosp. L	83637	S	17	14	31	0.00000
Bradyrhizobium sp. CIAT3101	439387	S	16	17	33	0.00000
Bradyrhizobium sp. NDS-1	3080014	S	15	19	34	0.00000
Bradyrhizobium sp. 172	2782643	S	12	317	329	0.00002
Bradyrhizobium sp. PUT101	3447427	S	12	35	47	0.00000
Bradyrhizobium sp. 195	2782662	S	11	15	26	0.00000
Bradyrhizobium yuanmingense	108015	S	62	180	242	0.00001
Bradyrhizobium cosmicum	1404864	S	46	56	102	0.00001
Bradyrhizobium guangdongense	1325090	S	36	36	72	0.00000
Bradyrhizobium sediminis	2840469	S	18	8	26	0.00000
Bradyrhizobium cenepequi	2821403	S	14	4	18	0.00000
Bradyrhizobium betae	244734	S	10	24	34	0.00000
Rhodopseudomonas palustris	1076	S	96	54	150	0.00001
Rhodopseudomonas sp. P1	3434357	S	49	73	122	0.00001
Tardiphaga sp. 709	3076039	S	23	21	44	0.00000
Tardiphaga sp. 866_E4_N1_4	3240766	S	19	36	55	0.00000
Afipia sp. TerB	3450748	S	19	8	27	0.00000
Rugositalea oryzae	674703	S	12	2	14	0.00000
Rhizobium sp. KDH_Rht_773_N	3465510	S	35	31	66	0.00000
Rhizobium sp. CB3090	3039156	S	20	26	46	0.00000
Rhizobium sp. SL42	2806346	S	17	6	23	0.00000
Rhizobium leguminosarum	384	S	143	303	446	0.00003
Rhizobium rhizogenes	359	S	25	27	52	0.00000
Rhizobium ruizarguesonis	2081791	S	24	21	45	0.00000
Rhizobium jaguaris	1312183	S	23	5	28	0.00000
Rhizobium lusitanum	293958	S	23	6	29	0.00000
Rhizobium binae	1138190	S	21	14	35	0.00000
Rhizobium indicum	2583231	S	13	13	26	0.00000
Agrobacterium tumefaciens	358	S	63	144	207	0.00001
Agrobacterium rosae	1972867	S	91	36	127	0.00001
Agrobacterium sp. T29	2580515	S	29	42	71	0.00000
Agrobacterium pusense	648995	S	22	83	105	0.00001
Agrobacterium vaccinii	2735528	S	21	5	26	0.00000
Agrobacterium vitis	373	S	13	8	21	0.00000
Agrobacterium leguminum	2792015	S	10	10	20	0.00000
Neorhizobium galegae	399	S	22	7	29	0.00000
Neorhizobium sp. CSC1952	2978974	S	12	8	20	0.00000
Neorhizobium petrolearium	515361	S	13	4	17	0.00000
Pararhizobium sp. A13	3133975	S	10	3	13	0.00000
Ensifer canadensis	555315	S	164	59	223	0.00001
Ensifer adhaerens	106592	S	37	16	53	0.00000
Ensifer sp. WSM1721	1041159	S	27	14	41	0.00000
Sinorhizobium mexicanum	375549	S	101	36	137	0.00001
Sinorhizobium sp. BG8	2613773	S	17	4	21	0.00000
Sinorhizobium medicae	110321	S	19	9	28	0.00000
Sinorhizobium meliloti	382	S	13	20	33	0.00000
Sinorhizobium fredii	380	S	12	9	21	0.00000
Sinorhizobium terangae	110322	S	11	4	15	0.00000
Shinella zoogloeoides	352475	S	192	283	475	0.00003
Ciceribacter thiooxidans	1969821	S	193	73	266	0.00002
Affinirhizobium rhizoryzae	451876	S	41	10	51	0.00000
Peteryoungia desertarenae	1813451	S	12	3	15	0.00000
Paenirhizobium daejeonense	240521	S	14	7	21	0.00000
Georhizobium profundi	2341112	S	11	9	20	0.00000
Terrirhizobium terrae	2926709	S	11	4	15	0.00000
Mesorhizobium sp. M9A.F.Ca.ET.002.03.1.2	2493668	S	40	104	144	0.00001
Mesorhizobium sp. INR15	2654248	S	33	28	61	0.00000
Mesorhizobium sp. B4-1-4	2589888	S	33	44	77	0.00000
Mesorhizobium sp. M1B.F.Ca.ET.045.04.1.1	2493673	S	31	79	110	0.00001
Mesorhizobium sp. B1-1-8	2589976	S	21	30	51	0.00000
Mesorhizobium sp. 113-3-3	2744516	S	17	61	78	0.00000
Mesorhizobium sp. PAMC28654	2880934	S	11	14	25	0.00000
Mesorhizobium amorphae	71433	S	48	54	102	0.00001
Aminobacter sp. UC22_36	3374549	S	36	31	67	0.00000
Aminobacter sp. SR38	2774562	S	16	130	146	0.00001
Phyllobacterium sp. 628	2718938	S	23	40	63	0.00000
Phyllobacterium zundukense	1867719	S	34	8	42	0.00000
Phyllobacterium pellucidum	2740464	S	10	3	13	0.00000
Nitratireductor mangrovi	2599600	S	64	46	110	0.00001
Nitratireductor thuwali	2267699	S	27	32	59	0.00000
Devosia algicola	3026418	S	325	44	369	0.00002
Devosia sp. XK-2	3126689	S	126	30	156	0.00001
Devosia sp. CN2-171	3400909	S	14	3	17	0.00000
Devosia sp. SD17-2	2976459	S	11	3	14	0.00000
Devosia rhizoryzae	2774137	S	83	21	104	0.00001
Devosia neptuniae	191302	S	74	17	91	0.00001
Devosia polycyclovorans	3345148	S	19	6	25	0.00000
Devosia rhodophyticola	3026423	S	15	2	17	0.00000
Devosia salina	2860336	S	11	4	15	0.00000
Devosia rhizosphaerae	3049774	S	10	1	11	0.00000
Pelagibacterium halotolerans	531813	S	31	10	41	0.00000
Mariluticola halotolerans	2909283	S	10	1	11	0.00000
Methylobacterium symbioticum	2584084	S	34	36	70	0.00000
Methylobacterium brachiatum	269660	S	31	36	67	0.00000
Methylobacterium nodulans	114616	S	30	10	40	0.00000
Methylobacterium durans	2202825	S	30	11	41	0.00000
Methylobacterium tardum	374432	S	23	25	48	0.00000
Methylobacterium flocculans	2984843	S	14	5	19	0.00000
Microvirga sp. VF16	2807101	S	34	39	73	0.00000
Microvirga sp. RSM25	3273802	S	16	33	49	0.00000
Microvirga thermotolerans	2651334	S	19	25	44	0.00000
Methylorubrum populi	223967	S	28	13	41	0.00000
Methylorubrum extorquens	408	S	19	19	38	0.00000
Bosea sp. PAMC 26642	1792307	S	52	18	70	0.00000
Bosea sp. 685	3080057	S	45	18	63	0.00000
Bosea sp. UC22_33	3350165	S	39	21	60	0.00000
Bosea sp. RAC05	1842539	S	34	21	55	0.00000
Bosea sp. F3-2	2599640	S	22	8	30	0.00000
Bosea minatitlanensis	128782	S	153	195	348	0.00002
Bosea beijingensis	3068632	S	28	13	41	0.00000
Roseibium sp.	1936156	S	189	78	267	0.00002
Roseibium sp. M-1	3569461	S	16	6	22	0.00000
Roseibium sp. Sym1	3016006	S	10	8	18	0.00000
Roseibium album	311410	S	10	1	11	0.00000
Stappia sp.	1870903	S	63	40	103	0.00001
Pannonibacter phragmitetus	121719	S	26	40	66	0.00000
Aureimonas mangrovi	2758041	S	151	71	222	0.00001
Aureimonas sp. AU20	1349819	S	49	16	65	0.00000
Martelella mediterranea	293089	S	47	47	94	0.00001
Martelella endophytica	1486262	S	30	11	41	0.00000
Martelella lutilitoris	2583532	S	11	12	23	0.00000
Aurantimonas sp. HBX-1	2906072	S	21	11	32	0.00000
Ancylobacter sp.	1872567	S	46	22	68	0.00000
Ancylobacter sp. TS-1	1850374	S	21	13	34	0.00000
Ancylobacter pratisalsi	1745854	S	21	8	29	0.00000
Ancylobacter polymorphus	223390	S	15	7	22	0.00000
Labrys sp. KNU-23	2789216	S	45	12	57	0.00000
Labrys miyagiensis	346912	S	12	6	18	0.00000
Xanthobacter dioxanivorans	2528964	S	13	14	27	0.00000
Aquabacter sp. L1I39	2820278	S	20	6	26	0.00000
Azorhizobium caulinodans	7	S	19	8	27	0.00000
Starkeya sp. ORNL1	2709380	S	18	6	24	0.00000
Hyphomicrobium sp. 1Nfss2.1	3413936	S	85	38	123	0.00001
Hyphomicrobium sp. ghe19	2682968	S	25	25	50	0.00000
Rhodomicrobium lacus	2498452	S	13	2	15	0.00000
Rhodomicrobium vannielii	1069	S	10	1	11	0.00000
Methyloceanibacter caenitepidi	1384459	S	12	2	14	0.00000
Methyloligella sp. GL2	2742204	S	15	4	19	0.00000
Methylosinus sp. C49	2699395	S	92	51	143	0.00001
Methylocystis sp. S23	3470774	S	35	18	53	0.00000
Methylocystis sp. SC2	187303	S	11	4	15	0.00000
Methylocystis rosea	173366	S	11	7	18	0.00000
Methylocystis heyeri	391905	S	10	2	12	0.00000
Kaistia sp. 32K	2795690	S	151	73	224	0.00001
Bauldia sp.	2575872	S	57	10	67	0.00000
Brucella haematophila	419474	S	16	34	50	0.00000
Pseudochrobactrum sp. Wa41.01b-1	2864102	S	37	16	53	0.00000
Cohaesibacter marisflavi	655353	S	36	6	42	0.00000
Cohaesibacter sp. ES.047	1798205	S	30	4	34	0.00000
uncultured Cohaesibacter sp.	1002546	S	10	1	11	0.00000
Oricola thermophila	2742145	S	36	14	50	0.00000
Oceaniradius stylonematis	2184161	S	20	22	42	0.00000
Bartonella choladocola	2750995	S	16	21	37	0.00000
Parvibaculum lavamentivorans	256618	S	19	12	31	0.00000
Pyruvatibacter mobilis	1712261	S	14	4	18	0.00000
Kaustia mangrovi	2593653	S	13	4	17	0.00000
Tepidicaulis sp.	1920809	S	10	8	18	0.00000
Pseudorhodoplanes sinuspersici	1235591	S	28	6	34	0.00000
Nordella sp. HKS 07	2712222	S	20	4	24	0.00000
Phreatobacter stygius	1940610	S	34	13	47	0.00000
Acuticoccus sp. MNP-M23	3072793	S	22	6	28	0.00000
Acuticoccus sp. I52.16.1	2928472	S	18	5	23	0.00000
Lichenihabitans sp. PAMC28606	2880932	S	40	8	48	0.00000
Terrirubrum flagellatum	2895980	S	39	9	48	0.00000
Chelatococcus daeguensis	444444	S	22	15	37	0.00000
Chelatococcus sp. CO-6	1702325	S	11	9	20	0.00000
Alsobacter sp. KACC 23698	3149229	S	36	15	51	0.00000
Methylocella tundrae	227605	S	19	3	22	0.00000
Reyranella sp.	1929291	S	33	9	42	0.00000
Salaquimonas pukyongi	2712698	S	33	7	40	0.00000
uncultured Pleomorphomonas sp.	442121	S	19	9	28	0.00000
Rhodoligotrophos ferricapiens	3069264	S	15	3	18	0.00000
Methyloraptor flagellatus	3162530	S	14	7	21	0.00000
Paracoccus sp. ME4	3138066	S	30	22	52	0.00000
Paracoccus sp. T5	3402161	S	24	20	44	0.00000
Paracoccus sp. S3-43	3030011	S	23	43	66	0.00000
Paracoccus sp. SCSIO 75233	3017782	S	11	27	38	0.00000
Paracoccus marcusii	59779	S	62	95	157	0.00001
Paracoccus homiensis	364199	S	42	41	83	0.00000
Paracoccus zhejiangensis	1077935	S	32	33	65	0.00000
Paracoccus aminovorans	34004	S	23	24	47	0.00000
Paracoccus seriniphilus	184748	S	13	5	18	0.00000
Paracoccus yeei	147645	S	12	26	38	0.00000
Tabrizicola sp.	2005166	S	61	33	94	0.00001
Tabrizicola sp. M-4	3055847	S	15	16	31	0.00000
Thioclava sp. GXIMD4216	3131929	S	11	88	99	0.00001
Roseinatronobacter sp. S2	3035471	S	75	16	91	0.00001
Paroceanicella profunda	2579971	S	72	74	146	0.00001
Limimaricola variabilis	1492771	S	47	40	87	0.00000
Pseudooceanicola atlanticus	1461694	S	20	13	33	0.00000
Pseudooceanicola algae	1537215	S	15	7	22	0.00000
Pseudorhodobacter turbinis	2500533	S	48	14	62	0.00000
Tritonibacter mobilis	379347	S	26	55	81	0.00000
Tritonibacter scottomollicae	483013	S	12	7	19	0.00000
Frigidibacter mobilis	1335048	S	37	56	93	0.00001
Aliiroseovarius crassostreae	154981	S	30	11	41	0.00000
Parasedimentitalea psychrophila	2997337	S	31	10	41	0.00000
Rhodovulum sulfidophilum	35806	S	22	29	51	0.00000
Yoonia algicola	3137368	S	14	3	17	0.00000
Profundibacter amoris	2171755	S	26	8	34	0.00000
Pseudopelagicola sp. nBUS_20	3395317	S	24	4	28	0.00000
Cereibacter sphaeroides	1063	S	11	11	22	0.00000
Cereibacter azotoformans	43057	S	11	13	24	0.00000
Polymorphum gilvum	991904	S	22	40	62	0.00000
Pikeienuella piscinae	2748098	S	21	12	33	0.00000
Cognatishimia activa	1715691	S	17	4	21	0.00000
Vannielia sp. SX4	3463852	S	16	8	24	0.00000
Marivivens sp. LCG002	3051171	S	15	4	19	0.00000
Gymnodinialimonas sp. 57CJ19	3138498	S	11	3	14	0.00000
Fuscovulum ytuae	3042299	S	13	10	23	0.00000
Amaricoccus sp. B4	3368557	S	11	7	18	0.00000
Amylibacter sp. IMCC11727	3039851	S	11	1	12	0.00000
Leisingera thetidis	2930199	S	137	148	285	0.00002
Leisingera aquaemixtae	1396826	S	46	68	114	0.00001
Sulfitobacter sp. SK011	1389004	S	38	14	52	0.00000
Sulfitobacter porphyrae	1246864	S	12	72	84	0.00000
Thalassovita sp.	1979401	S	115	43	158	0.00001
Thalassobius sp. MITS945101	3096994	S	22	7	29	0.00000
Celeribacter ethanolicus	1758178	S	61	65	126	0.00001
Celeribacter marinus	1397108	S	16	4	20	0.00000
Tateyamaria omphalii	299262	S	79	21	100	0.00001
Roseovarius indicus	540747	S	17	37	54	0.00000
Ketogulonicigenium robustum	92947	S	55	19	74	0.00000
Sagittula stellata	52603	S	50	24	74	0.00000
Alloyangia sp. H15	3029062	S	49	35	84	0.00000
Alloyangia pacifica	311180	S	10	6	16	0.00000
Jannaschia sp. M317	2867011	S	25	9	34	0.00000
Jannaschia sp. W003	2867012	S	16	8	24	0.00000
Jannaschia ovalis	3038773	S	13	9	22	0.00000
Shimia sp. W99	3453413	S	32	14	46	0.00000
Shimia sp. MIT1388	3096992	S	19	5	24	0.00000
Phaeobacter gallaeciensis	60890	S	27	38	65	0.00000
Roseobacter sp. A03A-229	3467295	S	10	15	25	0.00000
Roseicyclus elongatus	159346	S	12	23	35	0.00000
Pseudosulfitobacter pseudonitzschiae	1402135	S	21	22	43	0.00000
Thalassobacter stenotrophicus	266809	S	24	4	28	0.00000
Marinovum algicola	42444	S	16	12	28	0.00000
Antarctobacter heliothermus	74033	S	12	3	15	0.00000
Tropicibacter oceani	3058420	S	11	6	17	0.00000
Oceanicola sp. D3	2587163	S	10	4	14	0.00000
Rhodobacter capsulatus	1061	S	37	23	60	0.00000
Sphingomonas sp. C3-2	3062169	S	38	15	53	0.00000
Sphingomonas sp. MS122	3412683	S	24	18	42	0.00000
Sphingomonas sp. So64.6b	2997354	S	22	9	31	0.00000
Sphingomonas sp. 7/4-4	3018446	S	18	11	29	0.00000
Sphingomonas sp. CJ99	3416391	S	14	8	22	0.00000
Sphingomonas sp. MMS12-HWE2-04	3234199	S	12	6	18	0.00000
Sphingomonas sp. QA11	2950605	S	12	5	17	0.00000
Sphingomonas sp. PAMC26645	2565555	S	11	8	19	0.00000
Sphingomonas sp. HT-1	3400348	S	11	8	19	0.00000
Sphingomonas sanxanigenens	397260	S	107	115	222	0.00001
Sphingomonas psychrotolerans	1327635	S	77	32	109	0.00001
Sphingomonas flavalba	2559804	S	72	77	149	0.00001
Sphingomonas aurantiaca	185949	S	59	53	112	0.00001
Sphingomonas hankookensis	563996	S	32	57	89	0.00001
Sphingomonas xanthus	2594473	S	23	7	30	0.00000
Sphingomonas sinipercae	2714944	S	23	9	32	0.00000
Sphingomonas nostoxanthinifaciens	2872652	S	14	6	20	0.00000
Sphingomonas paucimobilis	13689	S	13	18	31	0.00000
Sphingomonas leidyi	68569	S	13	14	27	0.00000
Sphingomonas cannabina	2899123	S	12	8	20	0.00000
Sphingomonas ginsengisoli (ex An et al. 2013)	363835	S	12	6	18	0.00000
Sphingomonas yabuuchiae	172044	S	12	16	28	0.00000
Sphingomonas koreensis	93064	S	10	9	19	0.00000
Novosphingobium sp. P6W	1609758	S	17	7	24	0.00000
Novosphingobium sp. 9	2025349	S	11	5	16	0.00000
Novosphingobium sp.	1874826	S	10	3	13	0.00000
Novosphingobium kaempferiae	2896849	S	19	17	36	0.00000
Novosphingobium rhizosphaerae	1551649	S	10	7	17	0.00000
Parablastomonas sp. CN1-191	3400908	S	41	18	59	0.00000
Hankyongella ginsenosidimutans	1763828	S	29	15	44	0.00000
Alterisphingorhabdus coralli	3071408	S	23	3	26	0.00000
Tardibacter chloracetimidivorans	1921510	S	16	24	40	0.00000
Altererythrobacter sp. B11	2060312	S	77	83	160	0.00001
Altererythrobacter sp. TH136	2067415	S	64	44	108	0.00001
Qipengyuania sp. SS22	2979461	S	35	99	134	0.00001
Erythrobacter sp. BLCC-B19	3025315	S	18	15	33	0.00000
Erythrobacter aureus	2182384	S	11	9	20	0.00000
Erythrobacter litoralis	39960	S	10	10	20	0.00000
Croceibacterium aestuarii	3064139	S	12	7	19	0.00000
Caenibius sp. WL	2872646	S	10	4	14	0.00000
Sphingopyxis alaskensis	117207	S	49	36	85	0.00000
Sphingopyxis granuli	267128	S	22	68	90	0.00001
Sphingopyxis fribergensis	1515612	S	10	5	15	0.00000
Sphingobium sp. RAC03	1843368	S	10	10	20	0.00000
Sphingobium herbicidovorans	76947	S	20	63	83	0.00000
Sphingobium chlorophenolicum	46429	S	11	43	54	0.00000
Novosphingopyxis iocasae	2762729	S	130	71	201	0.00001
Allosphingosinicella humi	2068657	S	93	39	132	0.00001
Sphingomicrobium aestuariivivum	1582356	S	33	14	47	0.00000
