name	taxonomy_id	taxonomy_lvl	kraken_assigned_reads	added_reads	new_est_reads	fraction_total_reads
Bacteroides finegoldii	338188	S	3931	4051	7982	0.00033
Bacteroides parvus	2763025	S	3106	23928	27034	0.00112
Bacteroides maternus	3117552	S	2517	1017	3534	0.00015
Bacteroides difficilis	2763021	S	2373	2956	5329	0.00022
Bacteroides eggerthii	28111	S	2174	362	2536	0.00011
Bacteroides faecis	674529	S	2124	512	2636	0.00011
Bacteroides hominis	2763023	S	1916	13351	15267	0.00063
Bacteroides nordii	291645	S	951	236	1187	0.00005
Bacteroides celer	2025659	S	610	986	1596	0.00007
Bacteroides faecium	2715212	S	486	31	517	0.00002
Bacteroides luhongzhouii	2650158	S	485	167	652	0.00003
Bacteroides helcogenes	290053	S	306	6	312	0.00001
Bacteroides zoogleoformans	28119	S	211	30	241	0.00001
Bacteroides pyogenes	310300	S	195	9	204	0.00001
Prevotella heparinolytica	28113	S	134	31	165	0.00001
Bacteroides mucinivorans	3096000	S	105	28	133	0.00001
Bacteroides sedimenti	2136147	S	67	0	67	0.00000
uncultured Bacteroides sp.	162156	S	35	0	35	0.00000
Bacteroides graminisolvens	477666	S	31	0	31	0.00000
Phocaeicola vulgatus	821	S	450636	182163	632799	0.02626
Phocaeicola dorei	357276	S	371608	146114	517722	0.02149
Phocaeicola coprophilus	387090	S	745	110	855	0.00004
Phocaeicola salanitronis	376805	S	406	12	418	0.00002
Parabacteroides distasonis	823	S	148675	95874	244549	0.01015
Parabacteroides merdae	46503	S	81603	11800	93403	0.00388
Parabacteroides goldsteinii	328812	S	1206	71	1277	0.00005
Parabacteroides johnsonii	387661	S	857	86	943	0.00004
Parabacteroides sp. ASD2025	3415987	S	320	22	342	0.00001
Parabacteroides sp. APC149_11_2_Y6	3372857	S	317	11	328	0.00001
Parabacteroides sp. CT06	2025876	S	118	2309	2427	0.00010
Parabacteroides absconsus	2951805	S	299	14	313	0.00001
Parabacteroides chongii	2685834	S	205	12	217	0.00001
Parabacteroides faecis	1217282	S	48	2	50	0.00000
Tannerella forsythia	28112	S	18	0	18	0.00000
Tannerella serpentiformis	712710	S	11	0	11	0.00000
Alistipes onderdonkii	328813	S	121035	13658	134693	0.00559
Alistipes finegoldii	214856	S	33487	7081	40568	0.00168
Alistipes senegalensis	1288121	S	27783	3376	31159	0.00129
Alistipes communis	2585118	S	16294	842	17136	0.00071
Alistipes ihumii	1470347	S	10577	81	10658	0.00044
Alistipes sp. dk3624	2662363	S	9737	257	9994	0.00041
Alistipes sp. i18-0019-D1	3132707	S	337	54	391	0.00002
Alistipes putredinis	28117	S	9017	1103	10120	0.00042
Alistipes shahii	328814	S	7070	2615	9685	0.00040
uncultured Alistipes sp.	538949	S	4039	135	4174	0.00017
Alistipes indistinctus	626932	S	1070	26	1096	0.00005
Alistipes dispar	2585119	S	441	25	466	0.00002
uncultured Acetobacteroides sp.	1760811	S	37	0	37	0.00000
Barnesiella intestinihominis	487174	S	103893	2329	106222	0.00441
Barnesiella sp. An22	1965590	S	942	54	996	0.00004
Barnesiella viscericola	397865	S	428	30	458	0.00002
Coprobacter fastidiosus	1099853	S	269	3	272	0.00001
Coprobacter secundus	1501392	S	76	4	80	0.00000
Odoribacter splanchnicus	28118	S	33240	3194	36434	0.00151
Butyricimonas paravirosa	1472417	S	10170	3627	13797	0.00057
Butyricimonas virosa	544645	S	7715	1184	8899	0.00037
Butyricimonas faecihominis	1472416	S	1847	563	2410	0.00010
Butyricimonas faecalis	2093856	S	829	150	979	0.00004
Duncaniella dubosii	2518971	S	163	24	187	0.00001
Muribaculum intestinale	1796646	S	50	2	52	0.00000
Muribaculum gordoncarteri	2530390	S	30	4	34	0.00000
Paramuribaculum intestinale	2094151	S	56	4	60	0.00000
Sodaliphilus pleomorphus	2606626	S	27	0	27	0.00000
Petrimonas mucosa	1642646	S	35	8	43	0.00000
Proteiniphilum saccharofermentans	1642647	S	15	0	15	0.00000
Indolivaga capnocytophagoides	45254	S	14	0	14	0.00000
Porphyromonas levii	28114	S	39	0	39	0.00000
Porphyromonas gingivalis	837	S	35	2	37	0.00000
Porphyromonas crevioricanis	393921	S	19	0	19	0.00000
Porphyromonas sp. oral taxon 275	712435	S	17	0	17	0.00000
Porphyromonas somerae	322095	S	15	0	15	0.00000
Porphyromonas cangingivalis	36874	S	13	0	13	0.00000
Macellibacteroides fermentans	879969	S	16	0	16	0.00000
Paludibacter propionicigenes	185300	S	20	0	20	0.00000
uncultured Draconibacterium sp.	1573823	S	87	19	106	0.00000
Draconibacterium halophilum	2706887	S	17	4	21	0.00000
Mangrovibacterium marinum	1639118	S	19	1	20	0.00000
Maribellus comscasis	2681766	S	13	0	13	0.00000
Aquipluma nitroreducens	2010828	S	13	0	13	0.00000
Labilibaculum antarcticum	1717717	S	15	0	15	0.00000
Labilibaculum euxinicum	2686357	S	10	0	10	0.00000
Marinifilum sp.	2033137	S	10	1	11	0.00000
Xiashengella succiniciproducens	2949635	S	24	0	24	0.00000
Flavobacterium sp. N1719	2885633	S	189	25	214	0.00001
Flavobacterium sp. CLA17	2724135	S	16	5	21	0.00000
Flavobacterium sp. N2270	2986831	S	14	8	22	0.00000
Flavobacterium sp. N2820	2986834	S	13	6	19	0.00000
Flavobacterium sp. N1736	2986823	S	12	7	19	0.00000
Flavobacterium sp. KS-LB2	3120525	S	11	5	16	0.00000
Flavobacterium sp. 2	308053	S	10	8	18	0.00000
Flavobacterium endoglycinae	2816357	S	85	48	133	0.00001
Flavobacterium faecale	1355330	S	43	15	58	0.00000
Flavobacterium alkalisoli	2602769	S	27	3	30	0.00000
Flavobacterium ovatum	1928857	S	24	8	32	0.00000
Flavobacterium adiutor	3400345	S	15	10	25	0.00000
Flavobacterium commune	1306519	S	12	3	15	0.00000
Flavobacterium flavipigmentatum	2893884	S	11	4	15	0.00000
Nonlabens marinus	930802	S	12	49	61	0.00000
Nonlabens dokdonensis	328515	S	10	44	54	0.00000
Aquimarina sp. BL5	1714860	S	11	4	15	0.00000
Aquimarina besae	3342247	S	27	7	34	0.00000
Aquimarina macrocephali	666563	S	13	2	15	0.00000
Polaribacter batillariae	2808900	S	13	20	33	0.00000
Capnocytophaga ochracea	1018	S	12	21	33	0.00000
Tenacibaculum sp. SZ-18	754423	S	15	10	25	0.00000
Zunongwangia sp. SCSIO 43204	2779359	S	55	47	102	0.00000
Flagellimonas sp.	2058762	S	24	6	30	0.00000
Flagellimonas aurea	2915619	S	15	5	20	0.00000
Seonamhaeicola sp. MEBiC01930	2976768	S	47	20	67	0.00000
Winogradskyella sediminis	1382466	S	16	11	27	0.00000
Christiangramia echinicola	279359	S	14	5	19	0.00000
Leeuwenhoekiella sp. ZYFB001	2719912	S	10	17	27	0.00000
Leeuwenhoekiella obamensis	3119018	S	10	5	15	0.00000
Daejeonia sp. YH14	3439042	S	22	6	28	0.00000
Mariniflexile fucanivorans	264023	S	11	5	16	0.00000
Olleya sp. R77988	3093875	S	10	7	17	0.00000
Pontimicrobium sp. SW4	3153519	S	13	5	18	0.00000
Aureibaculum algae	2584122	S	10	3	13	0.00000
Flavivirga eckloniae	1803846	S	10	3	13	0.00000
Chryseobacterium sp. 6424	2039166	S	14	18	32	0.00000
Chryseobacterium taklimakanense	536441	S	35	22	57	0.00000
Chryseobacterium indologenes	253	S	24	75	99	0.00000
Chryseobacterium glaciei	1685010	S	14	40	54	0.00000
Chryseobacterium scophthalmum	59733	S	13	204	217	0.00001
Elizabethkingia meningoseptica	238	S	13	30	43	0.00000
Ornithobacterium rhinotracheale	28251	S	32	1	33	0.00000
Faecalibacter sp. LW9	3103144	S	21	1	22	0.00000
Riemerella anatipestifer	34085	S	21	1	22	0.00000
Candidatus Karelsulcia muelleri	336810	S	53	4	57	0.00000
Blattabacterium cuenoti	1653831	S	43	11	54	0.00000
Hymenobacter sp. HDW8	2714932	S	13	36	49	0.00000
Hymenobacter sp. PAMC 26628	1484118	S	12	5	17	0.00000
Pontibacter akesuensis	388950	S	58	7	65	0.00000
Pontibacter sp. SGAir0037	2571030	S	20	2	22	0.00000
Pontibacter pudoricolor	2694930	S	25	2	27	0.00000
Rufibacter radiotolerans	1379910	S	10	1	11	0.00000
Dyadobacter chenwenxiniae	2906456	S	22	3	25	0.00000
Dyadobacter pollutisoli	2910158	S	13	1	14	0.00000
Larkinella sp.	2034517	S	26	5	31	0.00000
Runella sp.	1960881	S	30	2	32	0.00000
Spirosoma sp. KCTC 42546	2520506	S	14	10	24	0.00000
Spirosoma radiotolerans	1379870	S	14	10	24	0.00000
Spirosoma montaniterrae	1178516	S	12	5	17	0.00000
Echinicola strongylocentroti	1795355	S	10	3	13	0.00000
Tunicatimonas pelagia	931531	S	61	3	64	0.00000
Fulvivirga lutea	2810512	S	15	2	17	0.00000
Leadbetterella byssophila	316068	S	10	0	10	0.00000
Ekhidna sp.	2608089	S	10	1	11	0.00000
Olivibacter sp. LS-1	2592345	S	211	13	224	0.00001
Mucilaginibacter sp. NFX135	3402687	S	12	2	14	0.00000
Mucilaginibacter sp. SMC90	2929803	S	10	10	20	0.00000
Mucilaginibacter gotjawali	1550579	S	22	1	23	0.00000
Mucilaginibacter jinjuensis	1176721	S	18	1	19	0.00000
Mucilaginibacter celer	2305508	S	15	3	18	0.00000
Mucilaginibacter daejeonensis	398049	S	14	1	15	0.00000
Sphingobacterium sp. G1-14	2003121	S	14	14	28	0.00000
Sphingobacterium sp. LZ7M1	2961941	S	13	0	13	0.00000
Sphingobacterium detergens	1145106	S	49	3	52	0.00000
Pedobacter mucosus	2895286	S	30	3	33	0.00000
Arcticibacter sp. MXS-1	3341726	S	11	0	11	0.00000
Paraflavitalea soli	2315862	S	12	3	15	0.00000
Niastella koreensis	354356	S	14	4	18	0.00000
Pseudobacter ginsenosidimutans	661488	S	10	3	13	0.00000
Phaeodactylibacter xiamenensis	1524460	S	14	0	14	0.00000
Chlorobaculum limnaeum	274537	S	13	0	13	0.00000
Chlorobaculum parvum	274539	S	12	0	12	0.00000
Prosthecochloris sp. GSB1	281093	S	16	0	16	0.00000
Pelodictyon luteolum	1100	S	14	0	14	0.00000
Chloroherpeton thalassium	100716	S	16	0	16	0.00000
Rhodocaloribacter litoris	2558931	S	40	0	40	0.00000
Rubrivirga aquatilis	3391575	S	15	1	16	0.00000
Salinibacter ruber	146919	S	10	0	10	0.00000
Cyclonatronum proteinivorum	1457365	S	17	0	17	0.00000
Ignavibacterium sp.	2651167	S	13	0	13	0.00000
Fibrobacter succinogenes	833	S	61	0	61	0.00000
Candidatus Palauibacter sp.	3101350	S	13	2	15	0.00000
Akkermansia muciniphila	239935	S	453355	9871	463226	0.01923
Akkermansia sp. RCC_12PD	3115152	S	194	80	274	0.00001
Akkermansia sp. JRP_AM1	3414159	S	144	1130	1274	0.00005
Akkermansia sp. EB-AMDK43	3073964	S	40	1297	1337	0.00006
Akkermansia sp. AE01SA01	3115151	S	24	10	34	0.00000
Akkermansia sp. AKK6	3567996	S	22	2	24	0.00000
Akkermansia massiliensis	2927224	S	92	140	232	0.00001
Akkermansia biwaensis	2946555	S	13	1	14	0.00000
Luteolibacter sp. LG18	2819286	S	49	1	50	0.00000
Luteolibacter sp. SL250	2995170	S	10	0	10	0.00000
Luteolibacter sp. Populi	3230487	S	10	0	10	0.00000
Luteolibacter luteus	2728835	S	21	0	21	0.00000
Verrucomicrobium spinosum	2736	S	10	0	10	0.00000
Horticoccus sp. 23ND18S-11	3391832	S	30	8	38	0.00000
Horticoccus luteus	2862869	S	24	4	28	0.00000
Opitutus terrae	107709	S	36	9	45	0.00000
Ereboglobus luteus	1796921	S	17	5	22	0.00000
Synoicihabitans lomoniglobus	2909285	S	12	3	15	0.00000
Coraliomargarita sp. W4R53	3473458	S	11	56	67	0.00000
Coraliomargarita akajimensis	395922	S	12	22	34	0.00000
Ruficoccus sp. ZRK36	2866311	S	11	21	32	0.00000
Candidatus Pelagisphaera phototrophica	2684113	S	12	7	19	0.00000
Methylacidimicrobium sp. AP8	2730359	S	10	0	10	0.00000
Gimesia chilikensis	2605989	S	33	9	42	0.00000
Gimesia aquarii	2527964	S	16	0	16	0.00000
Gimesia fumaroli	2527976	S	12	1	13	0.00000
Planctomicrobium stercoris	3448124	S	18	2	20	0.00000
Stratiformator vulcanicus	2527980	S	12	1	13	0.00000
Bremerella volcania	2527984	S	13	0	13	0.00000
Mariniblastus fucicola	980251	S	12	0	12	0.00000
Lignipirellula cremea	2528010	S	12	0	12	0.00000
Roseiconus lacunae	2605694	S	10	5	15	0.00000
Lacipirellula parvula	2650471	S	14	0	14	0.00000
Paludisphaera borealis	1387353	S	26	4	30	0.00000
Singulisphaera sp. PoT	3411797	S	10	0	10	0.00000
Aquisphaera giovannonii	406548	S	13	1	14	0.00000
Frigoriglobus tundricola	2774151	S	35	1	36	0.00000
Limnoglobus roseus	2598579	S	23	0	23	0.00000
Saltatorellus ferox	2528018	S	14	0	14	0.00000
Engelhardtia mirabilis	2528011	S	10	0	10	0.00000
Phycisphaera mikurensis	547188	S	10	0	10	0.00000
Candidatus Uabimicrobium amorphum	2596890	S	14	0	14	0.00000
Chlamydia psittaci	83554	S	146	0	146	0.00001
Kiritimatiella glycovorans	1307763	S	11	0	11	0.00000
Tichowtungia aerotolerans	2697043	S	11	0	11	0.00000
Sutterella wadsworthensis	40545	S	159500	1366	160866	0.00668
Sutterella faecalis	2584944	S	53	0	53	0.00000
Sutterella megalosphaeroides	2494234	S	36	0	36	0.00000
Duodenibacillus massiliensis	1852381	S	65	0	65	0.00000
Turicimonas muris	1796652	S	36	0	36	0.00000
Burkholderia stabilis	95485	S	40	55	95	0.00000
Burkholderia cepacia	292	S	18	21	39	0.00000
Burkholderia ambifaria	152480	S	13	31	44	0.00000
Burkholderia multivorans	87883	S	12	7	19	0.00000
Burkholderia arboris	488730	S	11	9	20	0.00000
Burkholderia contaminans	488447	S	10	12	22	0.00000
Burkholderia singularis	1503053	S	17	3	20	0.00000
Burkholderia pseudomallei	28450	S	11	32	43	0.00000
Burkholderia sp. LMG 21824	3158172	S	15	18	33	0.00000
Burkholderia perseverans	2615214	S	18	14	32	0.00000
Cupriavidus pauculus	82633	S	72	24	96	0.00000
Cupriavidus sp. WKF15	3032282	S	19	4	23	0.00000
Cupriavidus gilardii	82541	S	53	33	86	0.00000
Cupriavidus taiwanensis	164546	S	16	11	27	0.00000
Cupriavidus malaysiensis	367825	S	15	58	73	0.00000
Cupriavidus metallidurans	119219	S	12	2	14	0.00000
Paraburkholderia caffeinilytica	1761016	S	29	52	81	0.00000
Paraburkholderia aromaticivorans	2026199	S	10	25	35	0.00000
Paraburkholderia phenoliruptrix	252970	S	10	29	39	0.00000
Polynucleobacter necessarius	576610	S	63	3	66	0.00000
Polynucleobacter sp. Adler-ghost	2770234	S	11	26	37	0.00000
Polynucleobacter wuianus	1743168	S	11	0	11	0.00000
Polynucleobacter difficilis	556054	S	10	0	10	0.00000
Ralstonia mannitolilytica	105219	S	14	26	40	0.00000
Caballeronia sp. TF1N1	2878153	S	10	18	28	0.00000
Lautropia mirabilis	47671	S	31	0	31	0.00000
Variovorax sp. HW608	1034889	S	17	5	22	0.00000
Variovorax sp. PBL-E5	434014	S	14	25	39	0.00000
Variovorax sp. PAMC 28711	1795631	S	12	2	14	0.00000
Variovorax sp. PAMC28562	2762323	S	10	1	11	0.00000
Variovorax sp. DAIF25	3080983	S	10	28	38	0.00000
Variovorax paradoxus	34073	S	35	109	144	0.00001
Hydrogenophaga sp.	1904254	S	16	45	61	0.00000
Acidovorax sp. SDU_ACID1	3136632	S	19	11	30	0.00000
Acidovorax sp. 1608163	2478662	S	12	13	25	0.00000
Comamonas terrigena	32013	S	21	10	31	0.00000
Comamonas aquatica	225991	S	11	6	17	0.00000
Polaromonas sp. JS666	296591	S	31	15	46	0.00000
Delftia sp. Cs1-4	742013	S	21	36	57	0.00000
Delftia tsuruhatensis	180282	S	11	20	31	0.00000
Rhodoferax antarcticus	81479	S	15	0	15	0.00000
Ottowia sp. oral taxon 894	1658672	S	11	0	11	0.00000
Limnohabitans sp. YIMB22184	3374104	S	11	1	12	0.00000
Alicycliphilus denitrificans	179636	S	17	12	29	0.00000
Ramlibacter tataouinensis	94132	S	10	1	11	0.00000
Verminephrobacter eiseniae	364317	S	15	2	17	0.00000
Oxalobacter aliiformigenes	2946593	S	312	32	344	0.00001
Oxalobacter formigenes	847	S	50	4	54	0.00000
Oxalobacter vibrioformis	933080	S	12	0	12	0.00000
Massilia sp. METH4	3123041	S	12	15	27	0.00000
Massilia forsythiae	2728020	S	18	7	25	0.00000
Massilia violaceinigra	2045208	S	14	13	27	0.00000
Duganella sp. P38	3423949	S	18	16	34	0.00000
Duganella dendranthematis	2728021	S	17	18	35	0.00000
Pseudoduganella sp. R-32	3404061	S	10	23	33	0.00000
Pseudoduganella plicata	321984	S	12	5	17	0.00000
Herbaspirillum sp. meg3	2025949	S	15	3	18	0.00000
Herbaspirillum seropedicae	964	S	11	8	19	0.00000
Herbaspirillum hiltneri	341045	S	11	3	14	0.00000
Collimonas arenae	279058	S	26	4	30	0.00000
Collimonas fungivorans	158899	S	10	2	12	0.00000
Undibacterium sp. CCC3.4	3048609	S	18	9	27	0.00000
Neoundibacterium parvum	401471	S	13	0	13	0.00000
Achromobacter sp. MFA1 R4	1881016	S	17	17	34	0.00000
Achromobacter xylosoxidans	85698	S	31	46	77	0.00000
Achromobacter kerstersii	1353890	S	18	2	20	0.00000
Bordetella sp. N	1746199	S	21	1	22	0.00000
Bordetella petrii	94624	S	20	5	25	0.00000
Castellaniella caeni	266123	S	20	9	29	0.00000
Pusillimonas sp. T7-7	1007105	S	41	1	42	0.00000
Pigmentiphaga sp. H8	2488560	S	10	1	11	0.00000
Parapusillimonas sp. JC17	3445768	S	21	1	22	0.00000
Taylorella asinigenitalis	84590	S	12	0	12	0.00000
Paucibacter sp. KCTC 42545	1768242	S	26	4	30	0.00000
Roseateles sp. MS654	3412685	S	25	15	40	0.00000
Roseateles amylovorans	2978473	S	25	8	33	0.00000
Paucibacter sediminis	3019553	S	14	5	19	0.00000
Caldimonas thermodepolymerans	215580	S	19	10	29	0.00000
Methylibium sp.	2067992	S	10	4	14	0.00000
Rubrivivax gelatinosus	28068	S	12	4	16	0.00000
Piscinibacter gummiphilus	946333	S	11	2	13	0.00000
Xylophilus rhododendri	2697032	S	14	6	20	0.00000
Neisseria sp. DTU_2021_1001991_1_SI_NGA_ILE_055	3077590	S	32	56	88	0.00000
Neisseria sp. Ec49-e6-T10	3140744	S	12	0	12	0.00000
Neisseria zalophi	640030	S	17	0	17	0.00000
Neisseria lactamica	486	S	16	20	36	0.00000
Neisseria mucosa	488	S	16	52	68	0.00000
Snodgrassella alvi	1196083	S	20	2	22	0.00000
Kingella oralis	505	S	17	1	18	0.00000
Uruburuella suis	252130	S	19	1	20	0.00000
Paralysiella testudinis	2809020	S	20	0	20	0.00000
Chromobacterium sp. IIBBL 290-4	2953890	S	57	12	69	0.00000
Chromobacterium sp. CV08	3133274	S	12	4	16	0.00000
Chitiniphilus purpureus	2981137	S	11	0	11	0.00000
Chitiniphilus eburneus	2571148	S	10	0	10	0.00000
Jeongeupia wiesaeckerbachi	3051218	S	15	2	17	0.00000
Chitinimonas koreensis	356302	S	10	0	10	0.00000
Sulfuricella denitrificans	649841	S	41	7	48	0.00000
Sulfurimicrobium lacus	2715678	S	12	3	15	0.00000
Denitratisoma oestradiolicum	311182	S	23	1	24	0.00000
Nitrosomonas eutropha	916	S	14	1	15	0.00000
Methylobacillus flagellatus	405	S	17	3	20	0.00000
Nitrogeniibacter aestuarii	2815343	S	52	1	53	0.00000
Nitrogeniibacter mangrovi	2016596	S	20	0	20	0.00000
Azoarcus olearius	418699	S	14	1	15	0.00000
Parazoarcus communis	41977	S	15	0	15	0.00000
Pseudazoarcus pumilus	2067960	S	11	0	11	0.00000
Aromatoleum petrolei	76116	S	11	3	14	0.00000
Aromatoleum aromaticum	551760	S	10	1	11	0.00000
Oryzomicrobium terrae	1735038	S	13	0	13	0.00000
Candidatus Kinetoplastidibacterium kentomonadis	1576550	S	20	0	20	0.00000
Candidatus Vidania fulgoroideorum	881286	S	26	0	26	0.00000
Candidatus Accumulibacter phosphatis	327160	S	13	0	13	0.00000
Escherichia coli	562	S	1059	19337	20396	0.00085
Escherichia albertii	208962	S	34	525	559	0.00002
Escherichia fergusonii	564	S	17	18	35	0.00000
Escherichia sp. E4742	2044467	S	15	7	22	0.00000
Escherichia marmotae	1499973	S	11	4	15	0.00000
Klebsiella grimontii	2058152	S	531	1049	1580	0.00007
Klebsiella pneumoniae	573	S	52	1251	1303	0.00005
Klebsiella oxytoca	571	S	48	9	57	0.00000
Klebsiella aerogenes	548	S	16	2	18	0.00000
Enterobacter cloacae	550	S	21	28	49	0.00000
Enterobacter roggenkampii	1812935	S	18	190	208	0.00001
Enterobacter wuhouensis	2529381	S	10	13	23	0.00000
Citrobacter freundii	546	S	14	168	182	0.00001
Salmonella enterica	28901	S	183	4826	5009	0.00021
Leclercia sp. J807	2681307	S	103	41	144	0.00001
Leclercia adecarboxylata	83655	S	15	7	22	0.00000
Leclercia pneumoniae	2815358	S	14	2	16	0.00000
Cronobacter dublinensis	413497	S	12	37	49	0.00000
Atlantibacter hermannii	565	S	62	4	66	0.00000
Candidatus Blochmannia ocreatus (nom. nud.)	251538	S	18	5	23	0.00000
Kosakonia cowanii	208223	S	12	2	14	0.00000
Shigella dysenteriae	622	S	11	165	176	0.00001
Kluyvera cryocrescens	580	S	12	13	25	0.00000
Cedecea neteri	158822	S	16	2	18	0.00000
Pseudescherichia vulneris	566	S	16	3	19	0.00000
[Enterobacter] lignolyticus	1334193	S	14	1	15	0.00000
Trabulsiella odontotermitis	379893	S	12	1	13	0.00000
Pantoea ananatis	553	S	482	43	525	0.00002
Pantoea sp. Lij88	3028622	S	13	5	18	0.00000
Pantoea eucrina	472693	S	33	0	33	0.00000
Pantoea cypripedii	55209	S	27	0	27	0.00000
Pantoea agglomerans	549	S	20	3	23	0.00000
Buchnera aphidicola	9	S	151	1	152	0.00001
Erwinia sorbitola	2681984	S	18	12	30	0.00000
Mixta calida	665913	S	34	4	38	0.00000
Tatumella citrea	53336	S	11	0	11	0.00000
Pectobacterium araliae	3073862	S	91	45	136	0.00001
Pectobacterium brasiliense	180957	S	11	26	37	0.00000
Dickeya zeae	204042	S	26	50	76	0.00000
Brenneria rubrifaciens	55213	S	15	2	17	0.00000
Brenneria goodwinii	1109412	S	13	5	18	0.00000
Serratia marcescens	615	S	17	91	108	0.00000
Serratia fonticola	47917	S	12	8	20	0.00000
Serratia plymuthica	82996	S	10	6	16	0.00000
Serratia aquatilis	1737515	S	10	1	11	0.00000
Rahnella inusitata	58169	S	23	4	27	0.00000
Rahnella aceris	2703885	S	12	1	13	0.00000
Providencia rettgeri	587	S	21	59	80	0.00000
Xenorhabdus doucetiae	351671	S	11	20	31	0.00000
Proteus mirabilis	584	S	12	14	26	0.00000
Morganella morganii	582	S	23	1	24	0.00000
Sodalis glossinidius	63612	S	11	4	15	0.00000
Limnobaculum parvum	2172103	S	10	0	10	0.00000
Haemophilus parainfluenzae	729	S	2493	173	2666	0.00011
Haemophilus pittmaniae	249188	S	182	8	190	0.00001
Haemophilus influenzae	727	S	25	30	55	0.00000
Haemophilus haemolyticus	726	S	18	7	25	0.00000
Aggregatibacter aphrophilus	732	S	68	9	77	0.00000
Aggregatibacter sp. HMT-949	3235088	S	34	2	36	0.00000
Actinobacillus genomosp. 1	254839	S	24	8	32	0.00000
Actinobacillus equuli	718	S	11	10	21	0.00000
Actinobacillus delphinicola	51161	S	10	0	10	0.00000
Lonepinella sp. MS14434	3003617	S	14	23	37	0.00000
Pasteurella dagmatis	754	S	28	0	28	0.00000
Gallibacterium salpingitidis	505341	S	29	0	29	0.00000
Avibacterium paragallinarum	728	S	11	0	11	0.00000
Phocoenobacter atlanticus	3416742	S	11	3	14	0.00000
Xanthomonas euvesicatoria	456327	S	2205	70222	72427	0.00301
Xanthomonas oryzae	347	S	40	0	40	0.00000
Xanthomonas arboricola	56448	S	10	0	10	0.00000
Lysobacter sp. K5869	2820808	S	105	13	118	0.00000
Lysobacter capsici	435897	S	16	2	18	0.00000
Stenotrophomonas maltophilia	40324	S	31	58	89	0.00000
Pseudoxanthomonas suwonensis	314722	S	26	0	26	0.00000
Pseudoxanthomonas mexicana	128785	S	16	0	16	0.00000
Luteimonas granuli	1176533	S	27	0	27	0.00000
Xylella fastidiosa	2371	S	18	2	20	0.00000
Dyella nitratireducens	1849580	S	25	17	42	0.00000
Rhodanobacter sp. BL-MT-08	3242500	S	15	4	19	0.00000
Rhodanobacter thiooxydans	416169	S	13	3	16	0.00000
